index,x,y,z
241,-0.000538693,7.69E-05,-0.000280418
242,-0.0004811,1.14E-06,-0.000329874
243,-0.00036284,-0.000145066,-0.000380764
244,-0.000214199,-0.000332226,-0.000289367
245,1.97E-05,-0.000317466,-0.000117402
246,-0.000119196,-0.000294414,-0.000145022
247,-0.000163462,-0.000181185,-0.00010501
248,-0.000228419,-0.0002372,-9.61E-05
249,-0.000213037,-9.33E-05,-6.47E-05
250,-0.000187659,-1.51E-05,-0.000154721
251,-1.57E-05,-5.71E-05,-0.00014516
252,-0.000257456,-0.000108267,-0.00013975
253,-0.000417694,-0.000603958,-0.00040258
254,-0.000224068,-0.000419439,-0.000359894
255,-8.72E-05,-0.00036628,-0.000175959
256,-0.000179597,-0.000564509,-0.000206888
257,-0.000278641,-0.000450514,-0.000310082
258,-0.000266359,-0.000462796,-0.000270619
259,-0.000280049,-0.000479156,-0.000230128
260,-0.000394472,-0.000516758,-0.000130461
261,-0.00043372,-0.000491423,-0.000353247
262,-0.000385369,-0.000499514,-0.000323161
263,-0.000381219,-0.000499514,-0.000342476
264,-0.000363561,-0.000520916,-0.000301756
265,-0.000329571,-0.000479245,-0.000243081
266,-0.000383439,-0.000498274,-0.000315788
267,-0.000360138,-0.000466655,-0.000355947
268,-0.000336972,-0.00043847,-0.000349735
269,-0.000339242,-0.000434408,-0.000338983
270,-0.000410193,-0.000539224,-0.000383585
271,-0.000436345,-0.000579358,-0.000439734
272,-0.000409098,-0.000566459,-0.000464697
273,-0.000358344,-0.000576444,-0.000417062
274,-0.000306761,-0.000593916,-0.000419975
275,-0.000285327,-0.00064801,-0.000444316
276,-0.000180714,-0.000593835,-0.000478911
277,-0.000206279,-0.000711893,-0.000447471
278,-4.79E-06,-0.000389743,-0.000365243
279,-0.000411496,-0.000430332,-0.000363571
280,5.40E-05,-0.000579165,-0.000493021
281,-0.000235413,-0.000463774,-0.000333819
282,-8.70E-05,-0.00062703,-0.000409661
283,-0.000133881,-0.00074257,-0.000413419
284,-0.000172251,-0.000777396,-0.00047786
285,-3.94E-05,-0.000845161,-0.000424478
286,-3.13E-05,-0.000820983,-0.000428439
287,-7.65E-05,-0.000882014,-0.000509876
288,5.26E-05,-0.000698668,-0.000691936
289,-5.02E-05,-0.000852099,-0.000617887
290,-8.71E-05,-0.001007613,-0.000552312
291,-4.50E-05,-0.000932264,-0.000616416
292,5.32E-05,-0.000921859,-0.000594362
293,0.000171563,-0.000931846,-0.00054589
294,0.000320912,-0.00089337,-0.000602881
295,0.000380296,-0.000849999,-0.000624363
296,0.000508486,-0.000799006,-0.00065159
297,0.000661468,-0.000727116,-0.000589305
298,0.000744795,-0.000708383,-0.000584023
299,0.000780052,-0.000699129,-0.00058976
300,0.000868963,-0.000653859,-0.000614032
301,0.000907045,-0.000623105,-0.000541416
302,0.000856644,-0.000605957,-0.00049415
303,0.00067089,-0.000587565,-0.000608244
304,0.000515693,-0.000627987,-0.000703536
305,0.000425605,-0.000712626,-0.000719454
306,0.000375286,-0.000842405,-0.000699285
307,0.000309853,-0.000945552,-0.000674622
308,0.000265049,-0.001029913,-0.000661854
309,0.000256775,-0.000999204,-0.000686927
310,0.00025018,-0.000963718,-0.000693758
311,0.000264407,-0.000901931,-0.000777906
312,0.000223926,-0.000864291,-0.000807604
313,0.000150843,-0.000841683,-0.000826027
314,0.000106407,-0.000873748,-0.000826662
315,6.98E-05,-0.00093028,-0.000817032
316,4.74E-05,-0.001028599,-0.000786764
317,1.64E-05,-0.001119861,-0.000767595
318,-2.47E-06,-0.001155759,-0.000771648
319,-3.96E-05,-0.001149813,-0.000797395
320,-8.33E-05,-0.001140117,-0.000820506
321,-0.000186468,-0.001129494,-0.000853007
322,-0.000227823,-0.001099889,-0.000842461
323,-0.000226611,-0.001024286,-0.000816109
324,-0.000211008,-0.000915052,-0.00079864
325,-0.000196008,-0.000834647,-0.000787386
326,-0.000272167,-0.000775385,-0.000745448
327,-0.000295561,-0.000800242,-0.000701159
328,-0.000287418,-0.000838461,-0.000663779
329,-0.000300058,-0.000886864,-0.000651788
330,-0.000346576,-0.000932951,-0.000599695
331,-0.000353265,-0.000974983,-0.000585896
332,-0.00034301,-0.001028362,-0.000591341
333,-0.000322718,-0.00105095,-0.000613715
334,-0.000303549,-0.001031781,-0.000607886
335,-0.000299592,-0.000995967,-0.000614129
336,-0.000331668,-0.000966735,-0.000616972
337,-0.000383479,-0.000945603,-0.000598279
338,-0.000387664,-0.000926381,-0.000568607
339,-0.000398684,-0.000933088,-0.000555192
340,-0.000402515,-0.000935246,-0.000550998
341,-0.000378537,-0.000931584,-0.000519296
342,-0.000367577,-0.000913722,-0.000494324
343,-0.00036257,-0.000910176,-0.000483062
344,-0.000348995,-0.000948395,-0.000458419
345,-0.000331654,-0.00102299,-0.000435223
346,-0.000286282,-0.001008988,-0.000449439
347,-0.000285657,-0.000948708,-0.000521643
348,-0.000292971,-0.000905995,-0.000526116
349,-0.000291692,-0.000886767,-0.000515629
350,-0.000291932,-0.000884493,-0.000509409
351,-0.000292137,-0.000927045,-0.000476664
352,-0.000288079,-0.000978004,-0.000436665
353,-0.000285041,-0.0010467,-0.000395726
354,-0.000282542,-0.001056073,-0.000392818
355,-0.000282329,-0.001060863,-0.000391982
356,-0.000270454,-0.001071705,-0.000383641
357,-0.000269413,-0.001073992,-0.000363429
358,-0.000272743,-0.001061695,-0.000336536
359,-0.000248555,-0.00098357,-0.000336107
360,-0.000271925,-0.000913054,-0.000364824
361,-0.000287204,-0.000926446,-0.000356456
362,-0.000273171,-0.000938798,-0.000311637
363,-0.000279031,-0.00091935,-0.000253908
364,-0.000280905,-0.000899499,-0.000211483
365,-0.000277773,-0.00090305,-0.000166979
366,-0.000270858,-0.000906299,-0.000119377
367,-0.000271466,-0.000932557,-7.44E-05
368,-0.000269594,-0.001005832,-3.66E-05
369,-0.000230169,-0.000952234,-5.48E-05
370,-0.000219868,-0.000884056,-9.81E-05
371,-0.000233992,-0.000860125,-0.000124164
372,-0.00025311,-0.000780403,-0.000226662
373,-0.000277547,-0.000721696,-0.000315865
374,-0.000331899,-0.000736962,-0.000347639
375,-0.000350524,-0.00077693,-0.000370867
376,-0.000387782,-0.000816495,-0.000362078
377,-0.000409544,-0.000899783,-0.00031269
378,-0.000382895,-0.000985429,-0.000284208
379,-0.000352034,-0.001037404,-0.00028035
380,-0.000336364,-0.001053554,-0.000301645
381,-0.000331346,-0.00105678,-0.000316464
382,-0.000321831,-0.001064472,-0.000360983
383,-0.000311305,-0.00106366,-0.000384682
384,-0.000302767,-0.001075738,-0.000410084
385,-0.000315259,-0.001110922,-0.000417374
386,-0.000282181,-0.001105307,-0.000424233
387,-0.000243095,-0.001056871,-0.0004496
388,-0.000278021,-0.001051668,-0.00043858
389,-0.000290371,-0.00107413,-0.000418546
390,-0.000286537,-0.001089461,-0.000400547
391,-0.000284987,-0.001099965,-0.000392786
392,-0.000293101,-0.001156366,-0.000363652
393,-0.000299169,-0.001191584,-0.000347867
394,-0.000292704,-0.00125222,-0.000333718
395,-0.000290631,-0.00128541,-0.000313385
396,-0.000285026,-0.001303273,-0.000300507
397,-0.000287929,-0.001318861,-0.000285336
398,-0.00029084,-0.001331535,-0.000284715
399,-0.000289803,-0.001302461,-0.00027142
400,-0.000295116,-0.001231649,-0.000253565
401,-0.000306613,-0.001172281,-0.000251648
402,-0.000342944,-0.001160239,-0.000258085
403,-0.00037261,-0.001158574,-0.000262647
404,-0.00039981,-0.001160861,-0.000246861
405,-0.000423493,-0.001162733,-0.000219442
406,-0.000437832,-0.001185165,-0.000187862
407,-0.000436814,-0.001211039,-0.000150463
408,-0.000426111,-0.001181942,-0.000128436
409,-0.000433383,-0.00112643,-0.000115135
410,-0.000438278,-0.001082496,-0.00011955
411,-0.000435415,-0.001063883,-0.000125154
412,-0.000430158,-0.001019611,-0.00011343
413,-0.000412572,-0.001015977,-8.92E-05
414,-0.000415067,-0.00102492,-7.46E-05
415,-0.00044939,-0.001027416,-7.25E-05
416,-0.000458118,-0.001012446,-8.58E-05
417,-0.000424633,-0.000997684,-9.69E-05
418,-0.000417962,-0.000981094,-0.000102328
419,-0.000419377,-0.000984727,-9.79E-05
420,-0.000410551,-0.001003689,-9.12E-05
421,-0.000399565,-0.001009421,-8.46E-05
422,-0.000369208,-0.001002975,-7.07E-05
423,-0.000341109,-0.000978304,-8.04E-05
424,-0.000362731,-0.000971434,-8.45E-05
425,-0.000415861,-0.000998832,-0.00011559
426,-0.000448413,-0.001089024,-0.000144201
427,-0.00056193,-0.001162073,-0.000158515
428,-0.000616747,-0.001142137,-0.000195684
429,-0.000557181,-0.00108984,-0.000229101
430,-0.000502896,-0.001031727,-0.000257412
431,-0.000458573,-0.000971204,-0.000282558
432,-0.000398438,-0.000946648,-0.000321682
433,-0.000375344,-0.000977233,-0.000356008
434,-0.000121421,-0.001436536,-0.000571345
435,-0.000329178,-0.001411449,-0.000352811
436,-0.000683075,-0.001205339,-0.000257948
437,-0.000783677,-0.001003928,-0.000204015
438,-0.000665424,-0.000958041,-0.000332783
439,-0.000427194,-0.000892407,-0.000469027
440,-0.000351069,-0.000779883,-0.000501854
441,-0.000354307,-0.000716683,-0.000506486
442,-0.00037634,-0.000785996,-0.00048951
443,-0.000351626,-0.001006707,-0.000423693
444,-0.000388814,-0.001100411,-0.000400835
445,-0.000389852,-0.001158406,-0.000397098
446,-0.000370755,-0.001256587,-0.00040021
447,-0.000351233,-0.001309547,-0.000421807
448,-0.000314836,-0.00127436,-0.000459421
449,-0.000392327,-0.00128205,-0.000457399
450,-0.000348251,-0.001273109,-0.000483175
451,-0.000411132,-0.001331941,-0.000467102
452,-0.000447721,-0.001353709,-0.000441165
453,-0.000505809,-0.001337979,-0.000405061
454,-0.000494608,-0.001256431,-0.000452367
455,-0.000412201,-0.00105458,-0.000557874
456,-0.000339706,-0.00081542,-0.000653698
457,-0.000296298,-0.000736507,-0.000707492
458,-0.000280116,-0.000769916,-0.000656863
459,-0.000242716,-0.000907806,-0.000487834
460,-0.000123981,-0.001007734,-0.000322569
461,-4.65E-05,-0.001056688,-0.000221309
462,-4.17E-05,-0.001051194,-0.000184522
463,-1.84E-05,-0.000979906,-0.00015191
464,-5.28E-05,-0.000801929,-0.000216905
465,-3.93E-05,-0.000842919,-0.000276417
466,-0.000112439,-0.000767489,-0.000307884
467,-0.000127265,-0.000654976,-0.000335227
468,7.10E-05,-0.000570787,-0.000396647
469,2.89E-05,-0.000575587,-0.000398936
470,-7.73E-05,-0.000855088,-0.000256759
471,3.13E-05,-0.000897626,-0.000248157
472,4.00E-05,-0.000889863,-0.00026476
473,-0.000282822,-0.001189159,-0.000125004
474,-0.000135015,-0.001032173,-0.000377682
475,-0.000141917,-0.001002934,-0.000492593
476,-0.000137861,-0.000944088,-0.000546161
477,-0.000148888,-0.000922247,-0.000497067
478,-9.77E-05,-0.001071069,-0.00040257
479,-8.17E-05,-0.001046707,-0.00036343
480,-6.96E-05,-0.000943344,-0.000396288
481,-0.000201056,-0.000875967,-0.000403509
482,-0.00022984,-0.001021845,-0.000277671
483,-0.000230654,-0.001060809,-0.000199551
484,-0.000370617,-0.001042095,-0.000318295
485,-0.000468589,-0.001061853,-0.000493238
486,-0.000447347,-0.001285333,-0.000480118
487,-0.000553817,-0.001378472,-0.0004797
488,-0.000504076,-0.001251523,-0.000571067
489,-0.000470626,-0.001090133,-0.000648515
490,-0.000606133,-0.001092371,-0.000649122
491,-0.000676092,-0.001106003,-0.000626159
492,-0.000701067,-0.001079237,-0.000620066
493,-0.000746056,-0.001015406,-0.000628175
494,-0.000756171,-0.001013989,-0.000655098
495,-0.000699235,-0.001132644,-0.000660085
496,-0.000590296,-0.001197924,-0.000504157
497,-0.000686962,-0.001284398,-0.000553013
498,-0.000582845,-0.001265911,-0.000553634
499,-0.000547119,-0.001180948,-0.000449774
500,-0.000581744,-0.001331394,-0.000514771
501,-0.000546925,-0.001364581,-0.000419863
502,-0.000539621,-0.001365179,-0.000396988
503,-0.000687136,-0.00140697,-0.000465738
504,-0.000647245,-0.00155148,-0.000476517
505,-0.000676963,-0.001418538,-0.000400786
506,-0.000910762,-0.00119435,-0.000579059
507,-0.000946181,-0.000922843,-0.000794928
508,-0.00105403,-0.000606412,-0.00086814
509,-0.000507383,-0.0009306,-0.000818637
510,-0.000572731,-0.001151897,-0.00053513
511,-0.000594082,-0.001339819,-0.000635074
512,-0.000667735,-0.001313351,-0.000654713
513,-0.000814572,-0.001245239,-0.000629513
514,-0.000792687,-0.001241492,-0.000649725
515,-0.000364432,-0.002237964,-0.000202671
516,-0.001287933,-0.000772973,-0.00084603
517,-0.000975604,-0.000358625,-0.001384103
518,-0.001030769,-0.00086278,-0.001049078
519,-0.001059077,-0.001465295,-0.000849261
520,-0.000947488,-0.001152678,-0.000970882
521,-0.000861288,-0.001113114,-0.000983109
522,-0.000819909,-0.001090324,-0.000915707
523,-0.000642811,-0.000987471,-0.000748539
524,-0.000697332,-0.001004092,-0.000800029
525,-0.000907336,-0.001035616,-0.001011281
526,-0.001030194,-0.001021615,-0.001011486
527,-0.000985094,-0.000947486,-0.000875963
528,-0.00093587,-0.000746427,-0.000863038
529,-0.000910219,-0.000647365,-0.000921636
530,-0.000841989,-0.000682091,-0.001003474
531,-0.000784222,-0.00081102,-0.000950831
532,-0.000739945,-0.000870455,-0.000905122
533,-0.000721441,-0.000880843,-0.000900754
534,-0.000830764,-0.000757928,-0.001110886
535,-0.000835634,-0.000691379,-0.001164253
536,-0.000777235,-0.000786274,-0.001102308
537,-0.000797878,-0.000744987,-0.001076454
538,-0.000798509,-0.000605679,-0.001163077
539,-0.000816188,-0.000574479,-0.001251277
540,-0.000840516,-0.000582171,-0.001261047
541,-0.000796142,-0.000648523,-0.00115843
542,-0.000785053,-0.000699084,-0.001108297
543,-0.000797742,-0.000687435,-0.001196507
544,-0.000836891,-0.00070805,-0.00122212
545,-0.000815854,-0.000777194,-0.001180881
546,-0.000819593,-0.000834175,-0.001164247
547,-0.000808794,-0.000852454,-0.001143679
548,-0.000790186,-0.000800671,-0.001170382
549,-0.000801705,-0.000785102,-0.001184328
550,-0.000805649,-0.000770574,-0.001177893
551,-0.000814109,-0.00076069,-0.001180634
552,-0.000816191,-0.000747951,-0.001197316
553,-0.000870623,-0.000782821,-0.001180983
554,-0.000850114,-0.000901319,-0.001086312
555,-0.000842243,-0.000967797,-0.00100409
556,-0.000844109,-0.00083277,-0.00107492
557,-0.000875212,-0.000781342,-0.001117846
558,-0.000899062,-0.000808513,-0.00110644
559,-0.000907125,-0.000813552,-0.001093932
560,-0.000911362,-0.00078451,-0.001101803
561,-0.000912668,-0.000770947,-0.001103226
562,-0.000918505,-0.000769041,-0.001108941
563,-0.000934478,-0.000768838,-0.001141303
564,-0.000970641,-0.000773083,-0.001172211
565,-0.000939523,-0.000849258,-0.001129175
566,-0.000929356,-0.000859841,-0.001106555
567,-0.000951141,-0.000832446,-0.001157606
568,-0.000950521,-0.000841573,-0.00115221
569,-0.000942216,-0.000865239,-0.001136025
570,-0.00095293,-0.000888687,-0.001137233
571,-0.000947246,-0.000889613,-0.001128878
572,-0.000944032,-0.000889852,-0.001126498
573,-0.000915624,-0.000898973,-0.001097267
574,-0.000948218,-0.00091018,-0.001134428
575,-0.0009201,-0.000877206,-0.00114535
576,-0.000950633,-0.000889134,-0.001154047
577,-0.00092571,-0.000916346,-0.001130161
578,-0.000898285,-0.000948555,-0.001096088
579,-0.000896208,-0.000936915,-0.001080488
580,-0.000868144,-0.000943352,-0.00103663
581,-0.000917767,-0.000954508,-0.001072267
582,-0.000897534,-0.000894461,-0.001064601
583,-0.000885983,-0.000914125,-0.001033577
584,-0.000869513,-0.000926838,-0.001019199
585,-0.000891372,-0.00092226,-0.001027519
586,-0.000868917,-0.000950531,-0.00099218
587,-0.000862887,-0.000981517,-0.000965564
588,-0.000861014,-0.00096551,-0.000978242
589,-0.000880653,-0.000895049,-0.00101854
590,-0.00089443,-0.000858174,-0.001033529
591,-0.000893478,-0.000869623,-0.001018148
592,-0.000891336,-0.000877006,-0.001013025
593,-0.000903886,-0.000859993,-0.001019097
594,-0.000916461,-0.000868108,-0.001041814
595,-0.000935417,-0.000870402,-0.001053475
596,-0.000958746,-0.000876852,-0.001059934
597,-0.000961245,-0.000872485,-0.001051395
598,-0.000952706,-0.000835205,-0.001044733
599,-0.000953959,-0.000836032,-0.001041604
600,-0.000958648,-0.000854371,-0.001045874
601,-0.000949905,-0.000872496,-0.001040537
602,-0.000927433,-0.000842124,-0.001053021
603,-0.000938876,-0.000832555,-0.001050942
604,-0.000928886,-0.00087771,-0.00101473
605,-0.000940942,-0.000919704,-0.000998519
