index,x,y,z
4757,-0.001172137,-0.001244169,-0.000302811
4758,-0.001180836,-0.00117869,-0.000304881
4759,-0.001177723,-0.001159585,-0.000305714
4760,-0.001181878,-0.001069782,-0.000365997
4761,-0.001253416,-0.000991433,-0.00046266
4762,-0.001231487,-0.000966303,-0.000509728
4763,-0.001166468,-0.000992891,-0.000440344
4764,-0.001166051,-0.00104382,-0.000254107
4765,-0.001107764,-0.000874578,-0.000151482
4766,-0.00109548,-0.000718997,-0.000309776
4767,-0.001108605,-0.000813372,-0.000342486
4768,-0.001080987,-0.00095168,-0.000488713
4769,-0.00111029,-0.001017831,-0.00067311
4770,-0.001210684,-0.001074089,-0.000794835
4771,-0.001271416,-0.00109185,-0.000804558
4772,-0.001281384,-0.001093773,-0.000824376
4773,-0.001285047,-0.001117608,-0.00088061
4774,-0.001204029,-0.001129624,-0.00090545
4775,-0.00099786,-0.001139232,-0.000920071
4776,-0.000864986,-0.001136931,-0.000891027
4777,-0.000701355,-0.001146962,-0.000849651
4778,-0.000561453,-0.001213367,-0.000830647
4779,-0.000442647,-0.00134678,-0.000814989
4780,-0.000332231,-0.001481002,-0.00083268
4781,-0.00028489,-0.001536968,-0.00084236
4782,-0.000243857,-0.001580035,-0.000849896
4783,-0.000164211,-0.001667598,-0.000843227
4784,-0.00010169,-0.001796714,-0.000848299
4785,-0.000110413,-0.001886365,-0.000885618
4786,-9.69E-05,-0.001904703,-0.000910009
4787,-0.000119183,-0.001947264,-0.000945469
4788,-0.00015279,-0.001964379,-0.000984086
4789,-0.00016114,-0.001955601,-0.00104946
4790,-0.000289008,-0.001956439,-0.001076202
4791,-0.000380925,-0.001932014,-0.001002927
4792,-0.000454639,-0.001869446,-0.000907359
4793,-0.000471573,-0.001762159,-0.000876822
4794,-0.0005134,-0.001621842,-0.000922418
4795,-0.000534908,-0.001525169,-0.000920332
4796,-0.000633543,-0.00141818,-0.000912824
4797,-0.000824872,-0.001254101,-0.000899928
4798,-0.000942587,-0.001027369,-0.000814779
4799,-0.000992949,-0.000947155,-0.000749595
4800,-0.000971208,-0.00110332,-0.000682272
4801,-0.000900498,-0.001266993,-0.000597807
4802,-0.000852389,-0.001296043,-0.000576773
4803,-0.000630695,-0.001091365,-0.000632043
4804,-0.000457858,-0.000752123,-0.00066134
4805,-0.000397375,-0.000431846,-0.000589637
4806,-0.00043209,-0.000304035,-0.00049237
4807,-0.000603074,-0.000247937,-0.00048489
4808,-0.000847647,-0.000242524,-0.000599371
4809,-0.000999598,-0.000292298,-0.000693627
4810,-0.001114782,-0.00035274,-0.000652515
4811,-0.001121864,-0.000353699,-0.00067365
4812,-0.00114193,-0.000367393,-0.000692993
4813,-0.001294275,-0.000384791,-0.000717927
4814,-0.001396351,-0.000320479,-0.000686896
4815,-0.00148827,-0.000255051,-0.000645111
4816,-0.001521239,-0.000291985,-0.000595461
4817,-0.001543322,-0.000384891,-0.000540254
4818,-0.001532893,-0.000472276,-0.000493119
4819,-0.001529145,-0.000522307,-0.000460183
4820,-0.001475838,-0.000593935,-0.000413332
4821,-0.001363563,-0.000732196,-0.000339835
4822,-0.001286059,-0.000940244,-0.000248271
4823,-0.001218525,-0.001115612,-0.000194661
4824,-0.001140828,-0.001232161,-0.00017264
4825,-0.001205778,-0.001291705,-0.000151061
4826,-0.00099489,-0.001253552,-0.000232141
4827,-0.001127661,-0.001218232,-0.000188301
4828,-0.001191602,-0.001350963,-8.63E-05
4829,-0.001248426,-0.001448443,-4.91E-05
4830,-0.001282503,-0.001495406,-3.31E-05
4831,-0.001280358,-0.001511395,-4.44E-05
4832,-0.001272919,-0.001512323,-5.00E-05
4833,-0.001289708,-0.001401111,-0.000101789
4834,-0.001297798,-0.001246334,-0.000130419
4835,-0.001228745,-0.001214398,-0.000126691
4836,-0.00119601,-0.001171504,-0.000103479
4837,-0.001150267,-0.001093692,-0.000115075
4838,-0.001110535,-0.000950673,-0.000169091
4839,-0.001081269,-0.000790823,-0.00019109
4840,-0.000998847,-0.000746985,-0.000203212
4841,-0.001036096,-0.000767693,-0.000233319
4842,-0.00105933,-0.000763999,-0.000264893
4843,-0.00120231,-0.000719708,-0.000317882
4844,-0.001398144,-0.000680702,-0.000345365
4845,-0.001504057,-0.000711027,-0.000295314
4846,-0.001597548,-0.000726813,-0.000203695
4847,-0.001472883,-0.000629206,-0.000359782
4848,-0.001323504,-0.00059228,-0.000491642
4849,-0.001207391,-0.000537037,-0.00059295
4850,-0.001134086,-0.00041594,-0.000729432
4851,-0.001126878,-0.000453747,-0.000853665
4852,-0.001147342,-0.000530816,-0.000894834
4853,-0.001186591,-0.000860741,-0.000947452
4854,-0.001168096,-0.001224059,-0.000929765
4855,-0.00114005,-0.001434214,-0.000912691
4856,-0.001045873,-0.001530478,-0.00091624
4857,-0.000895173,-0.001433836,-0.000879093
4858,-0.000780561,-0.001208991,-0.000808529
4859,-0.000700608,-0.001085414,-0.000731081
4860,-0.000615161,-0.001035275,-0.000662133
4861,-0.000513965,-0.00102185,-0.000569524
4862,-0.000428935,-0.001053337,-0.000536537
4863,-0.000413266,-0.001098721,-0.000545088
4864,-0.000382566,-0.001164081,-0.000567636
4865,-0.000396558,-0.001191228,-0.000568474
4866,-0.000445637,-0.00121566,-0.000550928
4867,-0.000456696,-0.001248419,-0.000525477
4868,-0.000437934,-0.001312846,-0.000497124
4869,-0.000480607,-0.001390477,-0.000492247
4870,-0.000539981,-0.001426056,-0.000528234
4871,-0.000562252,-0.001440784,-0.000549308
4872,-0.000576378,-0.001443177,-0.000565111
4873,-0.000621952,-0.001439719,-0.000626351
4874,-0.000621753,-0.001412473,-0.000654213
4875,-0.000621958,-0.001368869,-0.000689887
4876,-0.000607578,-0.001300077,-0.000696137
4877,-0.000617176,-0.001228287,-0.000709907
4878,-0.000685756,-0.001126461,-0.000746706
4879,-0.000761807,-0.001074023,-0.000737934
4880,-0.000818655,-0.001035446,-0.000641702
4881,-0.000802351,-0.001083194,-0.000597212
4882,-0.00085271,-0.001127326,-0.000538843
4883,-0.000792175,-0.001344495,-0.000411127
4884,-0.000493435,-0.001475755,-0.000383416
4885,-0.000288354,-0.001210694,-0.000437726
4886,-0.00031879,-0.000883239,-0.0004642
4887,-0.000393186,-0.000479588,-0.000426277
4888,-0.000452395,-0.000104493,-0.000366223
4889,-0.000610089,4.81E-06,-0.000317626
4890,-0.000852419,4.81E-06,-0.000254646
4891,-0.000988372,4.81E-06,-0.000238826
4892,-0.001097163,-0.000304887,-0.000251861
4893,-0.000951201,-0.000610338,-0.000212307
4894,-0.000766037,-0.000977971,-0.000253613
4895,-0.000668453,-0.001201942,-0.000313076
4896,-0.000660167,-0.001217056,-0.000337511
4897,-0.000765978,-0.001105013,-0.000320882
4898,-0.000916288,-0.000826132,-0.000318037
4899,-0.001043395,-0.00044663,-0.000307275
4900,-0.001201508,-0.000237621,-0.000309154
4901,-0.001255537,-0.000167177,-0.000326884
4902,-0.001272295,-0.000149462,-0.000316348
4903,-0.001294784,-0.000221793,-0.000243212
4904,-0.001253855,-0.000422615,-0.000188296
4905,-0.001133491,-0.000639181,-0.000118331
4906,-0.000968249,-0.000904946,-7.00E-05
4907,-0.000790302,-0.001173105,-3.87E-05
4908,-0.000688688,-0.001399623,-1.52E-05
4909,-0.00064157,-0.001553908,-2.13E-07
4910,-0.000641165,-0.001610313,1.60E-05
4911,-0.000667425,-0.001618194,2.11E-05
4912,-0.000678649,-0.001569475,2.57E-05
4913,-0.000937125,-0.001308299,9.81E-05
4914,-0.001068377,-0.001226392,0.000112476
4915,-0.001225244,-0.001211212,0.000167534
4916,-0.001262075,-0.00117479,0.000210186
4917,-0.001401044,-0.001070774,0.000317951
4918,-0.001397919,-0.00093169,0.000320446
4919,-0.000997596,-0.000916723,6.77E-05
4920,-0.00094028,-0.000890975,-2.45E-05
4921,-0.001006204,-0.000827177,-3.22E-05
4922,-0.001168697,-0.000652123,-8.92E-05
4923,-0.001207194,-0.00039946,-0.000218695
4924,-0.001107948,-0.000211182,-0.000438247
4925,-0.000880646,-0.000170898,-0.000560349
4926,-0.000559867,-0.000405593,-0.000542429
4927,-0.000521763,-0.000750598,-0.000326091
4928,-0.00060146,-0.000766014,-7.08E-05
4929,-0.000950658,-0.0004523,-0.000152709
4930,-0.001115126,-0.000284293,-0.000304693
4931,-0.001168876,-0.000328227,-0.000371129
4932,-0.001203549,-0.00036477,-0.000415376
4933,-0.001108703,-0.000544892,-0.000734721
4934,-0.001178572,-0.000849654,-0.000962296
4935,-0.001307894,-0.001063594,-0.001097267
4936,-0.001433611,-0.001242363,-0.001038587
4937,-0.001359023,-0.00120726,-0.000959814
4938,-0.001101456,-0.001124819,-0.000924959
4939,-0.000929773,-0.000974848,-0.000828769
4940,-0.000806084,-0.000995328,-0.000696368
4941,-0.000692824,-0.001047353,-0.000618027
4942,-0.000649937,-0.001097291,-0.000575018
4943,-0.000542203,-0.001218155,-0.00046163
4944,-0.000477782,-0.001297118,-0.000440024
4945,-0.000483588,-0.001299404,-0.000475302
4946,-0.000530531,-0.001346551,-0.000503554
4947,-0.000534273,-0.001392655,-0.000508947
4948,-0.000522644,-0.001429591,-0.000523058
4949,-0.000503754,-0.001403429,-0.000553796
4950,-0.000435347,-0.001324502,-0.000600542
4951,-0.000430927,-0.001309498,-0.000608101
4952,-0.000445856,-0.001292064,-0.000608937
4953,-0.000490573,-0.001239654,-0.000601867
4954,-0.000536816,-0.001184871,-0.000599368
4955,-0.000571727,-0.001204758,-0.000634079
4956,-0.00055062,-0.001327346,-0.000634079
4957,-0.00057001,-0.001392829,-0.000641373
4958,-0.000558748,-0.001390958,-0.000674338
4959,-0.000577923,-0.001403251,-0.000735825
4960,-0.000605578,-0.001413233,-0.000731252
4961,-0.000658943,-0.001328595,-0.000780021
4962,-0.000710329,-0.001155039,-0.000827145
4963,-0.000755299,-0.001022153,-0.000770833
4964,-0.000768215,-0.000801795,-0.000663154
4965,-0.000709891,-0.000638698,-0.000611493
4966,-0.000501837,-0.000651182,-0.000523905
4967,-0.000295586,-0.000755651,-0.000370204
4968,-9.64E-05,-0.000820536,-0.000245188
4969,0.000128039,-0.000808634,-0.000281316
4970,0.000238928,-0.000630887,-0.000453206
4971,0.000154494,-0.000524985,-0.000523093
4972,4.40E-05,-0.000520572,-0.00050913
4973,-0.000331894,-0.000386408,-0.000544653
4974,-0.000801246,-7.98E-05,-0.000731576
4975,-0.0011354,-7.98E-05,-0.000877093
4976,-0.001357741,-7.98E-05,-0.000864519
4977,-0.001400087,-7.98E-05,-0.00083265
4978,-0.001262929,-7.98E-05,-0.000823209
4979,-0.001187228,-0.000352351,-0.000789035
4980,-0.001264944,-0.000494516,-0.000737219
4981,-0.001318655,-0.000530909,-0.000712061
4982,-0.001337531,-0.000545815,-0.000694869
4983,-0.001350502,-0.00062468,-0.000611206
4984,-0.001320253,-0.000709326,-0.000541777
4985,-0.001266978,-0.000752471,-0.000476554
4986,-0.001174253,-0.000772848,-0.00042811
4987,-0.001111003,-0.000864308,-0.000358226
4988,-0.001086774,-0.000862858,-0.000304788
4989,-0.00110522,-0.000873015,-0.000258138
4990,-0.00114649,-0.00095057,-0.000202769
4991,-0.001172629,-0.001000725,-0.000175359
4992,-0.001193054,-0.001055822,-0.000102808
4993,-0.001189306,-0.001115924,-3.25E-05
4994,-0.001233415,-0.001169603,-2.48E-05
4995,-0.001284346,-0.001169815,-2.83E-05
4996,-0.001349449,-0.001099932,-6.29E-05
4997,-0.001395832,-0.000994675,-0.000101146
4998,-0.001419908,-0.000971204,-9.67E-05
4999,-0.001376579,-0.001029321,-9.12E-05
5000,-0.001336607,-0.001109674,-8.44E-05
5001,-0.001275167,-0.001145893,-8.29E-05
5002,-0.001246572,-0.001165157,-8.17E-05
5003,-0.001220218,-0.001178334,-9.37E-05
5004,-0.001180729,-0.001093077,-0.000153827
5005,-0.001124988,-0.000883846,-0.000229119
5006,-0.001191562,-0.000717422,-0.000210816
5007,-0.001207787,-0.000604447,-0.000197292
5008,-0.001140314,-0.000616943,-0.000251646
5009,-0.001116298,-0.000761233,-0.000376306
5010,-0.00111589,-0.000892596,-0.000465172
5011,-0.001121371,-0.00089178,-0.000505739
5012,-0.001156998,-0.000872172,-0.000503232
5013,-0.001374252,-0.000770203,-0.000386278
5014,-0.00145963,-0.000638194,-0.000324431
5015,-0.001514082,-0.000469354,-0.000479856
5016,-0.001442824,-0.000341892,-0.000435147
5017,-0.001285493,-0.000351083,-0.00049052
5018,-0.001108097,-0.000411757,-0.000657248
5019,-0.001055363,-0.000453186,-0.000746175
5020,-0.001023139,-0.00058919,-0.000765835
5021,-0.000987138,-0.000759145,-0.000715902
5022,-0.000918865,-0.000923726,-0.000706917
5023,-0.000809423,-0.000985757,-0.000686651
5024,-0.000672379,-0.000987012,-0.000676647
5025,-0.000591129,-0.001044924,-0.000668106
5026,-0.000554901,-0.001086567,-0.000654777
5027,-0.000503883,-0.00116716,-0.00062708
5028,-0.00047389,-0.001225734,-0.000638021
5029,-0.00042913,-0.001279395,-0.000654221
5030,-0.000370607,-0.001328969,-0.000669636
5031,-0.000352169,-0.001343695,-0.000657544
5032,-0.000351468,-0.001351736,-0.000651369
5033,-0.000316381,-0.001319889,-0.000706348
5034,-0.000324716,-0.001246495,-0.00073699
5035,-0.000368497,-0.001236906,-0.000697385
5036,-0.000367251,-0.001285043,-0.000654037
5037,-0.000388279,-0.001246738,-0.000651948
5038,-0.000471255,-0.001232598,-0.000650287
5039,-0.000476522,-0.00129234,-0.000652717
5040,-0.000448534,-0.00136696,-0.00066975
5041,-0.000413844,-0.001422704,-0.000664366
5042,-0.000411096,-0.001418516,-0.000667119
5043,-0.000335815,-0.001319883,-0.000702359
5044,-0.000276758,-0.001279697,-0.00073828
5045,-0.000245345,-0.001260446,-0.000745983
5046,-0.000286157,-0.001236496,-0.000698501
5047,-0.000374742,-0.001076837,-0.000703299
5048,-0.000443945,-0.000891725,-0.000715389
5049,-0.000512349,-0.000798719,-0.000637597
5050,-0.000518194,-0.000757405,-0.00050615
5051,-0.000222201,-0.000817883,-0.000559144
5052,-0.000143887,-0.000977501,-0.000540798
5053,-0.000222519,-0.00096231,-0.00050377
5054,-0.000276762,-0.000895596,-0.000549287
5055,-0.000169742,-0.000794816,-0.000627009
5056,-0.000210954,-0.000661809,-0.000628458
5057,-0.000390939,-0.000418363,-0.00058206
5058,-0.000647387,-0.000194149,-0.000525098
5059,-0.00087847,-4.46E-05,-0.000577582
5060,-0.000968003,-8.23E-05,-0.000623604
5061,-0.000947929,-0.000145636,-0.000594033
5062,-0.00091607,-0.000195413,-0.000572364
5063,-0.000837074,-0.000201132,-0.000586862
5064,-0.000885124,-0.00014007,-0.000609937
5065,-0.001024025,-0.000112371,-0.000572174
5066,-0.001186199,-0.000111323,-0.000554549
5067,-0.001292465,-0.000124526,-0.000542393
5068,-0.001311496,-0.000210895,-0.000513118
5069,-0.001283257,-0.000327081,-0.000499506
5070,-0.001341871,-0.000347159,-0.000495245
5071,-0.001382363,-0.000374397,-0.000483302
5072,-0.001395519,-0.000397951,-0.000472781
5073,-0.001392677,-0.000503253,-0.00041942
5074,-0.001305708,-0.000614551,-0.000363066
5075,-0.001223602,-0.000702481,-0.000312754
5076,-0.001069263,-0.000851417,-0.000246705
5077,-0.000929557,-0.000991949,-0.000174145
5078,-0.000879463,-0.001049322,-0.000135068
5079,-0.000860765,-0.00108111,-0.000108472
5080,-0.000842958,-0.001122383,-7.59E-05
5081,-0.000854105,-0.001146531,-6.49E-05
5082,-0.00086902,-0.001135672,-6.27E-05
5083,-0.000947397,-0.001056256,-7.10E-05
5084,-0.000981478,-0.000968354,-9.39E-05
5085,-0.001008178,-0.000906661,-7.81E-05
5086,-0.000967908,-0.000880969,-9.53E-05
5087,-0.000932171,-0.000923983,-0.000111744
5088,-0.00089314,-0.000981901,-0.000112985
5089,-0.000812372,-0.001002873,-0.000102601
5090,-0.00080801,-0.000973805,-7.52E-05
5091,-0.000830029,-0.000916256,-0.000110077
5092,-0.000890728,-0.000817144,-0.00015825
5093,-0.000920244,-0.000731818,-0.000200511
5094,-0.00097019,-0.000606949,-0.00032434
5095,-0.000967065,-0.000620705,-0.000365405
5096,-0.000977283,-0.000739713,-0.000370407
5097,-0.0010354,-0.000767001,-0.00035062
5098,-0.001097265,-0.000697218,-0.000245011
5099,-0.001163706,-0.000465088,-8.07E-05
5100,-0.001168768,-0.000160337,-0.000161985
5101,-0.001184668,-2.67E-05,-0.000229896
5102,-0.001211078,1.08E-05,-0.000225594
5103,-0.001204382,-8.55E-05,-0.000319298
5104,-0.001081543,-0.000321032,-0.000557475
5105,-0.001072343,-0.00052915,-0.000684723
5106,-0.00111521,-0.000719849,-0.000732609
5107,-0.001066907,-0.000799734,-0.000730305
5108,-0.000970959,-0.000890664,-0.000728636
5109,-0.000815846,-0.000911358,-0.000710656
5110,-0.00073849,-0.00086759,-0.000699458
5111,-0.000730203,-0.00082206,-0.000698995
5112,-0.000734152,-0.000831159,-0.000685461
5113,-0.000733529,-0.000788429,-0.000656069
5114,-0.000784942,-0.000721368,-0.000656676
5115,-0.000751791,-0.000768546,-0.000646914
5116,-0.000699864,-0.000893465,-0.000657548
5117,-0.000655455,-0.000996673,-0.00066818
5118,-0.000613704,-0.001116078,-0.000694061
5119,-0.000570272,-0.001194175,-0.00070033
5120,-0.000509246,-0.00122239,-0.00069427
5121,-0.000411786,-0.001249159,-0.000685488
5122,-0.000360612,-0.001251947,-0.000697476
5123,-0.000335741,-0.001330505,-0.000687027
5124,-0.000324469,-0.001411947,-0.000662181
5125,-0.000317571,-0.001485285,-0.000667821
5126,-0.000328239,-0.001510997,-0.000688515
5127,-0.000323635,-0.001508071,-0.000731345
5128,-0.000328313,-0.001494252,-0.000710616
5129,-0.000317157,-0.001498305,-0.000642473
5130,-0.000308848,-0.001462352,-0.000535635
5131,-0.000276059,-0.001451501,-0.00051799
5132,-0.000261373,-0.001459501,-0.000526348
5133,-0.000234196,-0.001527436,-0.000571973
5134,-0.000254917,-0.001447412,-0.000610155
5135,-0.000278917,-0.001176667,-0.000699702
5136,-0.000392929,-0.001003981,-0.000727268
5137,-0.000529193,-0.000886944,-0.000656628
5138,-0.000467568,-0.001116743,-0.00062822
5139,-0.000472375,-0.001578527,-0.000567438
5140,-0.00044189,-0.001610436,-0.000559513
5141,-0.000415185,-0.001512366,-0.000616185
5142,-0.00041566,-0.001390198,-0.000665649
5143,-0.000427965,-0.0011246,-0.000674615
5144,-0.000500352,-0.000713199,-0.000599189
5145,-0.000538252,-0.000261589,-0.000516489
5146,-0.000629786,-0.000200706,-0.000426416
5147,-0.000805323,-0.000200706,-0.000452539
5148,-0.000868032,-0.000200706,-0.000502705
5149,-0.000873667,-0.000200706,-0.000510017
5150,-0.000855296,-0.000330387,-0.000509598
5151,-0.000890225,-0.000646927,-0.000484308
5152,-0.000922005,-0.000740774,-0.000471642
5153,-0.000964419,-0.000747284,-0.000455475
5154,-0.001032465,-0.000720608,-0.000445815
5155,-0.001085306,-0.000713695,-0.00045588
5156,-0.001114155,-0.00071557,-0.000460897
5157,-0.00110185,-0.000707236,-0.000436501
5158,-0.001038755,-0.000730162,-0.000426156
5159,-0.000978005,-0.00078665,-0.000406855
5160,-0.00090935,-0.000838186,-0.000362823
5161,-0.000868257,-0.000894855,-0.000330838
5162,-0.000852566,-0.000924202,-0.000317659
5163,-0.000823199,-0.001026085,-0.000296803
5164,-0.000793683,-0.0010651,-0.000310956
5165,-0.000764819,-0.001135696,-0.000304519
5166,-0.000803246,-0.001180146,-0.000279806
5167,-0.000836079,-0.001186173,-0.000286454
5168,-0.000957276,-0.001187416,-0.000313888
5169,-0.001094848,-0.001199374,-0.000317132
5170,-0.001170116,-0.001258412,-0.000313484
5171,-0.001201359,-0.001298996,-0.000309415
5172,-0.001206019,-0.001319409,-0.000303918
5173,-0.001196868,-0.001354124,-0.000264223
5174,-0.001144162,-0.001332426,-0.000183938
5175,-0.001100574,-0.001200447,-0.000154948
5176,-0.001071639,-0.001078472,-7.59E-05
5177,-0.001019218,-0.001074519,7.15E-06
5178,-0.000947886,-0.001093233,9.86E-06
5179,-0.00090694,-0.001056033,-2.49E-05
5180,-0.000913798,-0.000981876,-3.63E-05
5181,-0.00096839,-0.000903823,-5.38E-05
5182,-0.00105549,-0.000787474,-0.000109053
5183,-0.001122134,-0.00070375,-0.000199448
5184,-0.001151749,-0.000788,-0.00030226
5185,-0.001174935,-0.00088847,-0.000316676
5186,-0.001127059,-0.000952864,-0.00038274
5187,-0.001042514,-0.000979788,-0.000425115
5188,-0.000970942,-0.00086341,-0.000342995
5189,-0.000862751,-0.000691193,-0.000245136
5190,-0.000733913,-0.000598776,-0.000239518
5191,-0.00063036,-0.000556328,-0.000290097
5192,-0.000611604,-0.000575438,-0.000326918
5193,-0.000663024,-0.000776463,-0.0004379
5194,-0.000786689,-0.000929996,-0.000559674
5195,-0.000909066,-0.000992538,-0.000695816
5196,-0.001145997,-0.001053022,-0.000778409
5197,-0.001324118,-0.001051978,-0.000842795
5198,-0.001498508,-0.00115372,-0.000837565
5199,-0.001566381,-0.001027967,-0.000907266
5200,-0.001495097,-0.001015538,-0.000871628
5201,-0.001414379,-0.000975363,-0.000816819
5202,-0.001380301,-0.000967082,-0.000790423
5203,-0.001269491,-0.000967287,-0.000694455
5204,-0.001181459,-0.000961192,-0.000666391
5205,-0.001034129,-0.000973177,-0.000641805
5206,-0.00087258,-0.001063347,-0.000589834
5207,-0.000773477,-0.001139875,-0.000574368
5208,-0.00072708,-0.001123577,-0.000581259
5209,-0.000718941,-0.00114507,-0.000569572
5210,-0.000699772,-0.001214252,-0.000512065
5211,-0.000671384,-0.00124028,-0.000476431
5212,-0.000673948,-0.001257161,-0.000465746
5213,-0.000683118,-0.001264659,-0.000464492
5214,-0.000715621,-0.001242987,-0.000472208
5215,-0.000757804,-0.001235256,-0.000477844
5216,-0.000789354,-0.001234426,-0.000493935
5217,-0.000801698,-0.001216856,-0.00050418
5218,-0.000811266,-0.001217673,-0.000535137
5219,-0.000829786,-0.00128116,-0.000547956
5220,-0.000791769,-0.001323986,-0.000559653
5221,-0.000762524,-0.001342921,-0.000559775
5222,-0.000734556,-0.001344553,-0.000564204
5223,-0.000692582,-0.00135084,-0.000582857
5224,-0.00062908,-0.001452651,-0.00051394
5225,-0.000570171,-0.001493041,-0.00047355
5226,-0.000530408,-0.001434535,-0.000506653
5227,-0.000486493,-0.001359817,-0.000508315
5228,-0.000456527,-0.001356067,-0.000465036
5229,-0.000477811,-0.001341676,-0.000483687
5230,-0.000520835,-0.001266183,-0.000552895
5231,-0.000520478,-0.001231523,-0.000579786
5232,-0.000531599,-0.001238817,-0.000579546
5233,-0.000611104,-0.00121055,-0.000593371
5234,-0.000706057,-0.001266462,-0.000571011
5235,-0.000744005,-0.001300242,-0.000591441
5236,-0.000773006,-0.001240164,-0.000581427
5237,-0.000734779,-0.001075149,-0.000573907
5238,-0.000678009,-0.000785048,-0.000604587
5239,-0.000727422,-0.000466873,-0.000599378
5240,-0.000804378,-0.000228493,-0.000568922
5241,-0.000828849,-0.000193884,-0.000543401
5242,-0.000834352,-0.000193884,-0.000538976
5243,-0.000972394,-0.000193884,-0.00059006
5244,-0.000968222,-0.000193884,-0.000719904
5245,-0.001259694,-0.000193884,-0.000736175
5246,-0.001450282,-0.000303924,-0.000686746
5247,-0.001449238,-0.000387087,-0.000657913
5248,-0.00141439,-0.00041255,-0.000617432
5249,-0.001347064,-0.000380868,-0.000569494
5250,-0.001276028,-0.000297954,-0.000514491
5251,-0.001179253,-0.000370641,-0.000474861
5252,-0.001045425,-0.000568189,-0.000448221
5253,-0.00096681,-0.000764137,-0.000439922
5254,-0.000896654,-0.001009564,-0.000426178
5255,-0.000861273,-0.00122145,-0.00042368
5256,-0.000805932,-0.001364388,-0.0004189
5257,-0.000775341,-0.001462607,-0.000410573
5258,-0.000759097,-0.001544632,-0.000403078
5259,-0.000743504,-0.001619155,-0.000393358
5260,-0.000754639,-0.001675231,-0.000403075
5261,-0.000760249,-0.001690142,-0.00040916
5262,-0.000765606,-0.001694431,-0.000412736
5263,-0.000670873,-0.00181401,-0.000487066
5264,-0.000763023,-0.001834223,-0.000435135
5265,-0.00084283,-0.001708694,-0.000443026
5266,-0.00090958,-0.001532981,-0.000478381
5267,-0.000958,-0.001354451,-0.000501655
5268,-0.000908953,-0.001347802,-0.000488774
5269,-0.000882589,-0.001458844,-0.000431064
5270,-0.000845858,-0.001547254,-0.000410074
5271,-0.000849792,-0.001567159,-0.000392255
5272,-0.000851929,-0.001562048,-0.000387616
5273,-0.000900479,-0.001506861,-0.000406082
5274,-0.000980166,-0.001433644,-0.000454628
5275,-0.001013558,-0.001345825,-0.00047243
5276,-0.001042664,-0.001284709,-0.000438752
5277,-0.001008352,-0.001255387,-0.000432101
5278,-0.000942655,-0.001211941,-0.000433139
5279,-0.000868954,-0.00093104,-0.00046905
5280,-0.000715109,-0.001003822,-0.000474859
5281,-0.00075832,-0.000925273,-0.000483586
5282,-0.000870114,-0.000908417,-0.000437717
5283,-0.000878646,-0.000884278,-0.000422733
5284,-0.001005776,-0.000766712,-0.000471757
5285,-0.00119748,-0.000675531,-0.000462825
5286,-0.001325222,-0.000691109,-0.000398852
5287,-0.001275973,-0.000784833,-0.000303255
5288,-0.001166961,-0.000921556,-0.00024602
5289,-0.001189202,-0.000875458,-0.000345893
5290,-0.001198974,-0.000897721,-0.000573865
5291,-0.001178656,-0.000828992,-0.000617615
5292,-0.001178304,-0.000782778,-0.000642989
5293,-0.001195336,-0.000662965,-0.000645829
5294,-0.001254277,-0.000624431,-0.000600845
5295,-0.001202445,-0.000648782,-0.000599797
5296,-0.001121086,-0.000699348,-0.000600214
5297,-0.001161458,-0.000620069,-0.000658689
5298,-0.001100564,-0.000443431,-0.000797083
5299,-0.000930219,-0.000444646,-0.0008865
5300,-0.000852183,-0.000489403,-0.000833047
5301,-0.00087642,-0.000496562,-0.000710669
5302,-0.000860619,-0.000829107,-0.000751216
5303,-0.000725185,-0.00104451,-0.000666049
5304,-0.000560395,-0.001025305,-0.000549997
5305,-0.000527432,-0.000937722,-0.00046282
5306,-0.000561488,-0.00090928,-0.000374159
5307,-0.000586779,-0.000915496,-0.000369387
5308,-0.0007811,-0.000970455,-0.000367519
5309,-0.00084208,-0.001059223,-0.00040444
5310,-0.000946741,-0.001152158,-0.000414544
5311,-0.000857379,-0.001239659,-0.000485658
5312,-0.000805673,-0.001278711,-0.000563636
5313,-0.000815446,-0.001315112,-0.000641441
5314,-0.000915732,-0.001290356,-0.000698239
5315,-0.000945719,-0.001225511,-0.000767948
5316,-0.000939431,-0.00116548,-0.00081541
5317,-0.000926524,-0.001102368,-0.000826653
5318,-0.000891393,-0.001109852,-0.00078861
5319,-0.000850877,-0.001084093,-0.000726496
5320,-0.00078705,-0.000929338,-0.000729987
5321,-0.000834688,-0.000803457,-0.000775002
5322,-0.000896759,-0.000777378,-0.000768336
5323,-0.000895749,-0.000897466,-0.000715165
5324,-0.000879965,-0.001028345,-0.000645782
5325,-0.000872269,-0.001142793,-0.000576689
5326,-0.000875811,-0.001133207,-0.000520211
5327,-0.000860199,-0.001224176,-0.000582454
5328,-0.000910794,-0.001163789,-0.000599938
5329,-0.00091526,-0.0011047,-0.000637509
5330,-0.000901372,-0.001070966,-0.000664822
5331,-0.000889239,-0.001045622,-0.000685841
5332,-0.00080554,-0.00089432,-0.000794868
5333,-0.000827095,-0.000836145,-0.000856101
5334,-0.000985475,-0.000916961,-0.000853665
5335,-0.001140234,-0.00103136,-0.000785436
5336,-0.001249222,-0.001009568,-0.000752429
5337,-0.001301092,-0.000946905,-0.000759279
