# Data format: "%int(ChipTimeUS) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
4503031 0.03239,0.99460,0.12178
4507587 0.03865,0.99882,0.11998
4512395 0.03802,1.00286,0.11429
4516954 0.03397,1.01194,0.10267
4521510 0.02450,1.02393,0.09205
4526317 0.01887,1.03208,0.08906
4530881 0.01511,1.03415,0.08414
4536170 0.01377,1.03901,0.07476
4540729 0.00437,1.03866,0.06842
4545540 -0.00265,1.04155,0.07041
4550101 -0.01301,1.03128,0.06909
4554657 -0.02078,1.01483,0.05896
4559466 -0.01906,1.00710,0.05409
4564020 -0.00964,0.99118,0.05368
4568825 0.00015,0.98240,0.06305
4573378 0.01052,0.96508,0.08184
4578183 0.01815,0.95318,0.08829
4582738 0.01705,0.95225,0.08585
4587301 0.01987,0.97234,0.07532
4592105 0.02168,0.97308,0.07530
4596665 0.01948,0.98688,0.07175
4601472 0.00628,0.98362,0.07481
4606510 0.00301,0.97972,0.07339
4611313 0.01279,0.97689,0.06893
4615870 0.01388,0.96245,0.06806
4620675 0.00989,0.97502,0.06478
4625232 0.00516,0.98877,0.06345
4629783 0.00950,1.00510,0.06771
4634591 -0.00107,1.02100,0.06862
4639150 -0.01885,1.04426,0.06901
4643952 -0.03000,1.04147,0.07304
4648515 -0.03952,1.04366,0.07358
4653321 -0.04608,1.04670,0.06867
4657879 -0.05400,1.05468,0.06225
4662439 -0.07962,1.06297,0.05250
4667250 -0.09825,1.07396,0.05350
4671814 -0.10091,1.06085,0.05905
4677112 -0.09936,1.06233,0.05853
4681676 -0.09553,1.07995,0.06007
4686491 -0.07851,1.07392,0.06715
4691051 -0.06751,1.07967,0.07343
4695613 -0.07523,1.09868,0.07798
4700420 -0.08516,1.09951,0.08444
4704985 -0.08053,1.08288,0.08333
4709785 -0.06712,1.04881,0.09486
4714345 -0.06003,1.02261,0.10514
4719146 -0.06778,0.99436,0.10766
4723699 -0.07544,1.00195,0.09681
4728254 -0.09322,1.00405,0.09002
4733060 -0.11630,1.01712,0.08562
4737614 -0.13817,1.04451,0.08748
4742425 -0.15670,1.02156,0.08288
4747465 -0.15836,1.01787,0.07259
4752274 -0.16661,1.01749,0.06724
4756839 -0.18476,1.04391,0.06908
4761407 -0.19472,1.05117,0.06195
4766222 -0.21015,1.04685,0.05692
4770786 -0.22420,1.04227,0.05311
4775593 -0.23686,1.04258,0.06106
4780155 -0.22506,1.02952,0.07587
4784972 -0.22091,1.03965,0.08313
4789541 -0.22102,1.03670,0.08365
4794353 -0.21616,1.03595,0.08461
4798918 -0.21391,1.05870,0.07529
4803477 -0.22136,1.02349,0.08229
4808285 -0.22556,0.99750,0.10494
4812838 -0.21034,0.99122,0.10146
4818125 -0.18993,0.99219,0.10230
4822680 -0.17982,0.97579,0.11297
4827493 -0.16421,0.95995,0.12039
4832056 -0.14336,0.95589,0.12718
4836621 -0.13196,0.97374,0.12917
4841426 -0.11648,0.98800,0.12795
4845984 -0.11086,1.00709,0.11815
4850787 -0.10235,1.02818,0.11791
4855344 -0.10136,1.04764,0.12462
4860147 -0.10539,1.04528,0.12023
4864707 -0.11112,1.06111,0.11373
4869262 -0.12035,1.06182,0.11428
4874072 -0.12136,1.05354,0.11190
4878629 -0.11843,1.04989,0.09985
4883436 -0.12459,1.04950,0.08415
4888476 -0.12370,1.03987,0.07611
4893286 -0.12407,1.02717,0.07426
4897847 -0.11864,1.00252,0.08085
4902410 -0.12073,0.99764,0.07943
4907224 -0.12714,0.99717,0.07849
4911791 -0.12276,1.00264,0.06414
4916608 -0.12149,1.01607,0.05515
4921178 -0.11685,0.99424,0.04499
4925991 -0.10866,0.98015,0.05097
4930557 -0.09771,0.96024,0.06486
4935114 -0.08972,0.95056,0.07080
4939924 -0.07675,0.96927,0.07817
4944481 -0.06816,0.95147,0.07459
4949293 -0.05057,0.93824,0.06377
4953855 -0.05850,0.93600,0.05400
4959151 -0.06761,0.93939,0.05550
4963713 -0.07223,0.95509,0.07704
4968526 -0.05111,0.94464,0.08463
4973089 -0.05881,0.93697,0.07638
4977657 -0.08621,0.94408,0.06468
4982466 -0.40567,1.05644,0.04995
4987030 -0.20952,0.90398,0.07862
4991839 -0.11543,0.84810,0.09255
4996404 0.02869,0.89646,0.06020
5001213 0.11861,0.94952,0.02397
5005770 0.14392,0.99142,0.02515
5010335 -0.02833,1.01521,0.03046
5015153 -0.13097,1.01778,0.04413
5019718 -0.12927,0.95157,0.05677
5024538 -0.10924,0.92397,0.06452
5029110 -0.10275,0.93285,0.07301
5034413 -0.08541,0.95171,0.07420
5038983 -0.06178,0.94773,0.06622
5043557 -0.06194,0.91960,0.06376
5048377 -0.11146,0.88999,0.07148
5052947 -0.05972,0.85637,0.09704
5057759 -0.03511,0.85036,0.10358
5062324 0.01826,0.87059,0.09937
5067135 0.06816,0.90733,0.09085
5071695 0.08798,0.94398,0.07416
5076255 0.07238,0.98614,0.06256
5081060 0.01864,1.01743,0.05327
5085628 -0.00916,1.02285,0.05143
5090445 -0.02089,1.00681,0.05608
5095012 -0.03002,1.02106,0.06511
5099828 -0.04163,1.05011,0.07009
5104874 -0.05393,1.06910,0.06434
5109694 -0.06031,1.06809,0.05430
5114265 -0.07659,1.05155,0.04815
5118843 -0.09402,1.01358,0.04688
5123660 -0.10374,0.98852,0.04939
5128228 -0.11514,0.96518,0.05164
5133039 -0.13657,0.94535,0.04998
5137605 -0.21799,0.94731,0.03621
5142420 -0.19907,0.94563,0.03512
5146993 -0.16417,0.93038,0.03897
5151559 -0.12348,0.92441,0.04418
5156378 -0.10628,0.92491,0.05539
5160953 -0.10119,0.93978,0.05916
5165775 -0.10239,0.95125,0.07235
5170344 -0.10735,0.95942,0.07969
5175646 -0.10384,0.94661,0.09356
5180219 -0.09803,0.94506,0.09747
5184792 -0.09462,0.95117,0.09838
5189614 -0.09559,0.95234,0.10059
5194192 -0.08965,0.95854,0.09779
5199013 -0.09495,0.98019,0.09369
5203591 -0.10733,1.00075,0.09457
5208418 -0.10640,1.01635,0.09836
5212998 -0.10548,1.01632,0.09983
5217574 -0.11171,1.01141,0.09991
5222402 -0.11561,1.00645,0.09162
5226978 -0.11864,1.00203,0.09168
5231807 -0.13141,0.99997,0.08464
5236383 -0.14666,1.00735,0.08295
5241217 -0.15881,1.01721,0.07998
5246278 -0.15879,1.01705,0.07654
5251106 -0.15986,1.02009,0.08267
5255679 -0.16504,1.03392,0.07815
5260256 -0.17367,1.04235,0.07346
5265075 -0.17600,1.04311,0.07199
5269649 -0.17855,1.04355,0.07446
5274470 -0.17895,1.03157,0.07309
5279048 -0.19813,1.01309,0.06600
5283873 -0.19701,1.01891,0.06865
5288451 -0.17592,1.01470,0.07126
5293025 -0.14799,1.03353,0.06304
5297856 -0.13570,1.04720,0.05447
5302436 -0.16424,1.05872,0.05357
5307265 -0.18434,1.06653,0.05461
5311842 -0.16870,1.06095,0.05259
5317154 -0.15960,1.05280,0.04473
5321730 -0.16180,1.06661,0.04044
5326309 -0.16939,1.08302,0.02976
5331134 -0.17064,1.09650,0.01882
5335713 -0.18090,1.11089,0.01039
5340537 -0.17933,1.10648,0.01018
5345118 -0.18161,1.10045,0.01713
5349939 -0.17617,1.08075,0.02146
5354520 -0.16136,1.04625,0.03053
5359096 -0.15549,1.01683,0.03076
5363922 -0.15153,1.00479,0.03232
5368499 -0.15478,1.00549,0.03381
5373332 -0.16886,1.00695,0.03389
5377907 -0.16727,1.00189,0.04130
5382731 -0.16555,0.99377,0.04284
5387781 -0.15955,0.98783,0.04556
5392601 -0.14864,0.96401,0.04792
5397168 -0.14185,0.94504,0.05248
5401738 -0.16246,0.93267,0.05715
5406551 -0.20934,0.93786,0.05396
5411120 -0.18816,0.94218,0.05870
5415934 -0.14965,0.93945,0.05012
5420500 -0.12225,0.94906,0.04887
5425311 -0.11049,0.95862,0.04921
5429876 -0.10092,0.98144,0.05927
5434438 -0.12126,0.99993,0.06489
5439254 -0.15567,1.01436,0.06523
5443820 -0.18224,1.00692,0.06817
5448640 -0.20717,0.99346,0.06648
5453209 -0.21179,0.98883,0.06508
5458505 -0.19221,0.98789,0.06422
5463067 -0.17679,0.98745,0.06216
5467631 -0.17108,0.98821,0.06138
5472442 -0.17183,0.98973,0.05916
5477007 -0.17111,0.97848,0.05778
5481818 -0.15811,0.97028,0.05235
5486383 -0.14458,0.95966,0.06762
5491196 -0.14442,0.93991,0.07419
5495764 -0.14437,0.92819,0.07184
5500326 -0.13596,0.93031,0.07619
5505139 -0.13558,0.94295,0.06968
5509701 -0.13785,0.94270,0.05887
5514519 -0.15084,0.95093,0.05199
5519087 -0.15764,0.94869,0.05353
5523908 -0.15274,0.94692,0.05598
5528957 -0.14740,0.93480,0.06122
5533779 -0.14742,0.93522,0.06417
5538351 -0.14865,0.94766,0.06701
5542922 -0.14921,0.96623,0.05824
5547735 -0.14962,0.97054,0.05181
5552302 -0.14713,0.98763,0.04401
5557116 -0.14497,0.98568,0.04328
5561685 -0.14248,0.98128,0.04281
5566500 -0.13223,0.96727,0.04533
5571070 -0.12987,0.96576,0.04705
5575637 -0.13327,0.98622,0.04172
5580458 -0.14305,0.99460,0.03900
5585026 -0.15107,0.98881,0.03492
5589845 -0.15250,0.97960,0.03009
5594411 -0.15634,0.96723,0.03515
5599711 -0.15225,0.95208,0.04412
5604277 -0.17843,0.96689,0.06088
5608848 -0.19702,0.97147,0.06366
5613666 -0.19025,0.96896,0.06684
5618238 -0.16786,0.94552,0.06322
5623054 -0.13356,0.93401,0.05302
5627627 -0.10675,0.92527,0.04997
5632444 -0.11003,0.92716,0.04186
5637016 -0.13761,0.95397,0.03663
5641584 -0.15214,0.98233,0.01752
5646405 -0.15510,0.99857,-0.00795
5650974 -0.14649,1.00172,-0.01689
5655795 -0.14332,1.00351,-0.03120
5660369 -0.14185,1.02284,-0.04073
5665192 -0.14732,1.04878,-0.05028
5670244 -0.14759,1.06588,-0.05904
5674817 -0.14261,1.08939,-0.06888
5679639 -0.13030,1.10752,-0.06863
5684211 -0.12681,1.10115,-0.06859
5689027 -0.12381,1.10646,-0.07555
5693597 -0.12364,1.10247,-0.07256
5698416 -0.12161,1.08714,-0.06653
5702983 -0.11269,1.08260,-0.06040
5707802 -0.10727,1.06328,-0.05115
5712376 -0.09734,1.04053,-0.04142
5716952 -0.07970,1.00979,-0.03609
5721773 -0.07077,1.00512,-0.03536
5726343 -0.06481,1.00021,-0.03486
5731165 -0.04732,0.99431,-0.03369
5735736 -0.02574,1.00024,-0.03487
5741040 -0.01199,1.01171,-0.03260
5745609 -0.01113,1.03934,-0.02941
5750190 -0.02930,1.07670,-0.02372
5755019 -0.03776,1.08656,-0.02671
5759603 -0.03211,1.10441,-0.02445
5764428 -0.02293,1.09947,-0.02249
5769009 -0.01237,1.08918,-0.02247
5773838 -0.01129,1.08518,-0.01875
5778417 -0.00234,1.08036,-0.02245
5782992 0.00399,1.07190,-0.01626
5787819 0.00191,1.05620,-0.01586
5792398 0.00474,1.05484,-0.02079
5797223 -0.00218,1.05547,-0.02715
5801794 0.00418,1.04657,-0.02366
5807090 0.00354,1.05071,-0.02247
5811662 0.00653,1.05082,-0.02716
5816233 0.00040,1.06007,-0.03557
5821056 0.00342,1.06452,-0.03735
5825632 -0.00368,1.06410,-0.04050
5830459 -0.00900,1.05978,-0.04486
5835041 -0.02251,1.05886,-0.04821
5839864 -0.04300,1.06545,-0.05847
5844447 -0.06117,1.06066,-0.06422
5849278 -0.07354,1.04916,-0.06551
5853860 -0.07939,1.02487,-0.06427
5858440 -0.08185,1.01292,-0.06710
5863269 -0.08610,1.01570,-0.07103
5867851 -0.08729,1.01142,-0.07689
5872677 -0.09097,0.99573,-0.07697
5877739 -0.08812,0.98800,-0.07077
5882566 -0.08380,0.98879,-0.06220
5887144 -0.08548,0.99515,-0.05068
5891724 -0.08008,1.00830,-0.04640
5896548 -0.07456,1.00829,-0.04595
5901126 -0.06280,1.00727,-0.04355
5905955 -0.06192,0.99188,-0.03505
5910531 -0.06407,0.98303,-0.03398
5915353 -0.05901,0.98296,-0.03056
5919929 -0.05292,0.97473,-0.02364
5924503 -0.04627,0.96404,-0.01670
5929328 -0.04936,0.95555,-0.00971
5933899 -0.05476,0.95271,-0.00325
5938725 -0.04861,0.95926,-0.00040
5943298 -0.04242,0.95398,0.00601
5948604 -0.03397,0.94916,0.02469
5953182 -0.02575,0.92885,0.03467
5958005 -0.01184,0.90972,0.04680
5962585 -0.00587,0.89333,0.05651
5967158 0.00626,0.90502,0.06026
5971972 0.00502,0.90723,0.06025
5976532 0.00550,0.91717,0.06483
5981343 0.00823,0.91742,0.07589
5985909 0.01719,0.91179,0.08720
5990726 0.02206,0.90504,0.09313
5995290 0.02542,0.91234,0.09551
5999859 0.02208,0.92583,0.09491
6004677 0.01890,0.93569,0.09238
6009242 0.00331,0.95092,0.09038
6014056 -0.01121,0.96286,0.08200
6019101 -0.02610,0.95073,0.08712
6023915 -0.03416,0.94584,0.08599
6028478 -0.03402,0.94814,0.08178
6033044 -0.03916,0.96601,0.08264
6037862 -0.03893,0.97654,0.08303
6042434 -0.03670,0.99964,0.08060
6047251 -0.04202,1.01643,0.07482
6051817 -0.04651,1.01398,0.07438
6056634 -0.05408,1.01880,0.07783
6061205 -0.05822,1.02956,0.07899
6065778 -0.06224,1.04295,0.07176
6070603 -0.05826,1.04161,0.06609
6075177 -0.05616,1.01948,0.06947
6079992 -0.05375,1.00061,0.08045
6084564 -0.05358,1.00718,0.08261
6089864 -0.04647,1.02383,0.07232
6094435 -0.04143,1.04585,0.06324
6099253 -0.04087,1.05940,0.05991
6103823 -0.04406,1.05884,0.06289
6108393 -0.04444,1.05181,0.05951
6113213 -0.04560,1.04663,0.06079
6117786 -0.04835,1.04648,0.05639
6122605 -0.04635,1.05367,0.05286
6127175 -0.04062,1.06439,0.05617
6131995 -0.03259,1.06996,0.05903
6136563 -0.02110,1.05941,0.06003
6141138 -0.00570,1.04859,0.06225
6145964 0.00036,1.03579,0.06503
6150534 0.00727,1.02999,0.07242
6155354 0.01347,1.04046,0.07573
6160405 0.03141,1.06789,0.04388
6165224 0.02990,1.04306,0.08052
6169794 0.02543,0.99156,0.10390
6174358 0.04534,0.95587,0.11172
6179172 0.05718,0.93718,0.11476
6183739 0.07773,0.91363,0.11632
6188554 0.08636,0.91617,0.11280
6193121 0.08408,0.93166,0.11021
6197936 0.08089,0.94708,0.11108
6202499 0.08191,0.94440,0.12168
6207067 0.07855,0.92053,0.13692
6211882 0.08345,0.88654,0.14482
6216449 0.09153,0.87001,0.13877
6221262 0.08927,0.89642,0.11911
6225829 0.06480,0.92071,0.10625
6230642 0.04158,0.93704,0.09862
6235691 0.02845,0.94332,0.09127
6240254 0.01556,0.94379,0.09184
6245068 0.01208,0.94485,0.08792
6249633 0.00877,0.94681,0.08792
6254446 0.00109,0.95984,0.08588
6259009 0.00305,0.97315,0.08255
6263827 -0.00063,0.98405,0.07731
6268400 -0.00414,1.00112,0.08087
6273219 -0.02351,1.01295,0.08851
6277786 -0.02634,1.02005,0.08896
6282352 -0.01796,1.00710,0.08705
6287167 0.00754,0.99660,0.08600
6291731 0.01907,0.98509,0.08603
6296546 0.01665,0.96623,0.09655
6301107 0.01445,0.95857,0.09934
6306397 0.01581,0.95372,0.09716
6310956 0.01504,0.96109,0.09612
6315519 0.01664,0.96649,0.09606
6320329 0.02592,0.96444,0.10045
6324886 0.02822,0.94792,0.11583
6329698 0.34381,0.88991,0.06662
6334262 0.22583,0.86474,0.08187
6339072 0.07463,0.94895,0.09290
6343632 -0.02886,0.99820,0.10147
6348191 -0.08610,1.03617,0.08944
6353005 -0.06643,1.04415,0.07276
6357568 -0.02476,1.04775,0.07738
6362386 0.01898,1.06202,0.07648
6366945 0.04654,1.05741,0.06380
6371762 0.05913,1.04828,0.05618
6376330 0.06754,1.02957,0.04891
6381380 0.05466,1.01898,0.05106
6386194 0.03066,1.02150,0.04725
6390756 0.00780,1.01852,0.04792
6395569 0.00142,1.00614,0.06455
6400133 0.01326,0.98143,0.08537
6404934 0.03142,0.95414,0.10075
6409489 0.04978,0.92219,0.11642
6414040 0.06337,0.90492,0.13322
6418846 0.07615,0.88517,0.15103
6423404 0.08384,0.85575,0.16256
6428215 0.08162,0.84341,0.15531
6432774 0.07352,0.85053,0.14373
6437582 0.07915,0.85319,0.14539
6442139 0.08084,0.90445,0.14394
6446700 0.07737,0.94225,0.14116
6451992 0.07405,0.97654,0.14186
6456553 0.06767,0.99642,0.14049
6461362 0.06293,1.01040,0.13990
6465927 0.05404,1.01407,0.13992
6470736 0.04371,1.00337,0.13590
6475300 0.02288,1.00150,0.13113
6480107 0.00729,0.99037,0.12395
6484670 -0.00217,0.98586,0.12848
6489233 -0.00641,0.98256,0.13346
6494038 -0.00066,0.97707,0.13790
6498598 -0.00373,0.96853,0.13603
6503401 -0.01200,0.96832,0.13411
6507962 -0.01827,0.97519,0.13360
6512771 -0.02970,0.98458,0.13014
6517336 -0.02524,0.98775,0.13058
6522381 -0.02292,0.98184,0.13209
6527193 -0.01846,0.96860,0.14375
6531753 -0.01231,0.95883,0.15339
6536564 -0.00045,0.94512,0.15295
6541118 0.00868,0.94664,0.15091
6545932 0.01417,0.95259,0.14836
6550492 0.00856,0.97075,0.14675
6555049 -0.00460,0.98815,0.14668
6559863 -0.01076,1.00824,0.14654
6564431 -0.00636,1.01844,0.13978
6569241 -0.00402,1.00700,0.13642
6573800 -0.00841,1.00250,0.12935
6578610 -0.01770,0.99419,0.12776
6583171 -0.02892,0.99336,0.12095
6587730 -0.03170,0.98869,0.12151
6592540 -0.03246,0.98462,0.12819
6597580 -0.03069,0.98586,0.13850
6602390 -0.02918,0.99893,0.13493
6606952 -0.02679,1.02350,0.13223
6611763 -0.02155,1.04082,0.12515
6616324 -0.02496,1.05616,0.11815
6620890 -0.02676,1.06567,0.12054
6625705 -0.03110,1.06516,0.12131
6630269 -0.03521,1.05897,0.12409
6635080 -0.03274,1.04998,0.12022
6639643 -0.03162,1.02402,0.11971
6644454 -0.02988,0.99966,0.12386
6649013 -0.03383,0.99510,0.13056
6653821 -0.03325,1.00254,0.13788
6658385 -0.03354,1.02499,0.14210
6662950 -0.02409,1.04551,0.14530
6668244 -0.00726,1.04962,0.14860
6672804 -0.00165,1.05251,0.15100
6677612 -0.00560,1.05331,0.15889
6682172 -0.00398,1.05265,0.16676
6686979 -0.00323,1.05100,0.17514
6691538 0.00507,1.03973,0.17519
6696100 0.00902,1.03871,0.17714
6700904 0.00917,1.04590,0.17314
6705460 0.00856,1.05514,0.16543
6710268 0.00288,1.06972,0.15968
6714829 -0.00612,1.07078,0.15579
6719635 -0.01243,1.07292,0.15876
6724197 -0.01686,1.07442,0.15730
6728753 -0.02033,1.06438,0.15692
6733562 -0.02423,1.04855,0.15217
6738602 -0.02588,1.03872,0.15325
6743415 -0.01992,1.03387,0.15129
6747973 -0.01313,1.02570,0.15525
6752784 -0.01053,1.01856,0.15678
6757345 -0.01293,1.02097,0.15825
6761909 -0.01850,1.02226,0.15532
6766717 -0.01878,1.01818,0.15142
6771279 -0.01668,1.01782,0.14575
6776086 -0.01709,1.01163,0.13744
6780651 -0.01649,1.01357,0.13816
6785457 -0.01939,1.01155,0.14066
6790023 -0.02387,1.01936,0.14209
6794583 -0.02943,1.02575,0.14109
6799396 -0.03641,1.02269,0.13525
6803959 -0.04060,1.02408,0.12789
6809254 -0.04280,1.01682,0.12329
6813819 -0.04069,1.01591,0.12058
6818637 -0.04496,1.00828,0.12191
6823203 -0.06197,1.00818,0.12571
6828019 -0.06956,1.01343,0.13210
6832584 -0.07563,1.00515,0.12926
6837151 -0.08107,1.00341,0.13030
6841962 -0.07426,1.00003,0.12807
6846527 -0.07077,0.98859,0.12446
6851335 -0.06363,0.98307,0.11954
6855899 -0.06320,0.98392,0.11461
6860708 -0.06216,0.98678,0.10720
6865270 -0.06237,0.99161,0.11011
6869828 -0.06518,0.99802,0.10859
6874640 -0.07101,1.00549,0.10315
6879682 -0.07711,1.02448,0.09761
6884494 -0.07614,1.03942,0.09796
6889053 -0.07434,1.04551,0.09986
6893863 -0.06705,1.05205,0.10320
6898420 -0.05258,1.05188,0.11147
6902982 -0.05033,1.04762,0.11593
6907793 -0.04329,1.05468,0.11828
6912357 -0.04214,1.05460,0.12196
6917168 -0.03209,1.05616,0.11819
6921732 -0.01153,1.06420,0.12094
6926542 0.00157,1.08000,0.12712
6931102 0.00527,1.08995,0.13192
6935663 -0.00032,1.10220,0.13185
6940470 -0.00369,1.11110,0.12835
6945030 0.00060,1.11282,0.12830
6950315 0.01242,1.10501,0.13789
6954877 0.01307,1.11106,0.14153
6959691 -0.00525,1.13106,0.13408
6964257 -0.02277,1.15415,0.12021
6968825 -0.03011,1.15915,0.11578
6973640 -0.03990,1.16827,0.10174
6978208 -0.04593,1.16957,0.09856
6983027 -0.04908,1.16857,0.08826
6987592 -0.05311,1.16644,0.07354
6992402 -0.06143,1.16294,0.05394
6996970 -0.07108,1.16356,0.03678
7001786 -0.07814,1.16261,0.02428
7006350 -0.08441,1.15899,0.02165
7010914 -0.08797,1.14546,0.02376
7015725 -0.09556,1.12982,0.02149
7020769 -0.10524,1.09871,0.02036
7025581 -0.11581,1.05055,0.02553
7030143 -0.12423,0.98967,0.04089
7034953 -0.12658,0.96395,0.05123
7039517 -0.12536,0.91925,0.06663
7044078 -0.12897,0.85349,0.08102
7048892 -0.12531,0.80579,0.08807
7053453 -0.11009,0.78324,0.08867
7058259 -0.09932,0.77900,0.08150
7062817 -0.09713,0.79244,0.07227
7067624 -0.10192,0.82906,0.06729
7072182 -0.11732,0.87187,0.05938
7076745 -0.12705,0.91095,0.05417
7081556 -0.13133,0.93543,0.05545
7086118 -0.12356,0.94169,0.06076
7091410 -0.11109,0.93468,0.06763
7095969 -0.10765,0.92907,0.07750
7100776 -0.10511,0.92336,0.08123
7105336 -0.09904,0.91554,0.09135
7109893 -0.09682,0.90673,0.09092
7114696 -0.10084,0.90936,0.09338
7119253 -0.09876,0.91431,0.09135
7124061 -0.09356,0.91661,0.08736
7128619 -0.08613,0.92003,0.08827
7133428 -0.08419,0.92305,0.08479
7137987 -0.08226,0.92105,0.08651
7142546 -0.07095,0.92485,0.09207
7147358 -0.06078,0.92323,0.09940
7151917 -0.04661,0.92487,0.10323
7156730 -0.04426,0.92903,0.10342
7161773 -0.03070,0.93447,0.10181
7166587 -0.03028,0.93551,0.09909
7171155 -0.03179,0.94897,0.09997
7175971 -0.03433,0.95459,0.10067
7180538 -0.03400,0.95739,0.10679
7185107 -0.03116,0.95538,0.10925
7189923 -0.03488,0.95095,0.10981
7194490 -0.03874,0.94499,0.10226
7199305 -0.04437,0.94238,0.09814
7203870 -0.04419,0.92765,0.09925
7208688 -0.03970,0.91922,0.10373
7213254 -0.04286,0.90717,0.10558
7217819 -0.04023,0.89945,0.11129
7222633 -0.04104,0.89120,0.11875
7227200 -0.04807,0.87300,0.12117
7232495 -0.04060,0.83844,0.12144
7237060 -0.03647,0.83817,0.13396
7241874 -0.02817,0.83178,0.14627
7246436 -0.02675,0.84109,0.15749
7250998 -0.03385,0.84572,0.15848
7255809 -0.03830,0.84217,0.16346
7260373 -0.04094,0.83407,0.16429
7265188 -0.03644,0.83078,0.16896
7269753 -0.04328,0.84032,0.16941
7274568 -0.05389,0.85193,0.16519
7279136 -0.05602,0.85850,0.16712
7283700 -0.06146,0.87810,0.16722
7288512 -0.06240,0.88914,0.16688
7293075 -0.06822,0.90174,0.16213
7297889 -0.07982,0.92051,0.15515
7302933 -0.09042,0.95324,0.14902
7307748 -0.09911,0.95746,0.14633
7312312 -0.09706,0.95796,0.14582
7317125 -0.09787,0.95549,0.14683
7321689 -0.09345,0.95933,0.15046
7326250 -0.08325,0.95177,0.16030
7331061 -0.06829,0.94029,0.16990
7335622 -0.05653,0.93379,0.17604
7340434 -0.04429,0.93222,0.18090
7344996 -0.03364,0.93009,0.18872
7349809 -0.02601,0.92929,0.18105
7354367 -0.02192,0.94118,0.17526
7358927 -0.01592,0.94080,0.17080
7363734 -0.01999,0.96073,0.16695
7368290 -0.02060,0.96413,0.16816
7373096 -0.02416,0.96661,0.16668
7378138 -0.02285,0.96296,0.16597
7382946 -0.02035,0.96916,0.16270
7387506 -0.02084,0.96957,0.16614
7392069 -0.01371,0.96959,0.16560
7396881 -0.01201,0.97266,0.17098
7401444 -0.01421,0.97561,0.17047
7406255 -0.01007,0.98105,0.16843
7410816 -0.00999,0.97903,0.17091
7415630 -0.01202,0.96702,0.18185
7420201 -0.01818,0.96058,0.18466
7424770 -0.02537,0.95144,0.18774
7429583 -0.03320,0.94615,0.19399
7434147 -0.03858,0.93224,0.20226
7438963 -0.03963,0.92425,0.20899
7443531 -0.03617,0.91343,0.21054
7448826 -0.03694,0.91001,0.21008
7453391 -0.04631,0.91946,0.20366
7457956 -0.06725,0.93627,0.19675
7462772 -0.08320,0.94390,0.19482
7467339 -0.08908,0.95212,0.19970
7472154 -0.08652,0.94601,0.19875
7476720 -0.08510,0.93984,0.20077
7481534 -0.08657,0.93684,0.19244
7486102 -0.08816,0.94217,0.18404
7490669 -0.08920,0.95587,0.17408
7495485 -0.08982,0.96000,0.16470
7500052 -0.09783,0.98618,0.15516
7504866 -0.10559,1.02753,0.14721
7509434 -0.11236,1.05181,0.13498
7514248 -0.12099,1.06581,0.12236
7519294 -0.12114,1.08022,0.11362
7524107 -0.12295,1.07985,0.10798
7528671 -0.11310,1.06988,0.10456
7533236 -0.10118,1.06517,0.10773
7538050 -0.09466,1.06307,0.11410
7542615 -0.08970,1.06533,0.11159
7547433 -0.09115,1.06171,0.10917
7552005 -0.10206,1.05857,0.11763
7556823 -0.11140,1.05625,0.13371
7561392 -0.13109,1.05406,0.14345
7565960 -0.13840,1.04150,0.16845
7570773 -0.14672,1.00995,0.18724
7575339 -0.12535,0.98852,0.19271
7580150 -0.10097,0.98347,0.17809
7584711 -0.07937,0.98457,0.15112
7590003 -0.06060,1.01935,0.11945
7594569 -0.05451,1.07596,0.09749
7599138 -0.04754,1.14323,0.09241
7603951 -0.04095,1.18202,0.10063
7608519 -0.03310,1.19645,0.11349
7613336 -0.03175,1.19103,0.13691
7617904 -0.02947,1.18011,0.15421
7622718 -0.02858,1.16970,0.17079
7627282 -0.01522,1.16917,0.16160
7631843 -0.00716,1.17454,0.15191
7636652 0.01145,1.19698,0.12403
7641218 0.01604,1.22490,0.09177
7646021 0.02034,1.25927,0.06707
7650586 0.01601,1.26977,0.04659
7655393 0.01308,1.26886,0.03234
7660437 0.01686,1.26177,0.02033
7665244 0.01724,1.25312,0.01278
7669808 0.01516,1.24847,0.00127
7674372 0.01169,1.24921,0.00079
7679185 0.00674,1.25223,-0.00290
7683747 0.00204,1.25475,-0.00584
7688559 0.00532,1.24242,-0.00231
7693118 0.00487,1.22082,-0.00112
7697935 0.00520,1.20774,0.00293
7702496 0.00694,1.18336,0.00855
7707061 0.01697,1.15837,0.01929
7711875 0.02375,1.12334,0.02965
7716441 0.02718,1.09195,0.03089
7721249 0.01102,1.06150,0.03324
7725817 0.03665,1.02089,0.05263
7731115 0.07639,0.97320,0.06044
7735678 0.09869,0.93052,0.06240
7740238 0.08472,0.89788,0.05294
7745053 0.06482,0.89073,0.04354
7749613 0.03895,0.88870,0.03462
7754421 0.01058,0.89670,0.02685
7758978 -0.01038,0.89813,0.01664
7763789 -0.01995,0.90145,0.02159
7768355 -0.02848,0.89689,0.01676
7772920 -0.03723,0.89203,0.01490
7777731 -0.05441,0.89091,0.00960
7782300 -0.07834,0.88671,-0.00103
7787114 -0.09402,0.89377,-0.01035
7791682 -0.10770,0.90752,-0.02269
7796498 -0.11666,0.91809,-0.02469
