# Data format: "%int(ChipTimeUS) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
264213602 1.20750,-0.57248,-0.04133
264218179 1.91310,-0.31216,-0.08875
264223005 1.87918,0.47154,-0.08599
264227587 1.88368,0.36873,-0.11363
264232170 1.88203,0.40950,-0.18435
264237001 1.87834,0.48323,0.11689
264242060 1.86794,0.73507,-0.18916
264246878 1.57655,1.64920,0.20254
264251451 1.67822,0.92843,-0.02781
264256280 0.86809,2.03674,-0.67479
264260866 0.67399,-0.47252,-0.08953
264265710 -0.30497,0.41534,0.54961
264270285 -0.12201,0.86743,0.51485
264274862 -0.44139,1.18499,0.78564
264279684 -0.49172,1.60692,0.57845
264284263 -0.53495,1.23611,0.28854
264289091 -0.67814,1.02283,-0.10105
264293673 -0.53468,0.95848,-0.40055
264298505 -0.19398,0.95052,-0.39625
264303092 0.48568,1.04452,-0.27101
264308154 1.03438,1.04499,0.05691
264312987 1.25946,1.19242,-0.10872
264317570 1.45969,1.07402,-0.10130
264322391 1.63382,0.90251,-0.29818
264326958 1.64758,1.00536,-0.19389
264331784 1.58639,1.27675,-0.03307
264336356 1.30399,1.28333,0.19255
264341179 1.17718,0.82042,0.60766
264345756 1.16537,0.63693,1.44614
264350329 1.06084,0.71975,1.62074
264355158 1.04108,1.12945,1.73503
264359738 1.00332,1.18048,1.13301
264364574 1.09510,0.35848,0.20392
264369148 0.97396,-0.14867,-1.11538
264373973 0.67199,1.36025,-1.56498
264379027 1.26296,1.54044,-1.06155
264383606 1.86805,0.75532,-0.79434
264388427 1.89424,0.15136,-0.82351
264393000 0.63121,-0.26473,-0.50987
264397817 -1.94956,1.92529,0.37891
264402401 0.86323,0.46658,0.57322
264407236 0.97922,-1.66998,0.38431
264411814 1.91469,-0.38460,0.85961
264416389 0.53058,2.00885,0.57622
264421208 0.52377,1.72207,0.10080
264425780 1.41218,0.98050,0.22485
264430602 1.89083,0.19243,0.17847
264435181 1.89503,0.08888,0.35062
264439999 1.85006,1.14238,-0.03329
264445051 1.85027,1.13036,0.15553
264449882 1.87554,0.53650,0.42323
264454455 1.85862,0.93675,0.17739
264459028 1.84702,1.21402,-0.07032
264463837 1.83931,1.39396,-0.11716
264468405 1.86351,0.82499,0.14466
264473224 1.77784,0.56409,0.26983
264477803 1.77811,0.68527,-0.01223
264482629 1.86129,0.88437,-0.06917
264487205 1.87609,0.54978,-0.26603
264491776 1.85322,1.07745,-0.24456
264496593 1.84903,1.17389,-0.23925
264501167 1.85773,0.96878,-0.12920
264505985 1.85163,1.10422,0.01871
264511036 1.85119,1.10631,0.23447
264515858 1.85377,1.04415,0.29701
264520432 1.86220,0.85036,0.27164
264525002 1.54316,0.83865,0.33724
264529821 1.58681,1.07933,0.16110
264534401 1.78348,0.57346,0.09011
264539230 1.80222,0.45155,0.00669
264543805 1.78640,0.23134,-0.23233
264548634 1.87862,0.48983,-0.22590
264553212 1.88406,0.35832,-0.07516
264557794 1.88210,0.40117,-0.00689
264562623 1.88991,0.22233,-0.05429
264567199 1.89156,0.18796,-0.15117
264572028 1.89151,0.18227,0.02823
264576605 1.89970,-0.00159,-0.11335
264581917 1.88857,0.24686,0.12190
264586498 1.87831,0.48385,0.12205
264591326 1.88960,0.21422,0.35666
264595900 1.89389,0.11377,0.38853
264600480 1.88688,0.27765,0.33642
264605309 1.88141,0.40246,0.37790
264609887 1.87799,0.47875,0.45227
264614713 1.87995,0.43572,0.39212
264619291 1.87913,0.45624,0.35085
264624121 1.88069,0.42140,0.31967
264628702 1.87836,0.47832,0.23921
264633280 1.87695,0.51147,0.22514
264638111 1.87575,0.54531,0.05779
264642697 1.87092,0.65847,0.01645
264648014 1.85627,0.69570,-0.01602
264652598 1.78865,0.53922,-0.05724
264657427 1.73911,0.50715,-0.11593
264661995 1.74695,0.74461,-0.09204
264666571 1.74938,0.61371,-0.07980
264671394 1.62078,0.51593,-0.08426
264675962 1.64178,0.66037,-0.16491
264680785 1.64454,0.59659,-0.16214
264685359 1.63329,0.48621,-0.05873
264690183 1.62924,0.56017,-0.10045
264694756 1.62633,0.64130,-0.18974
264699329 1.64460,0.51438,-0.13508
264704147 1.65812,0.63981,-0.05461
264708718 1.60232,0.43811,0.05434
264713541 1.62803,0.46573,0.04704
264718598 1.58377,0.44324,0.02095
264723430 1.62844,0.49303,0.05417
264728015 1.60930,0.55021,0.12759
264732842 1.54655,0.51224,0.15834
264737425 1.53736,0.51413,0.10549
264741998 1.45736,0.59186,0.16803
264746828 1.35696,0.49628,0.15354
264751405 1.39897,0.44086,0.10087
264756236 1.31451,0.47465,0.12226
264760817 1.33373,0.46994,0.15810
264765648 1.35627,0.45457,0.13350
264770227 1.35837,0.43358,0.10759
264774804 1.33619,0.54360,0.07476
264779634 1.41768,0.30328,0.02794
264784694 1.30793,0.41384,0.13417
264789524 1.30603,0.36317,0.10905
264794106 1.28608,0.44687,0.11408
264798938 1.24261,0.43873,0.07088
264803519 1.17248,0.46477,-0.03371
264808105 1.17361,0.40893,-0.09128
264812938 1.09552,0.41116,-0.03914
264817508 1.08516,0.41987,0.02088
264822329 1.06585,0.40053,0.11910
264826909 0.99269,0.32694,0.14212
264831732 0.89279,0.44204,0.28712
264836304 0.88447,0.40717,0.25673
264841126 0.82729,0.48773,0.20298
264845700 0.91398,0.43803,0.22552
264850278 0.87605,0.44877,0.22640
264855589 0.88807,0.40302,0.13447
264860158 0.84049,0.50328,0.15429
264864980 0.83991,0.47939,0.15919
264869553 0.78176,0.43275,0.12750
264874371 0.72745,0.50663,0.18746
264878940 0.70741,0.49213,0.17763
264883515 0.61511,0.57345,0.22127
264888339 0.64012,0.56338,0.23449
264892916 0.57427,0.60093,0.29657
264897737 0.52717,0.64109,0.35211
264902306 0.49393,0.57165,0.31038
264907132 0.56815,0.53223,0.37719
264911709 0.58756,0.45129,0.34729
264916289 0.57147,0.45492,0.39336
264921601 0.59022,0.50192,0.33008
264926185 0.59486,0.46741,0.37244
264931014 0.55012,0.45004,0.36968
264935590 0.48780,0.49346,0.36599
264940424 0.47761,0.49059,0.35107
264945004 0.41798,0.55734,0.33437
264949837 0.44959,0.52712,0.21684
264954413 0.46993,0.46572,0.22341
264958995 0.49458,0.53509,0.17933
264963822 0.50578,0.51810,0.10535
264968396 0.48956,0.49526,0.08500
264973217 0.48237,0.55052,0.06831
264977793 0.53251,0.56983,0.09439
264982617 0.63101,0.48770,0.07654
264987191 0.58725,0.55959,0.06042
264992244 0.52234,0.54081,0.05436
264997072 0.60037,0.48251,-0.02212
265001652 0.55487,0.51394,-0.01498
265006477 0.55250,0.60145,-0.03814
265011049 0.59146,0.51477,-0.06271
265015867 0.58040,0.50398,-0.04040
265020435 0.55765,0.56167,-0.02355
265025000 0.59637,0.50993,0.01210
265029818 0.61477,0.50638,0.09566
265034390 0.62493,0.50330,0.14680
265039209 0.64147,0.46929,0.21122
265043785 0.64892,0.43908,0.24736
265048609 0.65431,0.41465,0.26625
265053184 0.68403,0.40313,0.24500
265057757 0.69253,0.38692,0.25814
265063063 0.70631,0.35541,0.25341
265067641 0.72923,0.34170,0.23125
265072468 0.78204,0.31249,0.19082
265077043 0.77609,0.32377,0.15705
265081870 0.77200,0.37724,0.12191
265086447 0.78916,0.37456,0.09943
265091272 0.79669,0.37098,0.08417
265095838 0.79046,0.44543,0.09780
265100411 0.78421,0.51628,0.07433
265105231 0.79597,0.52019,0.08627
265109804 0.80174,0.51493,0.06931
265114624 0.77634,0.56638,0.04735
265119195 0.77263,0.53685,0.00828
265124014 0.75567,0.58936,-0.00611
265129066 0.71495,0.54082,0.03739
265133639 0.77755,0.53354,0.03608
265138456 0.75693,0.53143,0.05320
265143027 0.76977,0.48981,0.05177
265147850 0.73371,0.50525,0.05063
265152420 0.71326,0.49808,0.09708
265157239 0.76547,0.38140,0.06631
265161815 0.73276,0.38367,0.05173
265166389 0.71564,0.40608,0.09051
265171211 0.70035,0.40098,0.02152
265175783 0.68696,0.45339,0.07797
265180618 0.77993,0.27390,-0.02581
265185191 0.70659,0.33930,0.08428
265190012 0.73068,0.29789,0.08475
265194584 0.75947,0.30761,0.06701
265199885 0.78167,0.31353,0.11061
265204458 0.78828,0.36745,0.12189
265209036 0.77863,0.26642,0.12409
265213858 0.73229,0.37484,0.15171
265218428 0.77113,0.34046,0.07845
265223249 0.75804,0.37513,0.13924
265227827 0.78927,0.33506,0.09019
265232651 0.72613,0.38497,0.13640
265237224 0.72158,0.39060,0.10366
265241799 0.69790,0.41779,0.09249
265246626 0.65536,0.44458,0.09867
265251198 0.63568,0.45403,0.08075
265256021 0.61956,0.44943,0.07769
265260596 0.60695,0.41235,0.05867
265265901 0.61683,0.43992,0.03105
265270476 0.58812,0.45616,0.01633
265275043 0.60253,0.42525,0.02906
265279865 0.58290,0.40166,0.00922
265284434 0.57580,0.40610,0.01907
265289249 0.57415,0.37582,0.00287
265293814 0.52539,0.39149,0.03527
265298635 0.48582,0.40299,0.03492
265303210 0.48192,0.41787,0.06015
265307784 0.47769,0.38765,0.07448
265312606 0.47537,0.39289,0.09240
265317179 0.48008,0.38478,0.09343
265322002 0.44826,0.38094,0.12196
265326578 0.44561,0.38305,0.13721
265331401 0.42772,0.43508,0.14473
265336459 0.42883,0.40983,0.13413
265341285 0.43510,0.42867,0.15778
265345862 0.45080,0.44236,0.17060
265350437 0.45878,0.42410,0.13233
265355258 0.47348,0.43644,0.09547
265359832 0.48603,0.36650,0.03353
265364662 0.52539,0.41298,0.02769
265369232 0.52574,0.41050,0.01787
265374056 0.54216,0.40405,-0.01121
265378632 0.55140,0.39789,-0.02056
265383211 0.55973,0.39071,-0.00603
265388036 0.59595,0.35690,-0.03868
265392609 0.61847,0.35517,0.00695
265397433 0.61774,0.32899,0.02688
265402486 0.68155,0.30335,0.04688
265407311 0.67480,0.29428,0.05807
265411884 0.67236,0.30205,0.08336
265416461 0.66299,0.30024,0.09844
265421286 0.65428,0.33103,0.11323
265425862 0.65414,0.35929,0.15431
265430690 0.68205,0.36784,0.14520
265435269 0.65499,0.35460,0.17772
265440096 0.58026,0.35452,0.20157
265444673 0.57433,0.35531,0.15461
265449500 0.60260,0.32360,0.14832
265454079 0.62507,0.29895,0.13314
265458659 0.61029,0.34875,0.11950
265463485 0.59242,0.37434,0.11446
265468066 0.54007,0.41077,0.10561
265473382 0.50685,0.40718,0.13439
265477960 0.52108,0.42363,0.13342
265482780 0.54380,0.39819,0.12046
265487363 0.53566,0.40750,0.07639
265491940 0.45577,0.44785,0.07776
265496766 0.42363,0.44640,0.09816
265501336 0.40920,0.43410,0.11091
265506163 0.41854,0.44717,0.09621
265510741 0.42363,0.45800,0.07222
265515566 0.37016,0.43310,0.12174
265520138 0.39000,0.38961,0.10528
265524714 0.39811,0.40931,0.10087
265529542 0.41909,0.42810,0.12738
265534114 0.47283,0.40782,0.12624
265538936 0.46509,0.38981,0.13162
265543995 0.52254,0.38981,0.13322
265548820 0.53996,0.37034,0.11655
265553395 0.54826,0.41049,0.16313
265558215 0.58617,0.41162,0.13533
265562793 0.58790,0.43529,0.13978
265567371 0.59953,0.43269,0.12496
265572195 0.60178,0.44957,0.12627
265576764 0.59461,0.48152,0.15531
265581591 0.63889,0.44184,0.12242
265586171 0.65368,0.40279,0.12661
265590996 0.65813,0.50622,0.14853
265595568 0.67111,0.47885,0.10121
265600142 0.64755,0.46052,0.09808
265604966 0.61947,0.49285,0.10929
265610021 0.60971,0.49576,0.09924
265614843 0.57537,0.47029,0.13068
265619421 0.59631,0.48054,0.12234
265624243 0.59676,0.46916,0.14926
265628818 0.58612,0.48740,0.13317
265633385 0.54430,0.52440,0.13236
265638201 0.53297,0.53120,0.13483
265642770 0.50881,0.52593,0.15053
265647589 0.48476,0.51781,0.17339
265652159 0.46389,0.50735,0.14730
265656984 0.46848,0.54903,0.16854
265661557 0.48562,0.53583,0.15674
265666127 0.48822,0.53520,0.12991
265670939 0.48340,0.51389,0.12915
265675507 0.48009,0.54321,0.11095
265680803 0.47062,0.52438,0.07550
265685380 0.33281,0.51755,0.06980
265690191 0.31561,0.52856,0.03709
265694762 0.34628,0.58881,0.06194
265699583 0.46503,0.55851,0.06121
265704158 0.53564,0.56295,0.05113
265708726 0.56601,0.61629,0.02290
265713547 0.60258,0.62116,0.01401
265718111 0.63360,0.58404,0.02030
265722921 0.67103,0.56248,0.04314
265727479 0.69280,0.58983,0.05948
265732292 0.68862,0.60649,0.07068
265736856 0.68679,0.60580,0.07955
265741422 0.69215,0.59306,0.09070
265746237 0.68320,0.59216,0.10873
265751283 0.66023,0.62991,0.08590
265756098 0.64794,0.64863,0.08113
265760666 0.62762,0.67172,0.08917
265765477 0.64950,0.64452,0.07846
265770045 0.64176,0.66905,0.08862
265774616 0.63490,0.68339,0.10477
265779434 0.62581,0.66492,0.10844
265783994 0.62424,0.64775,0.12041
265788811 0.62728,0.64045,0.14014
265793380 0.61751,0.65910,0.13880
265798198 0.59356,0.64438,0.13860
265802764 0.59179,0.63695,0.15319
265807330 0.59484,0.64093,0.15068
265812145 0.59053,0.62995,0.12595
265817193 0.59272,0.63803,0.11553
265822005 0.58068,0.65083,0.11254
265826574 0.56661,0.67885,0.10844
265831390 0.56838,0.69105,0.11127
265835958 0.57509,0.68415,0.12384
265840776 0.55934,0.71793,0.14750
265845342 0.52834,0.72811,0.14072
265849910 0.50794,0.72198,0.12934
265854726 0.52339,0.71625,0.11182
265859289 0.54683,0.69543,0.10079
265864099 0.55334,0.67828,0.08959
265868661 0.53246,0.68822,0.08299
265873474 0.52975,0.70309,0.08631
265878031 0.54729,0.69675,0.06313
265882594 0.52731,0.69088,0.07315
265887888 0.52620,0.73723,0.08283
265892450 0.53404,0.74227,0.07708
265897256 0.54167,0.75195,0.07153
265901818 0.53919,0.78284,0.07127
265906637 0.54405,0.82389,0.08809
265911205 0.57057,0.80029,0.09182
265915770 0.57724,0.78460,0.08134
265920591 0.57613,0.81538,0.08575
265925164 0.60387,0.81710,0.08654
265929985 0.61628,0.77994,0.08286
265934555 0.61015,0.79945,0.08666
265939376 0.61350,0.81260,0.07988
265943951 0.61282,0.81190,0.08924
265948521 0.59252,0.83494,0.08867
265953342 0.56946,0.86296,0.09520
265958395 0.54626,0.86808,0.09555
265963217 0.53649,0.86026,0.09445
265967792 0.52521,0.85538,0.09309
265972613 0.52368,0.86917,0.10110
265977185 0.51846,0.88318,0.11035
265982008 0.52212,0.86779,0.10825
265986583 0.50958,0.86001,0.11578
265991159 0.48717,0.88860,0.13019
265995981 0.47025,0.91830,0.13888
266000555 0.46398,0.93031,0.13832
266005425 0.45728,0.92092,0.13058
266009996 0.44083,0.94520,0.12948
266014817 0.44992,0.88958,0.11787
266019390 0.43687,0.91996,0.12924
266024441 0.43617,0.93136,0.11241
266029258 0.42184,0.91746,0.10894
266033830 0.42823,0.90308,0.09451
266038649 0.41688,0.90492,0.09924
266043225 0.39787,0.91447,0.08820
266048040 0.36931,0.93720,0.08990
266052612 0.35023,0.94802,0.08771
266057187 0.34454,0.95173,0.09731
266062009 0.34483,0.96065,0.10411
266066580 0.34278,0.95996,0.11275
266071401 0.34804,0.94447,0.11531
266075972 0.35177,0.92733,0.11495
266080797 0.34745,0.94193,0.11927
266085366 0.35233,0.94055,0.12664
266089940 0.35305,0.92930,0.12550
266095244 0.35334,0.92229,0.13221
266099817 0.34177,0.92948,0.12803
266104637 0.32836,0.93154,0.12318
266109209 0.31892,0.93762,0.11384
266114030 0.30607,0.94807,0.10644
266118600 0.30002,0.97125,0.09963
266123416 0.28580,0.98128,0.10037
266127988 0.27965,0.98519,0.10062
266132560 0.28053,0.98119,0.09302
266137380 0.28494,0.95896,0.08999
266141948 0.28894,0.94673,0.07802
266146766 0.27937,0.98699,0.08584
266151337 0.29019,0.97051,0.08887
266156158 0.29956,0.96062,0.10391
266161204 0.29340,0.95916,0.11454
266165775 0.28339,0.95607,0.13210
266170592 0.27143,0.95033,0.14748
266175159 0.27004,0.96081,0.16118
266179974 0.27290,0.95282,0.16763
266184544 0.28498,0.93347,0.17855
266189361 0.28212,0.94092,0.18539
266193937 0.29006,0.95341,0.19679
266198509 0.29913,0.95071,0.20857
266203337 0.31586,0.94116,0.20855
266207918 0.32533,0.93454,0.20904
266212745 0.31625,0.94814,0.20356
266217319 0.30780,0.96328,0.19462
266222145 0.30419,0.95655,0.18831
266226719 0.29047,0.96570,0.18437
266232024 0.28935,0.97628,0.17149
266236595 0.29415,0.98234,0.16353
266241174 0.29331,0.97524,0.16287
266245998 0.29508,0.98249,0.15664
266250572 0.27716,0.99308,0.15370
266255393 0.27263,0.99662,0.15985
266259968 0.27212,0.98706,0.15970
266264788 0.27596,0.99382,0.16478
266269360 0.26186,0.99525,0.17716
266273929 0.25706,1.01572,0.18217
266278755 0.25240,1.05411,0.18628
266283332 0.25620,1.05652,0.18820
266288159 0.25796,1.05813,0.19310
266292732 0.25606,1.07017,0.19153
266297559 0.25205,1.08865,0.18696
266302615 0.23987,1.11538,0.18556
266307194 0.21360,1.13308,0.18262
266312012 0.18975,1.12190,0.16663
266316585 0.20319,1.06694,0.14760
266321410 0.17558,1.14749,0.13918
266325982 0.10474,1.31797,0.16393
266330799 0.12377,1.25585,0.14739
266335374 0.14742,1.12407,0.13367
266339956 0.11450,1.10968,0.12958
266344789 0.07307,1.14294,0.13151
266349368 0.02431,1.15955,0.13241
266354198 -0.00341,1.23207,0.13267
266358778 -0.02081,1.20438,0.12097
266363607 -0.04262,1.20872,0.13460
266368668 -0.07071,1.21998,0.14551
266373488 -0.11910,1.27004,0.16332
266378062 -0.14861,1.27754,0.16689
266382635 -0.14893,1.25236,0.18631
266387453 -0.14489,1.19041,0.19496
266392022 -0.17184,1.18092,0.20210
266396844 -0.19257,1.16619,0.20261
266401413 -0.22962,1.20941,0.20861
266406235 -0.23990,1.23473,0.20476
266410806 -0.21808,1.20354,0.19727
266415375 -0.21208,1.20319,0.19133
266420194 -0.18852,1.15843,0.17682
266424762 -0.18232,1.15377,0.16600
266429582 -0.18300,1.15898,0.16325
266434634 -0.18861,1.16670,0.15731
266439453 -0.19518,1.15359,0.16239
266444023 -0.21058,1.14257,0.17292
266448592 -0.23181,1.12285,0.18824
266453414 -0.23167,1.10860,0.20116
266457988 -0.24195,1.10618,0.22167
266462810 -0.25848,1.11076,0.23576
266467385 -0.25760,1.10583,0.24810
266472209 -0.23402,1.04940,0.25141
266476789 -0.22411,1.03263,0.25642
266481366 -0.22647,1.04397,0.27552
266486193 -0.21575,1.04108,0.26269
266490773 -0.21910,1.04401,0.26293
266495607 -0.21060,1.03886,0.26317
266500188 -0.21098,1.04239,0.25895
266505494 -0.20535,1.05066,0.25072
266510071 -0.19953,1.06539,0.23875
266514898 -0.19406,1.05096,0.22629
266519479 -0.19686,1.01020,0.20773
266524062 -0.19327,0.97541,0.19621
266528894 -0.18621,0.93466,0.18842
266533477 -0.18726,0.90602,0.18671
266538305 -0.19268,0.87211,0.17943
266542884 -0.20641,0.86550,0.17859
266547707 -0.21677,0.85505,0.18514
266552280 -0.21237,0.80716,0.16783
266556858 -0.23131,0.79884,0.16655
266561683 -0.25249,0.82084,0.16846
266566262 -0.27457,0.79997,0.16977
266571571 -0.30959,0.79128,0.17376
266576152 -0.32195,0.78519,0.16036
266580981 -0.30953,0.80192,0.13578
266585565 -0.28058,0.81328,0.12196
266590391 -0.25717,0.81924,0.11880
266594971 -0.27749,0.84266,0.12315
266599548 -0.30665,0.86822,0.13024
266604378 -0.34611,0.89261,0.14528
266608958 -0.38230,0.93220,0.14958
266613786 -0.40543,0.98892,0.14380
266618371 -0.39764,1.05923,0.12319
266623205 -0.37853,1.11287,0.09233
266627792 -0.39794,1.14235,0.07742
266632379 -0.42370,1.16379,0.08256
266637687 -0.43566,1.17931,0.10070
266642264 -0.39999,1.17744,0.11993
266647090 -0.36381,1.16424,0.13040
266651678 -0.27030,1.15371,0.14368
266656512 -0.13765,1.15190,0.16303
266661091 0.03090,1.12752,0.18481
266665675 0.17189,1.09783,0.20141
266670516 0.26868,1.08607,0.20434
266675109 0.34189,1.08376,0.18889
266679952 0.39373,1.09220,0.16339
266684540 0.44745,1.09937,0.15118
266689382 0.47702,1.09605,0.14708
266693961 0.49449,1.11714,0.14727
266698553 0.48994,1.12667,0.14820
266703389 0.48762,1.14309,0.14807
266708460 0.42987,1.14437,0.15506
266713294 0.40198,1.15626,0.17063
266717881 0.38349,1.14760,0.18485
266722721 0.36801,1.13808,0.20497
266727311 0.33255,1.16023,0.22197
266732147 0.28306,1.18263,0.23807
266736735 0.23616,1.20438,0.23940
266741325 0.18127,1.20916,0.23208
266746163 0.15639,1.22133,0.22426
266750748 0.15655,1.21769,0.22281
266755585 0.15932,1.22830,0.21950
266760174 0.18637,1.27215,0.22140
266765015 0.29541,1.29019,0.23973
266769601 0.41208,1.26549,0.24094
266774671 0.47109,1.26267,0.20393
266779516 0.51469,1.25051,0.14594
266784110 0.54833,1.18570,0.11851
266788951 0.53779,1.13890,0.07324
266793553 0.50950,1.11956,0.03792
266798403 0.49941,1.11027,-0.00770
266803000 0.45365,1.04209,-0.01811
266807845 0.36182,1.02419,-0.02032
266812441 0.35089,1.06520,-0.04645
266817036 0.37009,1.05889,-0.09302
266821875 0.33691,0.97500,-0.06843
266826461 0.22637,0.98590,-0.07718
266831293 0.08854,0.91206,0.01047
266835875 -0.08204,0.89619,0.04713
266840707 -0.23492,0.87016,0.06678
266845766 -0.25773,0.80271,0.05745
266850341 -0.27516,0.77077,0.03816
266855163 -0.38851,0.74505,0.04526
266859729 -0.53942,0.78650,0.02813
266864546 -0.48298,0.73607,0.01642
266869110 -0.39352,0.72981,0.00287
266873935 -0.11938,0.86788,0.01834
266878510 0.11970,0.95002,0.04610
266883089 0.28284,1.06727,0.05754
266887927 0.29692,1.15603,0.05591
266892515 0.23790,1.19358,0.01880
266897350 0.15559,1.22320,-0.03778
266901931 0.32435,1.25970,-0.06501
266906769 0.39538,1.34370,-0.04875
266911834 0.33160,1.40690,0.03917
266916667 0.17844,1.35919,0.09740
266921255 0.19840,1.33044,0.17922
266925844 0.38977,1.25813,0.30708
266930679 0.35653,1.22852,0.33733
266935252 0.15073,1.26125,0.38041
266940074 0.12819,1.21145,0.44841
266944653 0.14749,1.03197,0.56357
266949480 0.26870,0.92980,0.67641
266954060 0.42441,0.79268,0.57603
266958635 0.38617,0.67120,0.47132
266963455 0.39551,0.42906,0.32705
266968028 0.37358,0.25956,0.23350
266972845 0.27535,0.16103,0.23059
266977418 0.26449,0.11431,0.23723
266982726 0.29961,-0.01170,0.08510
266987301 0.43035,0.14722,-0.17081
266991880 1.07423,0.42856,-0.27265
266996712 1.42619,0.50877,0.06761
267001290 1.39983,0.78302,0.35489
267006118 1.13528,1.30168,0.42153
267010700 0.96701,1.47042,0.34481
267015533 0.52664,1.43091,0.43358
267020111 -0.01076,1.34000,0.36104
267024928 -0.47798,1.49259,0.40668
267029499 -0.89076,1.51119,0.49524
267034067 -1.36832,1.54362,0.62124
267038891 -1.78181,1.45104,0.57278
267043472 -1.92163,1.27578,0.49234
267048777 -1.91608,1.15001,0.42774
267053352 -1.91645,1.16044,0.37721
267058177 -1.91417,1.10789,0.37078
267062751 -1.91242,1.06908,0.33028
267067327 -1.91085,1.03219,0.34733
267072153 -1.89934,1.08006,0.33330
267076728 -1.79791,1.06395,0.28876
267081552 -1.77565,1.07143,0.25066
267086127 -1.54079,1.02493,0.22130
267090948 -1.21567,0.95756,0.21885
267095517 -0.87171,0.95264,0.25239
267100079 -0.55665,0.92726,0.23463
267104895 -0.24168,0.88139,0.24608
267109452 0.05770,0.83029,0.23849
267114745 0.25476,0.80201,0.21511
267119319 0.51726,0.79441,0.24525
267124146 0.73946,0.77900,0.25062
267128719 0.91220,0.82242,0.27619
267133536 0.97465,0.84615,0.24680
267138111 0.92816,0.84191,0.26017
267142686 0.80648,0.82505,0.20943
267147507 0.65072,0.87192,0.20237
267152085 0.36846,0.87377,0.17659
267156909 0.08541,0.88441,0.13007
267161489 -0.16630,0.90458,0.05275
267166318 -0.40340,0.86849,-0.01775
267170893 -0.55756,0.84164,-0.03843
267175466 -0.67603,0.77380,0.00008
267180285 -0.72613,0.72281,0.08746
267185338 -0.76848,0.78220,0.23777
267190161 -0.81109,0.77901,0.38077
267194725 -0.81235,0.89085,0.44349
267199537 -0.81794,0.93417,0.46823
267204102 -0.76077,0.94647,0.45693
267208667 -0.66454,0.97820,0.35516
267213478 -0.64331,0.94520,0.32974
267218042 -0.65737,0.90914,0.33040
267222853 -0.64331,0.91423,0.31156
267227420 -0.60378,0.89143,0.34596
267232236 -0.50043,0.92691,0.29652
267236801 -0.49989,1.01559,0.28735
267241366 -0.46337,0.97012,0.23857
267246178 -0.44336,0.90865,0.17085
267251222 -0.40203,0.85915,0.09402
267256035 -0.39705,0.81903,0.07984
267260603 -0.39926,0.81168,0.07967
267265421 -0.42531,0.82367,0.09104
267269992 -0.48549,0.89558,0.13974
267274807 -0.47555,0.91384,0.17912
267279373 -0.45419,0.92431,0.19390
267283937 -0.45653,0.95713,0.19460
267288750 -0.42361,0.96161,0.18132
267293317 -0.42243,0.91437,0.14557
267298132 -0.44090,0.86185,0.18134
267302699 -0.45663,0.80685,0.29634
267307511 -0.48409,0.79792,0.32243
267312078 -0.48010,0.79899,0.24120
267317122 -0.44958,0.75387,0.19885
267321939 -0.41108,0.75199,0.17402
267326508 -0.38820,0.71303,0.14101
267331322 -0.36782,0.68395,0.11580
267335887 -0.35407,0.65690,0.15335
267340699 -0.37543,0.65512,0.18918
267345267 -0.39007,0.68324,0.24708
267349832 -0.39867,0.70002,0.28561
267354645 -0.40312,0.69059,0.30197
267359213 -0.42510,0.65841,0.26032
267364033 -0.46635,0.61947,0.23559
267368602 -0.54452,0.60465,0.22761
267373420 -0.55317,0.59987,0.16620
267377991 -0.57020,0.60883,0.08184
267383041 -0.62110,0.57561,0.04211
267387869 -0.65049,0.59233,0.00574
267392440 -0.70618,0.65563,0.06728
267397263 -0.69493,0.69968,0.17014
267401842 -0.69996,0.78257,0.21224
267406661 -0.68797,0.84464,0.23178
267411229 -0.65984,0.87369,0.24905
267416047 -0.64159,0.85580,0.23827
267420616 -0.62547,0.85139,0.19466
267425184 -0.65457,0.84487,0.17817
267429997 -0.68191,0.87095,0.18377
267434568 -0.68890,0.87702,0.21944
267439394 -0.71628,0.86583,0.25907
267443971 -0.73315,0.82518,0.26816
267448795 -0.72181,0.84479,0.25733
267453854 -0.65800,0.81516,0.24711
267458427 -0.62372,0.82125,0.20525
267463244 -0.60227,0.82076,0.17289
267467814 -0.54277,0.80224,0.11437
267472640 -0.49858,0.79363,0.01723
267477215 -0.46547,0.80518,-0.01630
267482029 -0.45236,0.83174,-0.01982
267486601 -0.42288,0.84588,-0.01595
267491172 -0.40319,0.89106,-0.04108
267495998 -0.39093,0.93253,-0.06540
267500581 -0.37407,0.97870,-0.06887
267505406 -0.39168,0.99288,-0.07898
267509988 -0.39773,1.04667,-0.05138
267514819 -0.40402,1.08474,-0.02191
267519879 -0.41877,1.13834,-0.00803
267524704 -0.46925,1.17838,0.00842
267529286 -0.52908,1.18983,0.03207
267533866 -0.57601,1.20207,0.02020
267538692 -0.60645,1.24752,0.00350
267543270 -0.59852,1.26057,0.01194
267548097 -0.59930,1.28322,0.02921
267552676 -0.59074,1.27016,0.05486
267557499 -0.58584,1.26266,0.07310
267562075 -0.60467,1.27736,0.09474
267566651 -0.59331,1.31197,0.10371
267571475 -0.56673,1.29654,0.13738
267576048 -0.53216,1.29818,0.17529
267580871 -0.53044,1.30636,0.17077
267585927 -0.52786,1.35350,0.15606
267590750 -0.51945,1.36635,0.15146
267595323 -0.50733,1.42540,0.17497
