# Data format: "%int(ChipTimeUS) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
345456935 0.89014,0.28476,0.02924
345461985 0.89212,0.27622,0.02783
345466804 0.89010,0.28043,0.02583
345471375 0.88594,0.27031,0.02890
345476191 0.89520,0.26890,0.02640
345480762 0.89506,0.27217,0.02268
345485583 0.90125,0.27273,0.01968
345490158 0.90372,0.26891,0.01502
345494727 0.90499,0.27141,0.01303
345499549 0.90627,0.26851,0.01107
345504123 0.90755,0.26561,0.00912
345508944 0.91399,0.26031,0.00519
345513509 0.91339,0.25802,0.00916
345518322 0.91370,0.26188,0.00075
345522888 0.91435,0.26291,-0.00147
345527452 0.91359,0.26434,0.00049
345532744 0.91753,0.26371,-0.00421
345537312 0.91322,0.26252,-0.00614
345542125 0.91347,0.26733,-0.00175
345546688 0.91377,0.27098,-0.00080
345551500 0.91197,0.26994,0.00192
345556067 0.90704,0.27206,0.00563
345560879 0.90801,0.27615,0.00903
345565440 0.90818,0.26671,0.01502
345570002 0.90767,0.26757,0.02042
345574812 0.91011,0.26946,0.02359
345579373 0.91395,0.27113,0.02601
345584183 0.91642,0.26679,0.03366
345588743 0.91547,0.26224,0.02879
345593546 0.91510,0.25478,0.03378
345598585 0.91702,0.25284,0.03280
345603142 0.92049,0.25784,0.02830
345607947 0.92167,0.25196,0.02835
345612500 0.92473,0.25027,0.02736
345617307 0.92276,0.24275,0.02375
345621866 0.92736,0.24283,0.02052
345626673 0.92678,0.24591,0.01410
345631227 0.92718,0.24206,0.01093
345635786 0.92414,0.23301,-0.00102
345640595 0.92076,0.23704,-0.00596
345645154 0.92082,0.25187,-0.01175
345649965 0.92061,0.25693,-0.01893
345654525 0.91958,0.25943,-0.02140
345659332 0.92228,0.26105,-0.02783
345663899 0.91971,0.27298,-0.03530
345669192 0.92054,0.27533,-0.04197
345673761 0.91860,0.28293,-0.04228
345678330 0.91585,0.28818,-0.04673
345683150 0.91389,0.30173,-0.05029
345687718 0.91569,0.30275,-0.05179
345692532 0.90806,0.30916,-0.05376
345697097 0.91099,0.30523,-0.05325
345701908 0.91251,0.31252,-0.05038
345706474 0.91066,0.31272,-0.04840
345711042 0.91056,0.30399,-0.04168
345715856 0.91188,0.30535,-0.03653
345720422 0.90620,0.31431,-0.03165
345725236 0.90781,0.30846,-0.02226
345729804 0.90741,0.30681,-0.01413
345735101 0.90528,0.30275,-0.00793
345739667 0.90657,0.29375,0.00027
345744232 0.90250,0.29717,0.01182
345749050 0.89869,0.28953,0.01339
345753615 0.89491,0.29160,0.01955
345758430 0.89887,0.28487,0.02451
345762996 0.89258,0.29725,0.03009
345767813 0.88580,0.29442,0.03557
345772377 0.87393,0.29785,0.03562
345776943 0.87042,0.30469,0.03656
345781756 0.86554,0.30583,0.04003
345786322 0.86201,0.30782,0.03856
345791133 0.86377,0.31493,0.03848
345795700 0.86484,0.31670,0.03600
345800516 0.86264,0.31986,0.03746
345805565 0.86457,0.31227,0.03702
345810378 0.86225,0.30222,0.03713
345814947 0.86165,0.29482,0.03917
345819517 0.86073,0.29497,0.03228
345824338 0.86699,0.29377,0.03127
345828907 0.86216,0.29950,0.02682
345833728 0.86076,0.30519,0.02457
345838300 0.86333,0.30419,0.02554
345843123 0.85952,0.30202,0.02362
345847692 0.86125,0.29428,0.01900
345852265 0.85878,0.29825,0.01701
345857087 0.85844,0.29556,0.01679
345861659 0.85807,0.29877,0.01554
345866474 0.85793,0.29651,0.01802
345871525 0.85484,0.28295,0.02136
345876341 0.85616,0.28959,0.02055
345880908 0.85112,0.29442,0.02374
345885473 0.85577,0.29860,0.02318
345890289 0.85744,0.29707,0.02589
345894855 0.85686,0.29429,0.02985
345899670 0.85624,0.29794,0.03081
345904229 0.85815,0.29103,0.03283
345909044 0.86091,0.29076,0.03429
345913602 0.86596,0.28567,0.03184
345918156 0.87230,0.28276,0.03084
345922956 0.87583,0.29133,0.03124
345927511 0.88082,0.29309,0.02922
345932315 0.89743,0.28084,0.02972
345936864 0.90079,0.28283,0.02820
345942141 0.90121,0.28380,0.02893
345946696 0.90356,0.27747,0.02700
345951249 0.90525,0.27042,0.02460
345956051 0.90751,0.27125,0.02015
345960600 0.91302,0.27148,0.02109
345965402 0.91157,0.26788,0.01769
345969957 0.91252,0.26719,0.01548
345974758 0.91320,0.26199,0.01798
345979309 0.91432,0.26818,0.01496
345983866 0.91348,0.26649,0.01400
345988672 0.91104,0.26971,0.01251
345993230 0.90871,0.26500,0.01454
345998035 0.90675,0.26798,0.01304
346002595 0.90241,0.26715,0.01702
346007402 0.90028,0.27403,0.01598
346012440 0.89374,0.27651,0.01453
346017244 0.88446,0.27840,0.01777
346021802 0.87880,0.28161,0.01654
346026360 0.88301,0.27984,0.01875
346031167 0.87844,0.29531,0.01765
346035721 0.87127,0.29626,0.01843
346040525 0.87005,0.30306,0.02133
346045081 0.86585,0.30451,0.02232
346049889 0.86308,0.29955,0.02485
346054444 0.86312,0.29857,0.02461
346059001 0.85859,0.29175,0.02249
346063806 0.85983,0.28432,0.02599
346068361 0.86108,0.27681,0.02236
346073162 0.86355,0.27298,0.01844
346078199 0.86403,0.26713,0.01677
346083006 0.86706,0.26652,0.01134
346087562 0.86688,0.26032,0.00353
346092114 0.86723,0.25767,0.00133
346096921 0.86638,0.26690,-0.00588
346101480 0.86678,0.25248,-0.00772
346106288 0.86363,0.26171,-0.01541
346110846 0.86934,0.26246,-0.01570
346115652 0.86384,0.25714,-0.01931
346120209 0.86514,0.26422,-0.01790
346124769 0.86556,0.26534,-0.02407
346129578 0.86581,0.26489,-0.02603
346134137 0.86921,0.26081,-0.02995
346138955 0.87283,0.26201,-0.02851
346143523 0.87099,0.26192,-0.02456
346148820 0.87450,0.25504,-0.02354
346153388 0.87901,0.25174,-0.01813
346158204 0.88385,0.25120,-0.01594
346162770 0.88239,0.24768,-0.01171
346167337 0.88252,0.23895,-0.00524
346172152 0.88732,0.23927,0.00285
346176723 0.88816,0.23578,0.00558
346181535 0.89020,0.23591,0.02180
346186087 0.89588,0.23186,0.02771
346190894 0.90198,0.22333,0.03710
346195449 0.90088,0.22700,0.04839
346200002 0.90074,0.23006,0.05377
346204806 0.90706,0.22179,0.06242
346209362 0.91240,0.22555,0.06998
346214651 0.91102,0.22550,0.07196
346219211 0.91481,0.22274,0.07491
346224014 0.92144,0.22345,0.07634
346228572 0.92222,0.22661,0.07778
346233126 0.92499,0.23175,0.07821
346237929 0.92727,0.22154,0.07435
346242479 0.92845,0.23124,0.07917
346247282 0.93296,0.22822,0.07179
346251839 0.93840,0.23023,0.06952
346256644 0.94144,0.23950,0.07164
346261196 0.94417,0.23487,0.07068
346265753 0.94948,0.23994,0.06322
346270558 0.95072,0.23774,0.06298
346275112 0.95234,0.23760,0.05830
346279911 0.95767,0.23663,0.05778
346284942 0.95784,0.23825,0.05088
346289742 0.95576,0.23890,0.04400
346294295 0.95912,0.24091,0.04150
346298847 0.96063,0.24901,0.03010
346303650 0.95729,0.24124,0.02674
346308204 0.96154,0.23893,0.02034
346313008 0.95593,0.24130,0.01297
346317561 0.95991,0.24552,-0.00038
346322369 0.95441,0.24543,-0.00772
346326928 0.95212,0.24029,-0.01922
346331482 0.95004,0.24632,-0.02591
346336288 0.94745,0.25856,-0.03634
346340849 0.94378,0.25867,-0.04148
346345655 0.94048,0.25563,-0.04807
346350691 0.94006,0.26004,-0.04811
346355503 0.93786,0.25764,-0.05054
346360066 0.93700,0.25638,-0.04904
346364881 0.93331,0.26202,-0.04907
346369448 0.93160,0.26955,-0.04617
346374013 0.92737,0.26631,-0.04415
346378827 0.91911,0.27099,-0.03430
346383391 0.91187,0.27325,-0.02591
346388206 0.90438,0.27056,-0.01501
346392772 0.90632,0.26787,-0.00442
346397590 0.90440,0.26920,0.01305
346402154 0.90083,0.26085,0.02496
346406720 0.89129,0.25798,0.03242
346411533 0.88721,0.25624,0.04427
346416578 0.87524,0.25624,0.05518
346421394 0.87693,0.26501,0.05755
346425954 0.87292,0.26711,0.06247
346430765 0.87157,0.27170,0.06515
346435322 0.86897,0.27849,0.06830
346439883 0.87356,0.27323,0.07373
346444692 0.86961,0.28480,0.07119
346449254 0.87239,0.28979,0.06744
346454062 0.87336,0.28886,0.06523
346458628 0.88354,0.28723,0.06173
346463443 0.88466,0.28809,0.05581
346468008 0.89044,0.28221,0.05583
346472569 0.89085,0.28870,0.05085
346477374 0.89402,0.29539,0.04732
346481936 0.89559,0.29612,0.04804
346487224 0.90284,0.30411,0.04128
346491782 0.89896,0.30363,0.04082
346496594 0.89596,0.30903,0.04055
346501155 0.89776,0.31002,0.03979
346505965 0.89928,0.30687,0.03858
346510522 0.89964,0.30908,0.03831
346515080 0.90430,0.30768,0.03534
346519887 0.90139,0.30601,0.03291
346524442 0.90609,0.29800,0.04058
346529243 0.90894,0.29606,0.03984
346533797 0.91028,0.29675,0.04180
346538597 0.91236,0.30182,0.04543
346543150 0.91049,0.30260,0.04322
346547696 0.91202,0.30967,0.04536
346552496 0.91590,0.30510,0.04119
346557529 0.92075,0.30974,0.04210
346562332 0.91869,0.31494,0.03961
346566881 0.92069,0.31132,0.03717
346571684 0.92163,0.31085,0.03618
346576240 0.92825,0.30681,0.03077
346580794 0.93124,0.30154,0.02538
346585592 0.93375,0.29656,0.02885
346590146 0.93808,0.29772,0.02119
346594949 0.94067,0.29622,0.02242
346599505 0.94382,0.29797,0.02115
346604309 0.94359,0.29261,0.01972
346608867 0.94252,0.29605,0.01896
346613425 0.94273,0.29653,0.01969
346618230 0.94303,0.30028,0.01621
346623264 0.93432,0.30525,0.01303
346628069 0.93101,0.30736,0.01721
346632625 0.92879,0.31083,0.01547
346637430 0.92627,0.31057,0.01598
346641982 0.91618,0.31003,0.01777
346646537 0.91578,0.31395,0.01774
346651341 0.91218,0.31224,0.01753
346655898 0.90726,0.31441,0.01902
346660699 0.90775,0.31368,0.01878
346665255 0.90406,0.31381,0.02372
346670062 0.90602,0.31078,0.02792
346674622 0.90851,0.30635,0.02893
346679184 0.90926,0.29979,0.02652
346683993 0.91388,0.29892,0.03240
346688555 0.91523,0.29413,0.03884
346693848 0.91403,0.29538,0.03736
346698406 0.92052,0.29385,0.04028
346703217 0.92086,0.29140,0.04055
346707780 0.91941,0.29830,0.03877
346712594 0.91981,0.29982,0.03629
346717156 0.92075,0.29926,0.03974
346721723 0.92075,0.29931,0.03752
346726536 0.91719,0.30195,0.03974
346731102 0.91511,0.31284,0.03473
346735909 0.91475,0.31603,0.03470
346740471 0.90978,0.31918,0.03618
346745282 0.90891,0.31789,0.03891
346749844 0.90747,0.31938,0.03816
346754402 0.91119,0.32894,0.03806
346759215 0.91129,0.32128,0.04083
346764258 0.91609,0.32727,0.03607
346769069 0.91463,0.32373,0.04128
346773626 0.91505,0.32470,0.04151
346778436 0.91520,0.32124,0.04302
346782999 0.92187,0.32639,0.04293
346787560 0.92217,0.33002,0.04511
346792364 0.92479,0.32778,0.04684
346796926 0.92336,0.32864,0.05225
346801738 0.92678,0.33483,0.04947
346806298 0.92666,0.33216,0.04826
346811103 0.92563,0.33484,0.04874
346815665 0.92423,0.33523,0.05317
346820225 0.92267,0.33400,0.05368
346825036 0.92079,0.32963,0.05177
346830072 0.91716,0.33414,0.04683
346834881 0.91447,0.33784,0.04583
346839440 0.90706,0.33938,0.04242
346844249 0.90550,0.33825,0.03825
346848806 0.90514,0.34144,0.03774
346853365 0.90176,0.34005,0.03408
346858174 0.89719,0.33969,0.02821
346862738 0.89058,0.34370,0.02378
346867545 0.88973,0.34230,0.02085
346872107 0.89023,0.34673,0.01982
346876920 0.88890,0.34042,0.01693
346881484 0.88251,0.33949,0.01452
346886044 0.88242,0.33634,0.01308
346890860 0.87873,0.33660,0.01211
346895420 0.87885,0.34448,0.01032
346900711 0.87551,0.34205,0.00962
346905271 0.87005,0.34590,0.01258
346910082 0.86811,0.35895,0.00976
346914647 0.85785,0.36772,0.01197
346919457 0.85891,0.37504,0.01337
346924019 0.85562,0.37676,0.01288
346928582 0.85279,0.37307,0.01343
346933394 0.85020,0.37461,0.01048
346937955 0.84930,0.37406,0.01295
346942761 0.84701,0.37379,0.01395
346947323 0.84810,0.36990,0.01250
346952129 0.84626,0.36476,0.01256
346956689 0.84771,0.36299,0.01502
346961246 0.85006,0.36689,0.01596
346966538 0.84493,0.35253,0.02227
346971099 0.85200,0.34835,0.02325
346975908 0.86075,0.34817,0.02049
346980464 0.87402,0.33892,0.01778
346985271 0.88606,0.33691,0.02043
346989828 0.88631,0.33103,0.02048
346994390 0.89121,0.32427,0.01608
346999196 0.89261,0.32383,0.01362
347003753 0.89566,0.32787,0.00864
347008558 0.90113,0.33967,0.00727
347013114 0.89883,0.34520,0.00059
347017915 0.90042,0.34566,0.00230
347022473 0.89403,0.35523,0.00127
347027030 0.89539,0.36635,-0.00253
347031835 0.89202,0.37005,-0.00402
347036872 0.89031,0.37230,-0.00600
347041676 0.88997,0.38046,-0.00902
347046236 0.88817,0.37960,-0.01466
347051041 0.88684,0.37827,-0.00996
347055598 0.88145,0.38076,-0.01192
347060403 0.87823,0.37570,-0.01579
347064959 0.87621,0.38528,-0.01685
347069516 0.86986,0.38335,-0.01851
347074327 0.86862,0.38017,-0.01872
347078891 0.86470,0.38591,-0.02367
347083699 0.86222,0.38493,-0.02365
347088261 0.85899,0.38525,-0.02707
347093068 0.85740,0.39024,-0.03104
347097627 0.85467,0.38436,-0.03147
347102666 0.85161,0.38607,-0.03146
347107471 0.85377,0.38913,-0.02560
347112029 0.85014,0.38798,-0.02901
347116836 0.84827,0.38353,-0.02748
347121393 0.84923,0.37710,-0.02448
347126199 0.84741,0.38200,-0.02451
347130756 0.84590,0.38487,-0.02157
347135316 0.84885,0.38039,-0.01835
347140123 0.85240,0.38299,-0.01372
347144683 0.85471,0.38281,-0.01669
347149492 0.85784,0.38469,-0.01279
347154049 0.85827,0.38026,-0.01226
347158854 0.85754,0.38639,-0.01231
347163411 0.85802,0.39136,-0.01531
347168450 0.85522,0.39226,-0.01186
347173259 0.85813,0.38852,-0.00889
347177819 0.85664,0.39136,-0.01555
347182631 0.85651,0.38884,-0.01208
347187188 0.85570,0.39181,-0.01383
347191994 0.85121,0.39474,-0.01308
347196552 0.85176,0.39260,-0.01602
347201115 0.85157,0.39711,-0.02049
347205924 0.84706,0.40055,-0.02123
347210485 0.85017,0.40312,-0.02669
347215295 0.84550,0.40514,-0.02913
347219856 0.84616,0.40057,-0.03303
347224666 0.84106,0.39645,-0.03567
347229228 0.83878,0.40135,-0.03545
347233790 0.83383,0.39353,-0.03658
347239079 0.82828,0.39424,-0.03582
347243641 0.82859,0.38717,-0.03748
347248453 0.82463,0.38330,-0.03988
347253016 0.82647,0.37799,-0.04328
347257826 0.82531,0.37834,-0.04845
347262389 0.82656,0.37618,-0.05040
347267200 0.82852,0.36830,-0.05945
347271765 0.83477,0.36782,-0.07105
347276332 0.83492,0.36454,-0.07791
347281145 0.84120,0.36838,-0.08487
347285711 0.84555,0.36395,-0.09495
347290526 0.85069,0.36759,-0.10461
347295095 0.85666,0.36292,-0.11469
347299913 0.85787,0.36704,-0.12384
347304957 0.86548,0.36676,-0.13274
347309517 0.86927,0.36943,-0.13180
347314322 0.87196,0.37141,-0.14365
347318877 0.87504,0.38001,-0.14424
347323682 0.87985,0.37518,-0.14767
347328241 0.88125,0.37477,-0.15112
347333050 0.88170,0.38042,-0.15167
347337612 0.88351,0.38623,-0.14828
347342174 0.88310,0.37987,-0.14872
347346987 0.87244,0.39236,-0.14876
347351552 0.87478,0.39127,-0.14385
347356364 0.87334,0.39270,-0.14188
347360927 0.87008,0.39365,-0.14089
347365741 0.87057,0.39258,-0.13645
347370787 0.86827,0.39252,-0.13397
347375601 0.86736,0.39213,-0.12757
347380167 0.86667,0.39747,-0.12515
347384734 0.86767,0.39532,-0.11677
347389548 0.87321,0.38402,-0.11523
347394113 0.87157,0.37925,-0.11001
347398928 0.86945,0.38543,-0.10169
347403492 0.86922,0.38506,-0.09578
347408306 0.87048,0.36109,-0.08696
347412868 0.87166,0.36535,-0.07987
347417429 0.85560,0.38595,-0.08118
347422240 0.84980,0.40291,-0.07244
347426803 0.84502,0.41239,-0.06905
347431617 0.84295,0.40688,-0.06382
347436668 0.84823,0.38036,-0.06116
347441475 0.85063,0.36188,-0.05683
347446039 0.84854,0.36787,-0.06179
347450604 0.84185,0.38977,-0.06588
347455416 0.83582,0.39122,-0.06536
347459978 0.83639,0.37268,-0.06913
347464790 0.83899,0.37133,-0.07430
347469356 0.83533,0.38165,-0.07560
347474169 0.82673,0.40028,-0.08703
347478731 0.82687,0.41310,-0.09060
347483294 0.82055,0.41586,-0.09353
347488104 0.82040,0.41388,-0.09302
347492666 0.81924,0.40365,-0.09587
347497476 0.82548,0.39217,-0.09729
347502036 0.83133,0.39003,-0.10001
347507322 0.83228,0.38393,-0.10144
347511879 0.83568,0.37436,-0.10064
347516436 0.83893,0.36310,-0.10129
347521244 0.82734,0.40796,-0.10212
347525806 0.83059,0.40690,-0.09844
347530613 0.82788,0.40046,-0.09516
347535172 0.83289,0.39091,-0.09560
347539979 0.83371,0.38262,-0.09750
347544536 0.83349,0.38223,-0.09085
347549345 0.83079,0.37555,-0.08831
347553903 0.82588,0.37762,-0.09322
347558461 0.83402,0.38593,-0.09187
347563274 0.83639,0.38960,-0.09143
347567836 0.84138,0.39655,-0.09521
347573129 0.83497,0.40121,-0.09571
347577691 0.82935,0.40367,-0.09619
347582502 0.82147,0.39995,-0.09463
347587061 0.83474,0.39066,-0.09512
347591622 0.83480,0.36822,-0.10033
347596430 0.83657,0.37002,-0.10405
347600991 0.83221,0.38569,-0.10318
347605802 0.82458,0.39745,-0.10323
347610365 0.82598,0.40213,-0.10427
347615175 0.81713,0.39968,-0.10468
347619740 0.81604,0.39818,-0.10319
347624304 0.81376,0.39797,-0.10489
347629120 0.81411,0.38956,-0.10137
347633682 0.81666,0.36770,-0.09923
347638975 0.82197,0.34617,-0.10079
347643538 0.82406,0.35089,-0.10380
347648351 0.81307,0.37662,-0.10396
347652916 0.82004,0.36442,-0.10586
347657479 0.82156,0.34511,-0.10816
347662294 0.82248,0.35588,-0.10777
347666859 0.81228,0.39530,-0.11716
347671676 0.80610,0.41077,-0.11874
347676242 0.81153,0.40220,-0.11919
347681056 0.81854,0.36725,-0.11203
347685623 0.82055,0.34228,-0.11354
347690184 0.81540,0.36052,-0.11834
347695002 0.80697,0.39076,-0.12274
347699568 0.80073,0.41822,-0.12344
347704861 0.79339,0.41247,-0.11867
347709424 0.80081,0.39475,-0.11487
347714235 0.81222,0.36489,-0.11639
347718803 0.80150,0.40529,-0.11497
347723618 0.79929,0.40833,-0.10858
347728185 0.80326,0.40174,-0.10978
347732747 0.81289,0.37544,-0.10591
347737557 0.81813,0.35534,-0.10577
347742121 0.82672,0.34259,-0.10521
347746934 0.83171,0.33893,-0.10570
347751498 0.82867,0.35105,-0.11072
347756312 0.82629,0.36319,-0.10589
347760876 0.81952,0.38163,-0.10847
347765439 0.82137,0.38134,-0.10651
347770732 0.82217,0.36299,-0.10783
347775294 0.82824,0.35034,-0.11194
347780106 0.83133,0.33752,-0.11947
347784668 0.83293,0.38549,-0.11646
347789479 0.83443,0.38804,-0.12093
347794040 0.84187,0.38099,-0.12337
347798606 0.85347,0.36264,-0.12426
347803416 0.86639,0.34553,-0.12616
347807980 0.87342,0.35323,-0.13021
347812793 0.87177,0.38613,-0.13320
347817359 0.87470,0.41414,-0.13642
347822175 0.87034,0.43527,-0.13880
347826742 0.87244,0.44503,-0.13669
347831307 0.87766,0.42509,-0.13261
347836123 0.88823,0.40407,-0.13470
347841169 0.89308,0.37670,-0.12710
347845978 0.88494,0.37895,-0.12953
347850540 0.88333,0.43211,-0.12852
347855351 0.88460,0.40801,-0.12487
347859913 0.89260,0.38230,-0.12567
347864725 0.89841,0.36487,-0.12408
347869288 0.89310,0.36565,-0.12602
347873851 0.89446,0.38719,-0.12474
347878664 0.88678,0.40531,-0.12437
347883229 0.88065,0.40895,-0.12288
347888043 0.87481,0.40537,-0.11666
347892606 0.88451,0.37251,-0.11520
347897420 0.89291,0.34807,-0.10716
347901983 0.89707,0.34218,-0.10664
347907031 0.89420,0.35543,-0.10723
347911849 0.88882,0.37325,-0.10441
347916414 0.88861,0.35167,-0.10372
347921231 0.89639,0.33631,-0.09625
347925798 0.89392,0.35081,-0.09784
347930618 0.88432,0.37626,-0.09653
347935190 0.88356,0.39364,-0.09570
347939759 0.89122,0.38144,-0.09785
347944580 0.89565,0.35321,-0.09566
347949153 0.89881,0.33332,-0.09378
347953971 0.90053,0.34150,-0.09780
347958541 0.89500,0.35802,-0.10259
347963360 0.88668,0.38046,-0.10889
347967930 0.88287,0.39409,-0.10505
347972978 0.88764,0.36888,-0.10633
347977796 0.89323,0.35137,-0.11236
347982364 0.88696,0.35317,-0.11602
347987184 0.88367,0.38088,-0.10592
347991752 0.88837,0.35739,-0.10771
347996571 0.87598,0.35688,-0.10713
348001140 0.87423,0.36001,-0.10469
348005959 0.86677,0.38379,-0.10485
348010530 0.85362,0.39563,-0.10881
348015102 0.85172,0.38619,-0.10330
348019920 0.84810,0.35821,-0.10131
348024488 0.84083,0.36159,-0.09957
348029305 0.83778,0.36844,-0.09887
348033874 0.82523,0.38715,-0.09183
348039168 0.82665,0.39161,-0.09409
348043736 0.82663,0.36555,-0.09066
348048304 0.82916,0.34428,-0.09294
348053122 0.81855,0.37717,-0.09539
348057691 0.81785,0.37199,-0.09386
348062509 0.82501,0.34993,-0.09346
348067074 0.83242,0.34336,-0.09542
348071892 0.83695,0.35033,-0.09994
348076459 0.83992,0.37735,-0.10266
348081025 0.83905,0.40833,-0.10736
348085839 0.84640,0.42961,-0.10514
348090404 0.85023,0.42079,-0.10508
348095218 0.85792,0.40235,-0.10226
348099785 0.87149,0.38035,-0.09354
348104601 0.86072,0.42772,-0.09685
348109648 0.88638,0.39192,-0.08439
348114212 0.89191,0.40735,-0.08333
348119024 0.89252,0.39840,-0.07759
348123583 0.90659,0.37584,-0.07699
348128394 0.91366,0.36651,-0.07572
348132953 0.91848,0.36677,-0.07624
348137763 0.91462,0.38694,-0.07960
348142327 0.90697,0.42574,-0.08359
348146894 0.90182,0.45475,-0.08751
348151711 0.91372,0.45064,-0.09001
348156280 0.93456,0.40463,-0.09219
348161097 0.94780,0.38058,-0.10165
348165665 0.95645,0.37792,-0.12505
348170482 0.95487,0.40411,-0.13463
348175533 0.97048,0.37941,-0.16993
348180351 0.97493,0.35663,-0.18132
348184922 0.98121,0.34555,-0.21201
348189490 1.00147,0.34034,-0.24187
348194301 1.00758,0.34860,-0.26068
348198866 1.01014,0.35393,-0.27969
348203680 1.00930,0.35238,-0.28754
348208245 1.01050,0.35709,-0.30088
348213058 1.00687,0.35131,-0.31679
348217622 1.00156,0.35732,-0.32272
348222191 0.99212,0.38437,-0.32708
348227006 0.98127,0.39651,-0.33303
348231573 0.97978,0.38300,-0.33191
348236389 0.97387,0.36558,-0.33123
348241436 0.96381,0.38018,-0.32687
348246255 0.94807,0.38247,-0.32014
348250823 0.92846,0.39461,-0.31545
348255393 0.91893,0.37541,-0.30071
348260210 0.90341,0.38839,-0.28965
348264777 0.86834,0.39642,-0.27695
348269593 0.84976,0.38962,-0.25832
348274154 0.83222,0.39083,-0.24691
348278966 0.81295,0.38398,-0.22605
348283526 0.79699,0.38549,-0.20628
348288088 0.77843,0.38358,-0.18696
348292900 0.76077,0.38217,-0.16814
348297460 0.75091,0.38068,-0.14542
348302271 0.74364,0.37857,-0.13872
348307316 0.72948,0.37512,-0.10489
348312130 0.72493,0.36805,-0.08462
348316692 0.72593,0.36589,-0.07575
348321506 0.71887,0.36895,-0.05900
348326075 0.72300,0.36320,-0.04274
348330643 0.72662,0.35917,-0.03756
348335461 0.73453,0.35117,-0.03040
348340028 0.74488,0.34568,-0.02550
348344845 0.75044,0.34986,-0.02607
348349413 0.76340,0.33711,-0.02554
348354230 0.78153,0.33808,-0.03551
348358799 0.79103,0.33641,-0.03727
348363370 0.79937,0.33515,-0.04642
348368189 0.80453,0.33305,-0.05135
348373237 0.81273,0.33544,-0.07012
348378056 0.82201,0.32826,-0.07799
348382625 0.83112,0.32019,-0.08929
348387442 0.83877,0.32946,-0.09828
348392010 0.84612,0.32981,-0.10276
348396578 0.84889,0.33523,-0.11513
348401393 0.85304,0.32457,-0.12047
348405963 0.87086,0.31661,-0.12593
348410779 0.87701,0.31251,-0.12888
348415346 0.88386,0.31383,-0.13287
348420167 0.87724,0.32342,-0.13439
348424738 0.87746,0.33419,-0.13375
348429305 0.89151,0.33345,-0.13310
348434124 0.89147,0.32383,-0.13055
348438693 0.88902,0.31672,-0.13047
348443989 0.89349,0.32478,-0.12910
348448553 0.89381,0.33334,-0.12819
348453368 0.89863,0.32273,-0.12468
348457936 0.89728,0.32738,-0.12422
348462754 0.90271,0.33446,-0.12285
348467324 0.90445,0.33149,-0.12185
348471894 0.90939,0.32338,-0.12033
348476712 0.91057,0.32802,-0.11964
348481280 0.91216,0.33393,-0.12093
348486099 0.91248,0.33165,-0.11772
348490669 0.91577,0.31945,-0.11984
348495489 0.91766,0.31831,-0.12378
348500059 0.91736,0.31500,-0.12916
348504630 0.92124,0.31549,-0.12919
348509928 0.91678,0.31773,-0.13066
348514496 0.91426,0.31246,-0.13650
348519312 0.91493,0.31809,-0.13606
348523877 0.91076,0.31372,-0.13821
348528693 0.90965,0.30759,-0.13815
348533260 0.90408,0.30880,-0.13738
348537824 0.90280,0.31726,-0.14336
348542638 0.89282,0.30892,-0.14297
348547203 0.89681,0.29630,-0.13772
348552020 0.88429,0.31468,-0.13780
348556589 0.88804,0.30246,-0.13919
348561406 0.87998,0.30250,-0.13053
348565974 0.87439,0.29326,-0.12279
348570541 0.87140,0.28229,-0.11430
348575839 0.86993,0.29534,-0.11712
348580408 0.86174,0.28783,-0.11011
348585223 0.86856,0.28920,-0.10574
348589791 0.86150,0.28224,-0.10145
348594610 0.86469,0.28796,-0.09414
348599178 0.86894,0.27974,-0.08769
348603995 0.86938,0.28009,-0.08130
348608562 0.87075,0.27995,-0.07516
348613132 0.86597,0.28400,-0.07000
348617949 0.86491,0.28195,-0.06604
348622519 0.86972,0.27669,-0.06085
348627339 0.86883,0.28118,-0.05302
348631912 0.86611,0.28012,-0.04979
348636731 0.86711,0.27801,-0.04289
348641779 0.86782,0.27212,-0.04235
348646348 0.87025,0.27431,-0.04189
348651166 0.87219,0.26667,-0.03962
348655736 0.87064,0.27057,-0.03866
348660557 0.87031,0.26766,-0.04011
348665129 0.87240,0.27266,-0.04484
348669949 0.87262,0.26755,-0.04627
348674520 0.87579,0.26880,-0.04729
348679090 0.87690,0.26439,-0.04726
348683908 0.87483,0.25904,-0.04916
348688473 0.88005,0.27133,-0.05078
348693292 0.87970,0.26356,-0.05391
348697860 0.88908,0.26450,-0.05176
348702679 0.88392,0.27242,-0.05549
348707249 0.88569,0.27396,-0.05872
348712549 0.89027,0.27986,-0.05954
348717119 0.89344,0.28628,-0.06158
348721688 0.89319,0.28678,-0.06208
348726503 0.89731,0.28197,-0.06575
348731069 0.89879,0.29034,-0.06731
348735886 0.89999,0.28408,-0.07268
348740449 0.90333,0.28654,-0.07272
348745263 0.90055,0.28717,-0.07935
348749830 0.90490,0.28775,-0.08307
348754397 0.90187,0.28881,-0.08700
348759212 0.90116,0.28935,-0.08897
348763778 0.90662,0.28008,-0.09089
348768596 0.90829,0.28394,-0.08798
348773164 0.90913,0.27516,-0.08988
348778464 0.90728,0.27533,-0.08691
348783034 0.90824,0.26936,-0.09375
348787607 0.90649,0.26736,-0.09225
348792429 0.90554,0.26283,-0.09762
