# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
03/27/20 20:05:48.716732 0.14404,1.03027,-0.07031
03/27/20 20:05:48.725803 0.12988,0.95850,-0.06787
03/27/20 20:05:48.735123 0.14478,0.88574,-0.05566
03/27/20 20:05:48.744446 0.16797,0.83008,-0.04834
03/27/20 20:05:48.753761 0.17578,0.77002,-0.03467
03/27/20 20:05:48.763084 0.16797,0.72461,-0.02588
03/27/20 20:05:48.772404 0.15430,0.70166,-0.02222
03/27/20 20:05:48.781719 0.14844,0.66919,-0.01904
03/27/20 20:05:48.790779 0.12158,0.64648,-0.00488
03/27/20 20:05:48.800095 0.12793,0.65845,-0.01709
03/27/20 20:05:48.805443 0.13208,0.65991,-0.02222
03/27/20 20:05:48.814758 0.13184,0.67358,-0.02930
03/27/20 20:05:48.823811 0.11890,0.69214,-0.03174
03/27/20 20:05:48.833122 0.09766,0.70996,-0.03809
03/27/20 20:05:48.842438 0.09033,0.73315,-0.03271
03/27/20 20:05:48.851757 0.08838,0.75171,-0.02441
03/27/20 20:05:48.861069 0.07422,0.73438,-0.00879
03/27/20 20:05:48.870377 0.05396,0.72852,0.01709
03/27/20 20:05:48.879696 0.03369,0.72559,0.03687
03/27/20 20:05:48.888752 0.03662,0.71362,0.05127
03/27/20 20:05:48.894100 0.04492,0.70361,0.05981
03/27/20 20:05:48.903416 0.04248,0.68164,0.07837
03/27/20 20:05:48.912739 0.03784,0.67358,0.08984
03/27/20 20:05:48.921791 0.03564,0.69922,0.08789
03/27/20 20:05:48.931122 0.04395,0.72705,0.09082
03/27/20 20:05:48.940445 0.05103,0.75098,0.09644
03/27/20 20:05:48.949768 0.06836,0.79224,0.08350
03/27/20 20:05:48.959091 0.07910,0.83472,0.08252
03/27/20 20:05:48.968422 0.09033,0.85229,0.07129
03/27/20 20:05:48.977745 0.11133,0.87231,0.06299
03/27/20 20:05:48.986824 0.11548,0.90015,0.05762
03/27/20 20:05:48.992168 0.12793,0.91406,0.05591
03/27/20 20:05:49.001495 0.14136,0.93701,0.05347
03/27/20 20:05:49.010811 0.15576,0.97290,0.05518
03/27/20 20:05:49.019878 0.14063,0.98047,0.06738
03/27/20 20:05:49.029202 0.14551,0.97607,0.07983
03/27/20 20:05:49.038525 0.15527,0.95459,0.09155
03/27/20 20:05:49.047840 0.15942,0.94336,0.09888
03/27/20 20:05:49.057163 0.18604,1.01831,0.08154
03/27/20 20:05:49.066490 0.17334,1.03271,0.09277
03/27/20 20:05:49.075825 0.16479,1.08325,0.07495
03/27/20 20:05:49.085629 0.14844,1.17456,0.06934
03/27/20 20:05:49.094707 0.16919,1.24634,0.06055
03/27/20 20:05:49.104019 0.19702,1.31030,0.04395
03/27/20 20:05:49.113342 0.22095,1.34131,0.02539
03/27/20 20:05:49.122662 0.24341,1.36230,0.03857
03/27/20 20:05:49.131981 0.23413,1.35474,0.07129
03/27/20 20:05:49.141296 0.20850,1.32690,0.06006
03/27/20 20:05:49.150375 0.19409,1.33228,0.05273
03/27/20 20:05:49.159691 0.18188,1.32520,0.03271
03/27/20 20:05:49.169014 0.15186,1.29053,0.03418
03/27/20 20:05:49.174358 0.12842,1.27905,0.03613
03/27/20 20:05:49.183674 0.09570,1.28125,0.00049
03/27/20 20:05:49.192734 0.13062,1.30884,-0.08203
03/27/20 20:05:49.202061 0.16187,1.35522,-0.14331
03/27/20 20:05:49.211384 0.20532,1.36377,-0.20801
03/27/20 20:05:49.220703 0.25342,1.32471,-0.23193
03/27/20 20:05:49.230034 0.26660,1.26709,-0.22998
03/27/20 20:05:49.239368 0.23438,1.20020,-0.21460
03/27/20 20:05:49.248695 0.19556,1.17920,-0.20508
03/27/20 20:05:49.257767 0.14551,1.13965,-0.19824
03/27/20 20:05:49.263123 0.12158,1.10034,-0.19775
03/27/20 20:05:49.272457 0.09448,1.02026,-0.20166
03/27/20 20:05:49.281796 0.02954,0.97437,-0.18140
03/27/20 20:05:49.290875 0.00000,0.88794,-0.15088
03/27/20 20:05:49.300217 0.00049,0.80322,-0.11768
03/27/20 20:05:49.309547 -0.02002,0.72534,-0.06519
03/27/20 20:05:49.318878 -0.02197,0.67920,-0.06128
03/27/20 20:05:49.328209 -0.00293,0.65698,-0.03662
03/27/20 20:05:49.337532 0.00830,0.70117,-0.04980
03/27/20 20:05:49.346859 -0.01855,0.67041,-0.04248
03/27/20 20:05:49.356411 -0.02490,0.70898,-0.05835
03/27/20 20:05:49.365738 -0.03711,0.75732,-0.04932
03/27/20 20:05:49.375065 -0.02393,0.77441,-0.05176
03/27/20 20:05:49.384377 0.00488,0.78320,-0.05957
03/27/20 20:05:49.393688 0.01685,0.78809,-0.05225
03/27/20 20:05:49.403008 0.04492,0.78320,-0.04858
03/27/20 20:05:49.412338 0.05957,0.76611,-0.03833
03/27/20 20:05:49.421413 0.06982,0.75781,-0.04004
03/27/20 20:05:49.430733 0.06372,0.73145,-0.01855
03/27/20 20:05:49.440052 0.05762,0.73804,0.00781
03/27/20 20:05:49.445400 0.05713,0.72729,0.01221
03/27/20 20:05:49.454468 0.05298,0.73193,0.02783
03/27/20 20:05:49.463787 0.04785,0.74414,0.03540
03/27/20 20:05:49.473106 0.05249,0.76221,0.04297
03/27/20 20:05:49.482433 0.05396,0.75464,0.05835
03/27/20 20:05:49.491753 0.05859,0.76660,0.06641
03/27/20 20:05:49.501076 0.04883,0.78833,0.07031
03/27/20 20:05:49.510380 0.04883,0.81348,0.07690
03/27/20 20:05:49.519459 0.04956,0.83765,0.09277
03/27/20 20:05:49.528786 0.05151,0.85742,0.10278
03/27/20 20:05:49.534142 0.05664,0.84888,0.11133
03/27/20 20:05:49.543461 0.05811,0.85229,0.13477
03/27/20 20:05:49.552776 0.03955,0.85522,0.15088
03/27/20 20:05:49.561840 0.04248,0.89746,0.16187
03/27/20 20:05:49.571163 0.03467,0.91235,0.17383
03/27/20 20:05:49.580479 0.04565,0.93945,0.16650
03/27/20 20:05:49.589806 0.04614,0.96289,0.15698
03/27/20 20:05:49.599121 0.05273,0.99536,0.13599
03/27/20 20:05:49.608448 0.07227,1.07153,0.08521
03/27/20 20:05:49.617516 0.10742,1.16162,0.05420
03/27/20 20:05:49.626835 0.11938,1.23120,0.02881
03/27/20 20:05:49.632187 0.14917,1.25293,0.01538
03/27/20 20:05:49.641510 0.18970,1.28711,-0.00928
03/27/20 20:05:49.650829 0.21411,1.28589,-0.01025
03/27/20 20:05:49.659905 0.21411,1.26709,-0.01978
03/27/20 20:05:49.669228 0.18750,1.26514,-0.02271
03/27/20 20:05:49.678555 0.14526,1.19141,0.02930
03/27/20 20:05:49.687878 0.09302,1.13354,0.06592
03/27/20 20:05:49.697201 0.07983,1.13989,0.06836
03/27/20 20:05:49.706520 0.09155,1.15112,0.07031
03/27/20 20:05:49.715843 0.13550,1.13086,0.09033
03/27/20 20:05:49.725376 0.18433,1.09863,0.09082
03/27/20 20:05:49.734703 0.21460,1.12158,0.05640
03/27/20 20:05:49.744022 0.26978,1.14941,-0.01489
03/27/20 20:05:49.753357 0.29346,1.17383,-0.06909
03/27/20 20:05:49.762684 0.32495,1.23853,-0.12549
03/27/20 20:05:49.772003 0.35962,1.29395,-0.16016
03/27/20 20:05:49.781330 0.33081,1.29565,-0.17236
03/27/20 20:05:49.790409 0.28931,1.28735,-0.17334
03/27/20 20:05:49.799725 0.25635,1.28638,-0.18237
03/27/20 20:05:49.809044 0.21338,1.22803,-0.18262
03/27/20 20:05:49.814396 0.18994,1.18579,-0.18652
03/27/20 20:05:49.823471 0.16626,1.10278,-0.17871
03/27/20 20:05:49.832794 0.17554,1.00024,-0.15039
03/27/20 20:05:49.842113 0.18311,0.91406,-0.12646
03/27/20 20:05:49.851441 0.18799,0.85449,-0.09033
03/27/20 20:05:49.860760 0.17773,0.80981,-0.07129
03/27/20 20:05:49.870079 0.15063,0.75122,-0.06201
03/27/20 20:05:49.879402 0.13428,0.72559,-0.05371
03/27/20 20:05:49.888470 0.13965,0.70044,-0.06787
03/27/20 20:05:49.897789 0.13086,0.68408,-0.07764
03/27/20 20:05:49.903141 0.14209,0.69019,-0.07520
03/27/20 20:05:49.912464 0.14551,0.71021,-0.07227
03/27/20 20:05:49.921539 0.12549,0.71729,-0.06836
03/27/20 20:05:49.930859 0.09668,0.73926,-0.05493
03/27/20 20:05:49.940178 0.07666,0.75977,-0.03809
03/27/20 20:05:49.949482 0.03491,0.76416,-0.01855
03/27/20 20:05:49.958790 0.00879,0.77344,-0.00244
03/27/20 20:05:49.968102 0.00488,0.77612,0.01318
03/27/20 20:05:49.977413 0.00342,0.77759,0.02490
03/27/20 20:05:49.986484 -0.00635,0.79077,0.03662
03/27/20 20:05:49.991840 -0.00586,0.80737,0.03418
03/27/20 20:05:50.001156 0.01025,0.79614,0.04443
03/27/20 20:05:50.010483 0.00488,0.78564,0.05933
03/27/20 20:05:50.019554 0.01489,0.79468,0.06152
03/27/20 20:05:50.028877 0.02319,0.78882,0.06079
03/27/20 20:05:50.038197 0.02856,0.79395,0.06396
03/27/20 20:05:50.047523 0.04492,0.81348,0.07129
03/27/20 20:05:50.056862 0.06836,0.80664,0.07031
03/27/20 20:05:50.066189 0.08960,0.83374,0.07788
03/27/20 20:05:50.075520 0.11035,0.86206,0.06689
03/27/20 20:05:50.085323 0.12207,0.88525,0.06323
03/27/20 20:05:50.094395 0.11963,0.91260,0.07324
03/27/20 20:05:50.103718 0.11499,0.92334,0.07666
03/27/20 20:05:50.113041 0.10840,0.92090,0.07764
03/27/20 20:05:50.122364 0.14160,0.93872,0.09375
03/27/20 20:05:50.131683 0.15430,0.92529,0.09595
03/27/20 20:05:50.141006 0.16357,0.92236,0.10107
03/27/20 20:05:50.150318 0.17578,0.95776,0.08838
03/27/20 20:05:50.159374 0.18066,0.99023,0.07031
03/27/20 20:05:50.168690 0.16211,1.03149,0.05811
03/27/20 20:05:50.178013 0.15601,1.08862,0.05127
03/27/20 20:05:50.183357 0.16455,1.14819,0.04199
03/27/20 20:05:50.192417 0.16602,1.19897,0.04028
03/27/20 20:05:50.201733 0.16846,1.24951,0.04834
03/27/20 20:05:50.211048 0.15698,1.25586,0.05029
03/27/20 20:05:50.220367 0.14893,1.26880,0.06982
03/27/20 20:05:50.229687 0.12158,1.27124,0.10449
03/27/20 20:05:50.239010 0.08813,1.25269,0.10449
03/27/20 20:05:50.248333 0.04199,1.23462,0.07861
03/27/20 20:05:50.257408 0.00684,1.24658,0.05322
03/27/20 20:05:50.266739 -0.00732,1.25098,0.01758
03/27/20 20:05:50.272099 -0.00488,1.26025,0.00659
03/27/20 20:05:50.281414 0.00830,1.27344,-0.00732
03/27/20 20:05:50.290497 0.04175,1.30786,-0.07080
03/27/20 20:05:50.299824 0.08398,1.31787,-0.11060
03/27/20 20:05:50.309143 0.16650,1.33252,-0.15332
03/27/20 20:05:50.318470 0.18286,1.31250,-0.16699
03/27/20 20:05:50.327801 0.14893,1.27246,-0.15552
03/27/20 20:05:50.337128 0.08813,1.21460,-0.13306
03/27/20 20:05:50.346451 0.04785,1.18188,-0.10840
03/27/20 20:05:50.355526 0.00732,1.15210,-0.08936
03/27/20 20:05:50.360882 0.00269,1.12817,-0.08984
03/27/20 20:05:50.370213 -0.00049,1.06274,-0.07129
03/27/20 20:05:50.379540 0.00537,0.98438,-0.07031
03/27/20 20:05:50.388615 0.04028,0.91089,-0.08130
03/27/20 20:05:50.397938 0.06177,0.83398,-0.08374
03/27/20 20:05:50.407269 0.06714,0.78955,-0.08789
03/27/20 20:05:50.416599 0.07983,0.75952,-0.09473
03/27/20 20:05:50.425930 0.09497,0.73022,-0.08325
03/27/20 20:05:50.435249 0.06958,0.70215,-0.09790
03/27/20 20:05:50.444576 0.04443,0.72754,-0.08887
03/27/20 20:05:50.454388 0.02856,0.73120,-0.07837
03/27/20 20:05:50.463467 0.01245,0.72314,-0.06885
03/27/20 20:05:50.472794 -0.00024,0.71851,-0.04932
03/27/20 20:05:50.482136 -0.01514,0.72217,-0.05176
03/27/20 20:05:50.491467 -0.03271,0.73145,-0.04370
03/27/20 20:05:50.500790 -0.01782,0.73071,-0.02979
03/27/20 20:05:50.510117 -0.00952,0.72168,-0.02344
03/27/20 20:05:50.519188 -0.01953,0.70020,-0.00586
03/27/20 20:05:50.528503 -0.05371,0.70264,0.00781
03/27/20 20:05:50.537815 -0.04614,0.71338,0.01611
03/27/20 20:05:50.543163 -0.03369,0.70630,0.01953
03/27/20 20:05:50.552479 -0.01123,0.68555,0.01782
03/27/20 20:05:50.561535 0.01514,0.70508,0.02246
03/27/20 20:05:50.570843 0.01172,0.71436,0.02246
03/27/20 20:05:50.580151 0.02783,0.72168,0.03369
03/27/20 20:05:50.589462 0.05640,0.74316,0.03979
03/27/20 20:05:50.598770 0.07031,0.77783,0.03979
03/27/20 20:05:50.608082 0.06299,0.79590,0.05273
03/27/20 20:05:50.617397 0.04028,0.80908,0.06152
03/27/20 20:05:50.626457 0.04102,0.85645,0.06201
03/27/20 20:05:50.631802 0.05884,0.88745,0.06836
03/27/20 20:05:50.641109 0.06128,0.91309,0.07471
03/27/20 20:05:50.650417 0.06836,0.92578,0.09082
03/27/20 20:05:50.659481 0.06519,0.94727,0.11035
03/27/20 20:05:50.668797 0.07422,0.95361,0.11401
03/27/20 20:05:50.678112 0.07788,0.97510,0.10889
03/27/20 20:05:50.687435 0.08740,1.03564,0.09790
03/27/20 20:05:50.696766 0.10083,1.10107,0.08740
03/27/20 20:05:50.706089 0.10791,1.15112,0.06396
03/27/20 20:05:50.715412 0.08911,1.22314,0.04688
03/27/20 20:05:50.724972 0.08154,1.28467,0.03223
03/27/20 20:05:50.734299 0.11157,1.32935,0.00879
03/27/20 20:05:50.743626 0.16382,1.34619,-0.00928
03/27/20 20:05:50.752945 0.19141,1.35791,-0.01074
03/27/20 20:05:50.762268 0.19385,1.34912,0.00684
03/27/20 20:05:50.771595 0.17700,1.29565,0.05859
03/27/20 20:05:50.780926 0.14331,1.26611,0.09033
03/27/20 20:05:50.790005 0.10522,1.23999,0.08228
03/27/20 20:05:50.799332 0.07593,1.24561,0.07788
03/27/20 20:05:50.808659 0.04736,1.22437,0.09082
03/27/20 20:05:50.814011 0.03979,1.21338,0.08789
03/27/20 20:05:50.823086 0.06128,1.19360,0.07935
03/27/20 20:05:50.832409 0.08252,1.19141,0.03711
03/27/20 20:05:50.841732 0.10034,1.20947,-0.00024
03/27/20 20:05:50.851063 0.14673,1.24316,-0.05322
03/27/20 20:05:50.860394 0.19702,1.21533,-0.09570
03/27/20 20:05:50.869732 0.21216,1.22119,-0.09839
03/27/20 20:05:50.879067 0.17969,1.19653,-0.09326
03/27/20 20:05:50.888161 0.16577,1.15479,-0.09180
03/27/20 20:05:50.897488 0.12598,1.13428,-0.07813
03/27/20 20:05:50.902840 0.11450,1.11133,-0.07422
03/27/20 20:05:50.912163 0.09180,1.06299,-0.09131
03/27/20 20:05:50.921253 0.10449,1.04663,-0.09863
03/27/20 20:05:50.930599 0.12500,1.00586,-0.10034
03/27/20 20:05:50.939938 0.13770,0.95850,-0.09961
03/27/20 20:05:50.949272 0.14404,0.90527,-0.09888
03/27/20 20:05:50.958607 0.14526,0.86084,-0.09521
03/27/20 20:05:50.967941 0.14355,0.81201,-0.08740
03/27/20 20:05:50.977283 0.13916,0.77905,-0.07837
03/27/20 20:05:50.986366 0.14111,0.74561,-0.07349
03/27/20 20:05:50.995709 0.14575,0.74512,-0.06152
03/27/20 20:05:51.001076 0.13086,0.73511,-0.05542
03/27/20 20:05:51.010414 0.11841,0.71411,-0.04590
03/27/20 20:05:51.019741 0.10278,0.69922,-0.03711
03/27/20 20:05:51.028816 0.09253,0.70215,-0.02319
03/27/20 20:05:51.038136 0.08691,0.67603,-0.00830
03/27/20 20:05:51.047455 0.07227,0.66064,0.00781
03/27/20 20:05:51.056763 0.05859,0.65210,0.02075
03/27/20 20:05:51.066078 0.04590,0.64844,0.02466
03/27/20 20:05:51.075390 0.03516,0.63428,0.04492
03/27/20 20:05:51.084698 0.03857,0.63843,0.05322
03/27/20 20:05:51.094231 0.01636,0.62744,0.06055
03/27/20 20:05:51.103550 -0.00098,0.65674,0.07617
03/27/20 20:05:51.112877 -0.01050,0.67261,0.08569
03/27/20 20:05:51.122192 -0.00293,0.68213,0.09644
03/27/20 20:05:51.131519 0.00073,0.69971,0.10938
03/27/20 20:05:51.140846 0.01050,0.73999,0.09521
03/27/20 20:05:51.150173 0.02368,0.77319,0.09448
03/27/20 20:05:51.159245 0.04395,0.81177,0.09888
03/27/20 20:05:51.168571 0.04785,0.83130,0.10059
03/27/20 20:05:51.177891 0.04175,0.86206,0.09985
03/27/20 20:05:51.183243 0.04077,0.88525,0.09863
03/27/20 20:05:51.192318 0.05518,0.92505,0.10645
03/27/20 20:05:51.201645 0.05957,0.95264,0.10693
03/27/20 20:05:51.210964 0.05664,0.97192,0.10791
03/27/20 20:05:51.220299 0.07690,1.00098,0.10986
03/27/20 20:05:51.229637 0.09937,1.00757,0.10645
03/27/20 20:05:51.238976 0.12476,0.99341,0.09521
03/27/20 20:05:51.248306 0.14355,1.02808,0.06128
03/27/20 20:05:51.257389 0.19482,1.12964,0.01880
03/27/20 20:05:51.266712 0.26099,1.21582,-0.01270
03/27/20 20:05:51.272072 0.26416,1.25049,-0.02197
03/27/20 20:05:51.281399 0.25024,1.31616,-0.00928
03/27/20 20:05:51.290474 0.22803,1.33130,0.02051
03/27/20 20:05:51.299793 0.19116,1.31519,0.04980
03/27/20 20:05:51.309116 0.18188,1.31519,0.06274
03/27/20 20:05:51.318436 0.14746,1.29126,0.08643
03/27/20 20:05:51.327763 0.10474,1.25513,0.13159
03/27/20 20:05:51.337082 0.06079,1.21021,0.14087
03/27/20 20:05:51.346413 0.02808,1.18262,0.10522
03/27/20 20:05:51.355488 0.04688,1.22852,0.04053
03/27/20 20:05:51.360844 0.06006,1.24927,0.02295
03/27/20 20:05:51.370167 0.05957,1.26245,0.03955
03/27/20 20:05:51.379490 0.05762,1.24316,0.03125
03/27/20 20:05:51.388565 0.06274,1.23413,-0.00781
03/27/20 20:05:51.397900 0.07446,1.22900,-0.03979
03/27/20 20:05:51.407223 0.12012,1.20215,-0.08643
03/27/20 20:05:51.416554 0.14014,1.15967,-0.09473
03/27/20 20:05:51.425877 0.11230,1.11694,-0.05957
03/27/20 20:05:51.435200 0.09351,1.05640,-0.05835
03/27/20 20:05:51.444523 0.09521,1.03662,-0.06592
03/27/20 20:05:51.454323 0.09546,1.02026,-0.08081
03/27/20 20:05:51.463394 0.06006,1.00439,-0.10059
03/27/20 20:05:51.472725 0.03540,1.01221,-0.11133
03/27/20 20:05:51.482056 0.03833,1.01050,-0.11450
03/27/20 20:05:51.491383 0.02856,0.95752,-0.10742
03/27/20 20:05:51.500710 0.01099,0.92090,-0.09644
03/27/20 20:05:51.510040 -0.00146,0.86890,-0.08350
03/27/20 20:05:51.519375 -0.02173,0.83252,-0.06787
03/27/20 20:05:51.528446 -0.04346,0.81323,-0.03979
03/27/20 20:05:51.537769 -0.02661,0.79370,-0.03467
03/27/20 20:05:51.543121 -0.01953,0.79297,-0.02686
03/27/20 20:05:51.552448 -0.01489,0.77002,-0.00439
03/27/20 20:05:51.561516 -0.01855,0.76465,0.00293
03/27/20 20:05:51.570835 -0.03711,0.76123,0.01270
03/27/20 20:05:51.580147 -0.01270,0.78076,0.01563
03/27/20 20:05:51.589462 -0.02759,0.77759,0.02490
03/27/20 20:05:51.598778 -0.02979,0.77393,0.02637
03/27/20 20:05:51.608097 -0.00879,0.77075,0.02393
03/27/20 20:05:51.617413 0.00781,0.75366,0.02588
03/27/20 20:05:51.626472 0.03174,0.72705,0.03467
03/27/20 20:05:51.631821 0.03931,0.73193,0.02637
03/27/20 20:05:51.641129 0.03003,0.70605,0.03369
03/27/20 20:05:51.650440 0.03613,0.71289,0.03516
03/27/20 20:05:51.659504 0.03125,0.69434,0.05469
03/27/20 20:05:51.668819 0.03564,0.69312,0.07227
03/27/20 20:05:51.678127 0.05347,0.69580,0.08301
03/27/20 20:05:51.687447 0.06592,0.70776,0.09277
03/27/20 20:05:51.696766 0.05444,0.75195,0.10034
03/27/20 20:05:51.706089 0.03833,0.75684,0.11841
03/27/20 20:05:51.715408 0.03906,0.79224,0.12500
03/27/20 20:05:51.724480 0.03003,0.83057,0.11450
03/27/20 20:05:51.729832 0.02881,0.85913,0.11523
03/27/20 20:05:51.739151 0.02881,0.90820,0.12305
03/27/20 20:05:51.748467 0.05688,0.95239,0.11035
03/27/20 20:05:51.757538 0.07886,0.97388,0.10547
03/27/20 20:05:51.766865 0.07520,1.00854,0.10986
03/27/20 20:05:51.776199 0.07813,1.03809,0.11230
03/27/20 20:05:51.785534 0.06543,1.04663,0.12939
03/27/20 20:05:51.794868 0.03955,1.06348,0.12500
03/27/20 20:05:51.804199 0.04199,1.11597,0.10278
03/27/20 20:05:51.813530 0.06445,1.16162,0.07324
03/27/20 20:05:51.823097 0.10132,1.20313,0.04639
03/27/20 20:05:51.832424 0.14014,1.22705,0.03369
03/27/20 20:05:51.841755 0.17383,1.24707,0.03174
03/27/20 20:05:51.851086 0.17676,1.26587,0.01660
03/27/20 20:05:51.860409 0.18994,1.26855,0.01880
03/27/20 20:05:51.869732 0.19092,1.23486,0.04736
03/27/20 20:05:51.879063 0.16357,1.20825,0.05713
03/27/20 20:05:51.888142 0.12109,1.21802,0.04224
03/27/20 20:05:51.897469 0.10010,1.22412,0.02148
03/27/20 20:05:51.906796 0.10718,1.24731,0.03174
03/27/20 20:05:51.912148 0.11035,1.23633,0.03613
03/27/20 20:05:51.921482 0.12354,1.19873,-0.00171
03/27/20 20:05:51.930561 0.14746,1.20410,-0.04980
03/27/20 20:05:51.939896 0.18042,1.23926,-0.09790
03/27/20 20:05:51.949226 0.20435,1.24219,-0.15869
03/27/20 20:05:51.958550 0.23242,1.26465,-0.18652
03/27/20 20:05:51.967877 0.25488,1.25513,-0.19995
03/27/20 20:05:51.977211 0.25928,1.23511,-0.18506
03/27/20 20:05:51.986542 0.20972,1.17578,-0.16455
03/27/20 20:05:51.995621 0.15845,1.13892,-0.15796
03/27/20 20:05:52.000984 0.13110,1.11792,-0.15625
03/27/20 20:05:52.010307 0.08276,1.06934,-0.15234
03/27/20 20:05:52.019630 0.06250,1.02759,-0.13940
03/27/20 20:05:52.028706 0.04028,0.95557,-0.12158
03/27/20 20:05:52.038033 0.02905,0.87891,-0.09229
03/27/20 20:05:52.047356 0.03271,0.79443,-0.05933
03/27/20 20:05:52.056679 0.03735,0.76074,-0.05713
03/27/20 20:05:52.066006 0.04395,0.75537,-0.04956
03/27/20 20:05:52.075333 0.04443,0.75415,-0.04443
03/27/20 20:05:52.084660 0.08301,0.75732,-0.05127
03/27/20 20:05:52.094215 0.10669,0.75146,-0.04980
03/27/20 20:05:52.103527 0.09375,0.74951,-0.03906
03/27/20 20:05:52.112843 0.08691,0.75562,-0.03369
03/27/20 20:05:52.122158 0.07764,0.75732,-0.02979
03/27/20 20:05:52.131458 0.06982,0.76416,-0.01318
03/27/20 20:05:52.140755 0.06445,0.76807,-0.00171
03/27/20 20:05:52.150055 0.04834,0.76416,0.00903
03/27/20 20:05:52.159111 0.03369,0.75269,0.02100
03/27/20 20:05:52.168419 0.02808,0.74951,0.03076
03/27/20 20:05:52.177731 0.03174,0.75488,0.01953
03/27/20 20:05:52.183075 0.04077,0.76074,0.02246
03/27/20 20:05:52.192135 0.05273,0.76318,0.03711
03/27/20 20:05:52.201447 0.04492,0.73022,0.05371
03/27/20 20:05:52.210770 0.05713,0.77051,0.04834
03/27/20 20:05:52.220085 0.06470,0.77979,0.05518
03/27/20 20:05:52.229401 0.06616,0.76953,0.07153
03/27/20 20:05:52.238709 0.06152,0.77612,0.08203
03/27/20 20:05:52.248032 0.06445,0.79785,0.08545
03/27/20 20:05:52.257099 0.08447,0.81982,0.08887
03/27/20 20:05:52.266422 0.09253,0.84155,0.08545
03/27/20 20:05:52.275742 0.11572,0.87524,0.08398
03/27/20 20:05:52.281094 0.12866,0.88940,0.08984
03/27/20 20:05:52.290150 0.12720,0.91992,0.08740
03/27/20 20:05:52.299465 0.14063,0.94727,0.08643
03/27/20 20:05:52.308777 0.13892,0.96289,0.09082
03/27/20 20:05:52.318092 0.12622,0.97192,0.08643
03/27/20 20:05:52.327408 0.12598,0.99487,0.08496
03/27/20 20:05:52.336739 0.13818,1.03784,0.06592
03/27/20 20:05:52.346058 0.14063,1.07959,0.05420
03/27/20 20:05:52.355137 0.12183,1.09644,0.04248
03/27/20 20:05:52.364452 0.11035,1.11377,0.02881
03/27/20 20:05:52.369808 0.12207,1.12744,0.00781
03/27/20 20:05:52.379128 0.14478,1.14941,0.00342
03/27/20 20:05:52.388207 0.15234,1.15771,0.00220
03/27/20 20:05:52.397522 0.14355,1.16260,0.00781
03/27/20 20:05:52.406845 0.13818,1.20410,-0.00488
03/27/20 20:05:52.416157 0.13940,1.22266,0.02319
03/27/20 20:05:52.425476 0.10840,1.20264,0.06030
03/27/20 20:05:52.434795 0.06714,1.19214,0.04590
03/27/20 20:05:52.444122 0.03833,1.21094,0.02124
03/27/20 20:05:52.453194 0.03027,1.26758,0.00146
03/27/20 20:05:52.458546 0.03418,1.28174,-0.00391
03/27/20 20:05:52.467869 0.04492,1.31372,-0.02026
03/27/20 20:05:52.477184 0.06274,1.32397,-0.04419
03/27/20 20:05:52.486504 0.08911,1.31885,-0.07886
03/27/20 20:05:52.495583 0.14429,1.32568,-0.14624
03/27/20 20:05:52.504902 0.19019,1.32788,-0.19409
03/27/20 20:05:52.514229 0.21289,1.31128,-0.21387
03/27/20 20:05:52.523560 0.19287,1.26758,-0.19580
03/27/20 20:05:52.532879 0.15381,1.24170,-0.16138
03/27/20 20:05:52.542198 0.10059,1.18604,-0.13892
03/27/20 20:05:52.551994 0.04980,1.12402,-0.10596
03/27/20 20:05:52.561069 0.00171,1.08203,-0.07837
03/27/20 20:05:52.570408 -0.01147,1.02417,-0.07739
03/27/20 20:05:52.579735 -0.03467,0.96191,-0.05591
03/27/20 20:05:52.589062 -0.02783,0.89990,-0.05322
03/27/20 20:05:52.598389 -0.00293,0.84155,-0.05127
03/27/20 20:05:52.607712 0.02148,0.77588,-0.05127
03/27/20 20:05:52.617043 0.05518,0.74609,-0.05762
03/27/20 20:05:52.626106 0.04614,0.69629,-0.04590
03/27/20 20:05:52.635426 0.02734,0.68018,-0.02441
03/27/20 20:05:52.640774 0.02393,0.67798,-0.02026
03/27/20 20:05:52.650093 0.01611,0.68799,-0.02271
03/27/20 20:05:52.659157 0.00488,0.71655,-0.01880
03/27/20 20:05:52.668488 -0.00635,0.75171,-0.02295
03/27/20 20:05:52.677814 -0.01025,0.78662,-0.02930
03/27/20 20:05:52.687145 -0.00317,0.80835,-0.04028
03/27/20 20:05:52.696472 0.00830,0.82104,-0.04688
03/27/20 20:05:52.705795 0.01953,0.81299,-0.04102
03/27/20 20:05:52.715115 0.02197,0.80078,-0.03638
03/27/20 20:05:52.724178 0.01855,0.77490,-0.02124
03/27/20 20:05:52.729534 0.01465,0.76514,-0.01465
03/27/20 20:05:52.738857 0.01318,0.73975,-0.00439
03/27/20 20:05:52.748177 0.00391,0.73755,0.00830
03/27/20 20:05:52.757236 0.00781,0.75464,0.01538
03/27/20 20:05:52.766552 0.01807,0.75928,0.02051
03/27/20 20:05:52.775852 0.03369,0.76221,0.04419
03/27/20 20:05:52.785156 0.03320,0.78979,0.04248
03/27/20 20:05:52.794476 0.00269,0.81763,0.06689
03/27/20 20:05:52.803806 -0.01221,0.82520,0.07422
