# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
03/24/20 16:48:15.784209 0.01074,0.97705,0.01611
03/24/20 16:48:15.793508 0.01367,0.97559,0.01270
03/24/20 16:48:15.802816 0.01440,0.97705,0.01587
03/24/20 16:48:15.812123 0.01245,0.97852,0.01660
03/24/20 16:48:15.821911 0.01123,0.97412,0.01318
03/24/20 16:48:15.830974 0.01343,0.97290,0.01807
03/24/20 16:48:15.840270 0.01514,0.97241,0.01758
03/24/20 16:48:15.849595 0.01196,0.97192,0.01416
03/24/20 16:48:15.858904 0.01147,0.97461,0.01904
03/24/20 16:48:15.868229 0.01172,0.97632,0.01855
03/24/20 16:48:15.877547 0.01294,0.97656,0.01611
03/24/20 16:48:15.886609 0.01636,0.97437,0.01465
03/24/20 16:48:15.895928 0.01245,0.97607,0.01685
03/24/20 16:48:15.905254 0.01172,0.97583,0.01514
03/24/20 16:48:15.914559 0.01416,0.97559,0.01685
03/24/20 16:48:15.919913 0.01221,0.97485,0.01904
03/24/20 16:48:15.928957 0.01123,0.97729,0.01367
03/24/20 16:48:15.938254 0.01294,0.97510,0.01709
03/24/20 16:48:15.947544 0.01245,0.97754,0.01782
03/24/20 16:48:15.956871 0.01294,0.97534,0.01440
03/24/20 16:48:15.966188 0.01440,0.97852,0.01440
03/24/20 16:48:15.975512 0.01074,0.97607,0.01538
03/24/20 16:48:15.984585 0.00830,0.97583,0.01855
03/24/20 16:48:15.993852 0.01221,0.97388,0.01318
03/24/20 16:48:16.003172 0.01318,0.97827,0.01782
03/24/20 16:48:16.008528 0.01001,0.97754,0.01831
03/24/20 16:48:16.017822 0.01123,0.97852,0.01514
03/24/20 16:48:16.026873 0.01367,0.97656,0.01538
03/24/20 16:48:16.036182 0.01392,0.97461,0.01733
03/24/20 16:48:16.045494 0.01025,0.97583,0.01782
03/24/20 16:48:16.054800 0.01367,0.97729,0.01465
03/24/20 16:48:16.064095 0.00952,0.97632,0.01660
03/24/20 16:48:16.073385 0.01172,0.97534,0.01831
03/24/20 16:48:16.082462 0.01318,0.97827,0.01514
03/24/20 16:48:16.091785 0.01465,0.97998,0.01685
03/24/20 16:48:16.097126 0.01294,0.97705,0.01367
03/24/20 16:48:16.106430 0.01245,0.97559,0.01758
03/24/20 16:48:16.115734 0.01050,0.97363,0.01465
03/24/20 16:48:16.124805 0.00879,0.97632,0.00977
03/24/20 16:48:16.134132 0.01245,0.97778,0.01709
03/24/20 16:48:16.143440 0.01221,0.97559,0.01709
03/24/20 16:48:16.152727 0.01099,0.97412,0.01685
03/24/20 16:48:16.162029 0.01416,0.97363,0.01611
03/24/20 16:48:16.171356 0.01123,0.97852,0.01367
03/24/20 16:48:16.180660 0.01025,0.97583,0.01367
03/24/20 16:48:16.190220 0.01294,0.97363,0.01538
03/24/20 16:48:16.199528 0.01147,0.97510,0.01318
03/24/20 16:48:16.208838 0.01221,0.97729,0.01685
03/24/20 16:48:16.218128 0.01123,0.97412,0.01538
03/24/20 16:48:16.227442 0.01440,0.97754,0.01636
03/24/20 16:48:16.236765 0.01245,0.97607,0.01685
03/24/20 16:48:16.246079 0.00732,0.97192,0.01514
03/24/20 16:48:16.255135 0.00928,0.98071,0.01489
03/24/20 16:48:16.264460 0.01416,0.97314,0.01636
03/24/20 16:48:16.273767 0.01489,0.97559,0.01758
03/24/20 16:48:16.283077 0.00903,0.97656,0.01709
03/24/20 16:48:16.292877 0.01025,0.97754,0.01709
03/24/20 16:48:16.302177 0.01270,0.98120,0.01636
03/24/20 16:48:16.311481 0.01025,0.97485,0.01074
03/24/20 16:48:16.320559 0.01611,0.98145,0.01685
03/24/20 16:48:16.329866 0.00928,0.97925,0.01782
03/24/20 16:48:16.339159 0.01123,0.97632,0.01904
03/24/20 16:48:16.348465 0.01294,0.97949,0.01782
03/24/20 16:48:16.357796 0.00928,0.97803,0.01440
03/24/20 16:48:16.367113 0.01343,0.97559,0.01440
03/24/20 16:48:16.376440 0.00928,0.97656,0.01563
03/24/20 16:48:16.385965 0.01172,0.97827,0.01392
03/24/20 16:48:16.395292 0.00928,0.97412,0.01440
03/24/20 16:48:16.404589 0.01074,0.97266,0.02002
03/24/20 16:48:16.413918 0.01221,0.97681,0.01904
03/24/20 16:48:16.423220 0.01196,0.97412,0.01782
03/24/20 16:48:16.432533 0.01147,0.97437,0.01660
03/24/20 16:48:16.441841 0.00928,0.97632,0.01660
03/24/20 16:48:16.450893 0.01294,0.97729,0.01733
03/24/20 16:48:16.460201 0.01416,0.97803,0.01416
03/24/20 16:48:16.469488 0.01099,0.97339,0.01904
03/24/20 16:48:16.474823 0.01074,0.97949,0.01758
03/24/20 16:48:16.483875 0.01245,0.97803,0.01563
03/24/20 16:48:16.493198 0.01367,0.97998,0.01782
03/24/20 16:48:16.502480 0.01465,0.97656,0.01611
03/24/20 16:48:16.511786 0.01099,0.97607,0.01709
03/24/20 16:48:16.521105 0.01025,0.98193,0.01367
03/24/20 16:48:16.530411 0.01025,0.97290,0.01563
03/24/20 16:48:16.539698 0.01050,0.97900,0.01636
03/24/20 16:48:16.548727 0.00684,0.97461,0.01587
03/24/20 16:48:16.558054 0.01025,0.97510,0.02026
03/24/20 16:48:16.563387 0.01025,0.97632,0.01514
03/24/20 16:48:16.572699 0.00684,0.97900,0.01807
03/24/20 16:48:16.581743 0.01294,0.97559,0.01221
03/24/20 16:48:16.591070 0.00977,0.97729,0.01489
03/24/20 16:48:16.600369 0.01025,0.97925,0.01758
03/24/20 16:48:16.609667 0.01196,0.96899,0.01611
03/24/20 16:48:16.618971 0.01074,0.97729,0.01611
03/24/20 16:48:16.628300 0.01392,0.97949,0.01685
03/24/20 16:48:16.637606 0.01221,0.97778,0.01465
03/24/20 16:48:16.646683 0.01367,0.96997,0.01465
03/24/20 16:48:16.655973 0.01196,0.97510,0.01978
03/24/20 16:48:16.661360 0.01172,0.97388,0.01733
03/24/20 16:48:16.670681 0.01172,0.97559,0.01685
03/24/20 16:48:16.679731 0.01123,0.98389,0.01270
03/24/20 16:48:16.689053 0.01294,0.97729,0.01318
03/24/20 16:48:16.698378 0.01392,0.97729,0.01563
03/24/20 16:48:16.707693 0.01196,0.97485,0.01587
03/24/20 16:48:16.717007 0.00879,0.97754,0.01807
03/24/20 16:48:16.726301 0.01074,0.97583,0.01758
03/24/20 16:48:16.735626 0.00977,0.97632,0.01709
03/24/20 16:48:16.744696 0.01367,0.97607,0.01636
03/24/20 16:48:16.750048 0.01099,0.97461,0.01782
03/24/20 16:48:16.759337 0.01196,0.97729,0.01782
03/24/20 16:48:16.768662 0.00977,0.97510,0.01416
03/24/20 16:48:16.777695 0.01172,0.97705,0.01685
03/24/20 16:48:16.787008 0.01245,0.97656,0.01416
03/24/20 16:48:16.796316 0.01245,0.97534,0.01685
03/24/20 16:48:16.805641 0.01245,0.97778,0.01465
03/24/20 16:48:16.814961 0.01294,0.97363,0.01563
03/24/20 16:48:16.824259 0.01172,0.97778,0.01611
03/24/20 16:48:16.833550 0.01074,0.97461,0.01440
03/24/20 16:48:16.843094 0.00977,0.97559,0.02124
03/24/20 16:48:16.852383 0.01318,0.97510,0.01563
03/24/20 16:48:16.861696 0.00977,0.97827,0.01758
03/24/20 16:48:16.871000 0.01270,0.97290,0.01538
03/24/20 16:48:16.880312 0.01367,0.97217,0.01367
03/24/20 16:48:16.889627 0.01392,0.97461,0.01807
03/24/20 16:48:16.898924 0.01172,0.97217,0.01685
03/24/20 16:48:16.907965 0.00830,0.97754,0.01733
03/24/20 16:48:16.917276 0.01099,0.97705,0.01611
03/24/20 16:48:16.926584 0.01074,0.97778,0.01367
03/24/20 16:48:16.931938 0.00781,0.97388,0.01611
03/24/20 16:48:16.941008 0.01416,0.97388,0.01465
03/24/20 16:48:16.950331 0.01270,0.97632,0.01611
03/24/20 16:48:16.959635 0.01025,0.97681,0.02002
03/24/20 16:48:16.968958 0.01196,0.97607,0.01636
03/24/20 16:48:16.978260 0.01294,0.97534,0.01685
03/24/20 16:48:16.987570 0.01196,0.97949,0.01636
03/24/20 16:48:16.996874 0.00977,0.97705,0.01514
03/24/20 16:48:17.005938 0.01221,0.97607,0.01733
03/24/20 16:48:17.015245 0.01221,0.97705,0.01807
03/24/20 16:48:17.020584 0.01147,0.97363,0.01733
03/24/20 16:48:17.029902 0.01050,0.97827,0.01831
03/24/20 16:48:17.038963 0.01196,0.97632,0.01978
03/24/20 16:48:17.048277 0.01074,0.97388,0.01807
03/24/20 16:48:17.057589 0.00879,0.97583,0.01587
03/24/20 16:48:17.066891 0.00928,0.97656,0.01440
03/24/20 16:48:17.076200 0.01611,0.97754,0.01904
03/24/20 16:48:17.085518 0.01245,0.97705,0.01514
03/24/20 16:48:17.094828 0.01221,0.97266,0.01758
03/24/20 16:48:17.103870 0.01025,0.97510,0.01880
03/24/20 16:48:17.113194 0.01221,0.97559,0.01514
03/24/20 16:48:17.118511 0.01050,0.97583,0.01392
03/24/20 16:48:17.127813 0.01172,0.97729,0.01367
03/24/20 16:48:17.137106 0.01074,0.97681,0.01392
03/24/20 16:48:17.146151 0.00928,0.97388,0.01318
03/24/20 16:48:17.155457 0.01270,0.97949,0.01440
03/24/20 16:48:17.164768 0.00928,0.97803,0.01831
03/24/20 16:48:17.174086 0.01074,0.97729,0.01489
03/24/20 16:48:17.183388 0.01221,0.97925,0.01489
03/24/20 16:48:17.192682 0.01367,0.97290,0.01660
03/24/20 16:48:17.201735 0.01392,0.97852,0.01489
03/24/20 16:48:17.207069 0.01099,0.97925,0.02026
03/24/20 16:48:17.216394 0.01221,0.97607,0.01685
03/24/20 16:48:17.225697 0.01074,0.97168,0.01733
03/24/20 16:48:17.235004 0.01294,0.97974,0.01440
03/24/20 16:48:17.244064 0.01074,0.97583,0.01660
03/24/20 16:48:17.253361 0.01221,0.97559,0.01221
03/24/20 16:48:17.262680 0.01147,0.97583,0.01685
03/24/20 16:48:17.272005 0.01294,0.97559,0.01978
03/24/20 16:48:17.281322 0.01270,0.97656,0.01440
03/24/20 16:48:17.290621 0.01025,0.97485,0.01514
03/24/20 16:48:17.300398 0.01196,0.97412,0.01489
03/24/20 16:48:17.309462 0.01172,0.97217,0.01489
03/24/20 16:48:17.318781 0.01147,0.97705,0.01514
03/24/20 16:48:17.328091 0.01099,0.97510,0.01465
03/24/20 16:48:17.337395 0.01001,0.97583,0.01733
03/24/20 16:48:17.346676 0.01416,0.97900,0.01514
03/24/20 16:48:17.355982 0.01196,0.96924,0.01782
03/24/20 16:48:17.365295 0.01416,0.97510,0.01465
03/24/20 16:48:17.374367 0.00977,0.97656,0.01440
03/24/20 16:48:17.383678 0.01001,0.97363,0.01880
03/24/20 16:48:17.389011 0.01245,0.97998,0.01709
03/24/20 16:48:17.398310 0.01221,0.97363,0.01343
03/24/20 16:48:17.407364 0.01123,0.97632,0.01733
03/24/20 16:48:17.416685 0.01123,0.97192,0.01758
03/24/20 16:48:17.426006 0.01074,0.97705,0.01587
03/24/20 16:48:17.435320 0.01270,0.97510,0.01636
03/24/20 16:48:17.444637 0.01416,0.97729,0.01489
03/24/20 16:48:17.453960 0.01123,0.98145,0.01636
03/24/20 16:48:17.463282 0.01025,0.97900,0.01660
03/24/20 16:48:17.472345 0.01147,0.97656,0.01465
03/24/20 16:48:17.481651 0.01196,0.97925,0.01636
03/24/20 16:48:17.487003 0.01147,0.97705,0.01733
03/24/20 16:48:17.496327 0.01196,0.97485,0.01685
03/24/20 16:48:17.505400 0.01123,0.97314,0.01123
03/24/20 16:48:17.514715 0.01050,0.97412,0.01221
03/24/20 16:48:17.524012 0.00879,0.97998,0.01587
03/24/20 16:48:17.533300 0.00977,0.97485,0.01880
03/24/20 16:48:17.542610 0.00781,0.97778,0.01953
03/24/20 16:48:17.551935 0.01587,0.97534,0.01611
03/24/20 16:48:17.561249 0.01343,0.97485,0.01685
03/24/20 16:48:17.570309 0.01123,0.97412,0.01538
03/24/20 16:48:17.575649 0.01294,0.97510,0.01563
03/24/20 16:48:17.584951 0.00977,0.97241,0.01489
03/24/20 16:48:17.594238 0.01099,0.97681,0.01465
03/24/20 16:48:17.603283 0.01123,0.97632,0.01392
03/24/20 16:48:17.612593 0.01050,0.97998,0.01440
03/24/20 16:48:17.621895 0.01050,0.97339,0.01440
03/24/20 16:48:17.631205 0.01050,0.97705,0.01563
03/24/20 16:48:17.640520 0.01172,0.97729,0.01904
03/24/20 16:48:17.649845 0.01245,0.97583,0.01758
03/24/20 16:48:17.659164 0.01147,0.97461,0.01270
03/24/20 16:48:17.668718 0.01123,0.97046,0.01660
03/24/20 16:48:17.678024 0.01196,0.97729,0.01563
03/24/20 16:48:17.687334 0.01074,0.97827,0.01465
03/24/20 16:48:17.696642 0.01416,0.97339,0.01489
03/24/20 16:48:17.705952 0.00830,0.97583,0.01807
03/24/20 16:48:17.715239 0.01294,0.97632,0.01514
03/24/20 16:48:17.724537 0.01196,0.97656,0.01758
03/24/20 16:48:17.733591 0.01196,0.97534,0.01636
03/24/20 16:48:17.742916 0.00977,0.98145,0.01367
03/24/20 16:48:17.752222 0.01196,0.97607,0.01270
03/24/20 16:48:17.757578 0.01294,0.97974,0.01758
03/24/20 16:48:17.766644 0.01050,0.97437,0.01563
03/24/20 16:48:17.775969 0.01099,0.97485,0.01807
03/24/20 16:48:17.785292 0.01025,0.97510,0.01660
03/24/20 16:48:17.794586 0.01172,0.97607,0.01709
03/24/20 16:48:17.803904 0.01196,0.97510,0.01611
03/24/20 16:48:17.813219 0.01245,0.97607,0.01416
03/24/20 16:48:17.822542 0.01025,0.97656,0.01611
03/24/20 16:48:17.831610 0.01196,0.97314,0.01367
03/24/20 16:48:17.840931 0.01343,0.97754,0.01807
03/24/20 16:48:17.850252 0.01172,0.97852,0.01782
03/24/20 16:48:17.855600 0.01172,0.97339,0.01660
03/24/20 16:48:17.864653 0.01147,0.97852,0.01709
03/24/20 16:48:17.873959 0.01099,0.97949,0.01709
03/24/20 16:48:17.883268 0.01025,0.98047,0.01587
03/24/20 16:48:17.892588 0.01318,0.97534,0.01660
03/24/20 16:48:17.901880 0.01196,0.97632,0.01465
03/24/20 16:48:17.911202 0.01318,0.97388,0.01685
03/24/20 16:48:17.920515 0.01343,0.97583,0.01587
03/24/20 16:48:17.929573 0.01123,0.97437,0.01538
03/24/20 16:48:17.938868 0.01343,0.97510,0.01733
03/24/20 16:48:17.944218 0.01025,0.97583,0.01685
03/24/20 16:48:17.953529 0.01172,0.97510,0.01123
03/24/20 16:48:17.962576 0.01367,0.97559,0.01904
03/24/20 16:48:17.971870 0.00928,0.97388,0.01514
03/24/20 16:48:17.981194 0.01392,0.97900,0.01782
03/24/20 16:48:17.990521 0.01270,0.97900,0.01538
03/24/20 16:48:17.999826 0.01147,0.97534,0.01782
03/24/20 16:48:18.009153 0.01050,0.97437,0.02173
03/24/20 16:48:18.018459 0.01514,0.97729,0.01367
03/24/20 16:48:18.027521 0.01294,0.97192,0.01270
03/24/20 16:48:18.032852 0.01294,0.97607,0.01929
03/24/20 16:48:18.042162 0.01294,0.97607,0.01221
03/24/20 16:48:18.051458 0.01318,0.97681,0.01953
03/24/20 16:48:18.060537 0.01270,0.97388,0.01440
03/24/20 16:48:18.069845 0.01074,0.97437,0.01318
03/24/20 16:48:18.079168 0.01074,0.97705,0.01367
03/24/20 16:48:18.088476 0.01221,0.97705,0.01587
03/24/20 16:48:18.097771 0.01099,0.98071,0.01904
03/24/20 16:48:18.107059 0.01318,0.97778,0.01782
03/24/20 16:48:18.116371 0.01147,0.97144,0.01563
03/24/20 16:48:18.126169 0.00854,0.97729,0.01831
03/24/20 16:48:18.135242 0.01318,0.97534,0.01636
03/24/20 16:48:18.144562 0.01001,0.97900,0.01440
03/24/20 16:48:18.153856 0.01147,0.97217,0.01221
03/24/20 16:48:18.163162 0.00879,0.98706,0.01489
03/24/20 16:48:18.172487 0.00879,0.97974,0.01758
03/24/20 16:48:18.181793 0.01196,0.96753,0.01733
03/24/20 16:48:18.190842 0.01025,0.97314,0.01587
03/24/20 16:48:18.200150 0.00977,0.96997,0.01611
03/24/20 16:48:18.209450 0.01270,0.98242,0.01465
03/24/20 16:48:18.218727 0.01025,0.97656,0.01709
03/24/20 16:48:18.224079 0.00977,0.97632,0.01611
03/24/20 16:48:18.233135 0.01196,0.98145,0.01636
03/24/20 16:48:18.242414 0.00928,0.98047,0.01270
03/24/20 16:48:18.251732 0.01221,0.97925,0.01489
03/24/20 16:48:18.261026 0.01465,0.98535,0.01782
03/24/20 16:48:18.270346 0.00781,0.97412,0.01758
03/24/20 16:48:18.279657 0.00977,0.97388,0.01563
03/24/20 16:48:18.288712 0.01099,0.97925,0.01465
03/24/20 16:48:18.298033 0.01465,0.97729,0.01343
03/24/20 16:48:18.307322 0.01196,0.97583,0.01636
03/24/20 16:48:18.312676 0.01367,0.97412,0.01636
03/24/20 16:48:18.321964 0.01123,0.97437,0.01685
03/24/20 16:48:18.331028 0.01099,0.98389,0.01392
03/24/20 16:48:18.340347 0.00781,0.97437,0.01489
03/24/20 16:48:18.349655 0.01172,0.96826,0.01343
03/24/20 16:48:18.358974 0.01147,0.96997,0.01758
03/24/20 16:48:18.368282 0.01318,0.97925,0.01587
03/24/20 16:48:18.377586 0.01221,0.98804,0.01294
03/24/20 16:48:18.386648 0.00854,0.97974,0.01904
03/24/20 16:48:18.395939 0.01025,0.96851,0.02026
03/24/20 16:48:18.401293 0.01245,0.98120,0.01709
03/24/20 16:48:18.410601 0.01367,0.98340,0.01782
03/24/20 16:48:18.419912 0.01440,0.97900,0.01880
03/24/20 16:48:18.428961 0.01367,0.97656,0.01758
03/24/20 16:48:18.438288 0.00781,0.97241,0.01538
03/24/20 16:48:18.447611 0.01221,0.97729,0.01782
03/24/20 16:48:18.456940 0.01367,0.97485,0.01978
03/24/20 16:48:18.466261 0.01294,0.97510,0.01758
03/24/20 16:48:18.475557 0.00781,0.97583,0.01587
03/24/20 16:48:18.484879 0.01343,0.97925,0.01587
03/24/20 16:48:18.494421 0.01343,0.98291,0.01953
03/24/20 16:48:18.503729 0.01172,0.97437,0.01318
03/24/20 16:48:18.513031 0.01221,0.97266,0.01538
03/24/20 16:48:18.522325 0.01147,0.97437,0.01440
03/24/20 16:48:18.531639 0.01416,0.97876,0.01782
03/24/20 16:48:18.540964 0.01099,0.98169,0.01514
03/24/20 16:48:18.550282 0.01172,0.97485,0.01782
03/24/20 16:48:18.559334 0.01123,0.97803,0.01685
03/24/20 16:48:18.568647 0.01147,0.98242,0.01563
03/24/20 16:48:18.577971 0.01050,0.97803,0.01440
03/24/20 16:48:18.587296 0.01416,0.97241,0.01611
03/24/20 16:48:18.597055 0.01514,0.97803,0.02051
03/24/20 16:48:18.606375 0.00781,0.97559,0.01538
03/24/20 16:48:18.615700 0.01025,0.97388,0.01733
03/24/20 16:48:18.624762 0.00684,0.97607,0.01660
03/24/20 16:48:18.634071 0.01270,0.97363,0.01392
03/24/20 16:48:18.643396 0.01123,0.97485,0.01685
03/24/20 16:48:18.652720 0.01147,0.97607,0.01685
03/24/20 16:48:18.662064 0.01147,0.97754,0.01807
03/24/20 16:48:18.671389 0.01416,0.97534,0.01709
03/24/20 16:48:18.680700 0.01367,0.97998,0.01782
03/24/20 16:48:18.690241 0.01025,0.97925,0.01733
03/24/20 16:48:18.699568 0.00928,0.97754,0.01270
03/24/20 16:48:18.708889 0.01123,0.97363,0.01758
03/24/20 16:48:18.718201 0.00781,0.97241,0.01221
03/24/20 16:48:18.727509 0.01514,0.97339,0.01782
03/24/20 16:48:18.736832 0.01001,0.97607,0.01855
03/24/20 16:48:18.746140 0.01172,0.98242,0.01636
03/24/20 16:48:18.755190 0.01025,0.97339,0.01587
03/24/20 16:48:18.764492 0.00928,0.97534,0.01855
03/24/20 16:48:18.773788 0.00928,0.97998,0.01685
03/24/20 16:48:18.779135 0.00928,0.98022,0.01587
03/24/20 16:48:18.788179 0.01074,0.96973,0.01538
03/24/20 16:48:18.797485 0.01367,0.97583,0.01733
03/24/20 16:48:18.806770 0.01074,0.97534,0.01807
03/24/20 16:48:18.816065 0.01123,0.97900,0.01611
03/24/20 16:48:18.825390 0.01025,0.97437,0.01611
03/24/20 16:48:18.834694 0.01123,0.98340,0.01685
03/24/20 16:48:18.843992 0.01245,0.97705,0.01782
03/24/20 16:48:18.853020 0.01147,0.97607,0.01733
03/24/20 16:48:18.862343 0.01318,0.97534,0.01465
03/24/20 16:48:18.867683 0.00928,0.97632,0.01587
03/24/20 16:48:18.876995 0.01392,0.97803,0.01416
03/24/20 16:48:18.886038 0.01465,0.97290,0.01392
03/24/20 16:48:18.895336 0.00977,0.97510,0.01270
03/24/20 16:48:18.904657 0.01123,0.97583,0.01367
03/24/20 16:48:18.913981 0.01147,0.97559,0.01538
03/24/20 16:48:18.923286 0.01318,0.97461,0.01416
03/24/20 16:48:18.932600 0.01001,0.97241,0.01465
03/24/20 16:48:18.941919 0.01294,0.97485,0.01416
03/24/20 16:48:18.950983 0.01025,0.97412,0.01855
03/24/20 16:48:18.960289 0.01196,0.97437,0.01343
03/24/20 16:48:18.965628 0.01025,0.97485,0.01782
03/24/20 16:48:18.974934 0.01074,0.97754,0.01855
03/24/20 16:48:18.984009 0.01099,0.97485,0.01465
03/24/20 16:48:18.993328 0.01025,0.97803,0.01367
03/24/20 16:48:19.002651 0.01099,0.97778,0.01636
03/24/20 16:48:19.011963 0.01123,0.97437,0.01660
03/24/20 16:48:19.021290 0.01294,0.97632,0.01709
03/24/20 16:48:19.030600 0.01123,0.97192,0.01416
03/24/20 16:48:19.039911 0.01221,0.97852,0.01611
03/24/20 16:48:19.048983 0.00879,0.97559,0.01270
03/24/20 16:48:19.054335 0.01123,0.98096,0.01563
03/24/20 16:48:19.063658 0.01172,0.97559,0.01270
03/24/20 16:48:19.072914 0.01196,0.97510,0.01636
03/24/20 16:48:19.081972 0.00830,0.98096,0.01685
03/24/20 16:48:19.091297 0.01196,0.97534,0.01636
03/24/20 16:48:19.100616 0.01196,0.97046,0.01514
03/24/20 16:48:19.109932 0.01147,0.97729,0.01807
03/24/20 16:48:19.119238 0.01025,0.97754,0.01587
03/24/20 16:48:19.128548 0.01318,0.97607,0.01563
03/24/20 16:48:19.137844 0.01245,0.97754,0.01929
03/24/20 16:48:19.147402 0.01074,0.97290,0.01587
03/24/20 16:48:19.156693 0.01245,0.97705,0.01685
03/24/20 16:48:19.166018 0.01099,0.97290,0.01587
03/24/20 16:48:19.175335 0.01245,0.97559,0.01709
03/24/20 16:48:19.184616 0.01147,0.97437,0.01636
03/24/20 16:48:19.193937 0.01074,0.97534,0.01465
03/24/20 16:48:19.203251 0.01172,0.97485,0.01587
03/24/20 16:48:19.212307 0.01025,0.97412,0.01489
03/24/20 16:48:19.221603 0.01294,0.97754,0.01587
03/24/20 16:48:19.230921 0.01196,0.97241,0.01440
03/24/20 16:48:19.236275 0.01318,0.97827,0.01489
03/24/20 16:48:19.245569 0.01123,0.97607,0.01392
03/24/20 16:48:19.254648 0.01221,0.97534,0.01587
03/24/20 16:48:19.263969 0.00903,0.97485,0.01855
03/24/20 16:48:19.273270 0.01001,0.97144,0.01685
03/24/20 16:48:19.282591 0.01343,0.97632,0.01831
03/24/20 16:48:19.291901 0.01172,0.97217,0.01709
03/24/20 16:48:19.301207 0.01196,0.97119,0.01587
03/24/20 16:48:19.310255 0.01074,0.97437,0.01733
03/24/20 16:48:19.319559 0.00928,0.97778,0.01709
03/24/20 16:48:19.324896 0.01196,0.97290,0.01660
03/24/20 16:48:19.334215 0.01245,0.97461,0.01294
03/24/20 16:48:19.343529 0.01025,0.97095,0.01514
03/24/20 16:48:19.352596 0.01050,0.97290,0.01636
03/24/20 16:48:19.361906 0.00806,0.97705,0.01831
03/24/20 16:48:19.371197 0.01099,0.97534,0.01392
03/24/20 16:48:19.380522 0.01416,0.97437,0.01221
03/24/20 16:48:19.389816 0.01294,0.97388,0.01489
03/24/20 16:48:19.399128 0.01416,0.97314,0.01660
03/24/20 16:48:19.408169 0.01074,0.97461,0.01636
03/24/20 16:48:19.417477 0.01196,0.98169,0.01270
03/24/20 16:48:19.422821 0.01196,0.97656,0.01221
03/24/20 16:48:19.432108 0.01367,0.97412,0.01318
03/24/20 16:48:19.441410 0.01147,0.97021,0.01807
03/24/20 16:48:19.450468 0.01343,0.97217,0.01758
03/24/20 16:48:19.459770 0.01001,0.97705,0.01855
03/24/20 16:48:19.469097 0.01172,0.97583,0.01587
03/24/20 16:48:19.478403 0.01343,0.97192,0.01733
03/24/20 16:48:19.487713 0.01245,0.97754,0.01563
03/24/20 16:48:19.497005 0.01025,0.97925,0.01929
03/24/20 16:48:19.506067 0.01367,0.97974,0.01660
03/24/20 16:48:19.511400 0.01392,0.97656,0.01514
03/24/20 16:48:19.520725 0.00928,0.97485,0.01465
03/24/20 16:48:19.530020 0.00977,0.97437,0.01465
03/24/20 16:48:19.539316 0.01221,0.97534,0.01709
03/24/20 16:48:19.548384 0.00977,0.97437,0.01709
03/24/20 16:48:19.557678 0.00952,0.97632,0.01611
03/24/20 16:48:19.566990 0.01440,0.97534,0.01538
03/24/20 16:48:19.576302 0.00488,0.97632,0.02002
03/24/20 16:48:19.585608 0.01123,0.97339,0.01611
03/24/20 16:48:19.594934 0.01221,0.97607,0.01880
03/24/20 16:48:19.604719 0.01147,0.97876,0.01660
03/24/20 16:48:19.613779 0.01196,0.97388,0.01733
03/24/20 16:48:19.623083 0.01123,0.97388,0.01831
03/24/20 16:48:19.632381 0.01172,0.98145,0.01807
03/24/20 16:48:19.641699 0.01123,0.97998,0.01660
03/24/20 16:48:19.651020 0.01294,0.97437,0.01343
03/24/20 16:48:19.660313 0.01294,0.97290,0.01563
03/24/20 16:48:19.669638 0.01294,0.97705,0.01855
03/24/20 16:48:19.678711 0.00977,0.97510,0.01587
03/24/20 16:48:19.688030 0.01123,0.97803,0.01807
03/24/20 16:48:19.693363 0.01147,0.97607,0.01563
03/24/20 16:48:19.702675 0.01367,0.97754,0.01489
03/24/20 16:48:19.711735 0.00928,0.97900,0.01440
03/24/20 16:48:19.721058 0.00830,0.97852,0.01416
03/24/20 16:48:19.730375 0.01050,0.97705,0.01489
03/24/20 16:48:19.739685 0.01416,0.97485,0.01807
03/24/20 16:48:19.748978 0.01294,0.97339,0.01636
03/24/20 16:48:19.758267 0.01099,0.97314,0.01514
03/24/20 16:48:19.767557 0.01294,0.97607,0.01904
03/24/20 16:48:19.776617 0.00977,0.97900,0.01392
03/24/20 16:48:19.785912 0.01245,0.97656,0.01587
03/24/20 16:48:19.791264 0.01074,0.97803,0.01416
03/24/20 16:48:19.800583 0.00879,0.98096,0.01465
03/24/20 16:48:19.809658 0.01318,0.97144,0.01587
03/24/20 16:48:19.818966 0.01343,0.97754,0.01758
03/24/20 16:48:19.828291 0.01172,0.97510,0.01465
03/24/20 16:48:19.837597 0.01221,0.97534,0.01855
03/24/20 16:48:19.846909 0.01440,0.97705,0.01685
03/24/20 16:48:19.856186 0.01099,0.97681,0.01880
03/24/20 16:48:19.865480 0.01196,0.97412,0.01221
03/24/20 16:48:19.874525 0.01099,0.97339,0.01587
03/24/20 16:48:19.879864 0.01172,0.97412,0.01733
03/24/20 16:48:19.889170 0.01172,0.97998,0.01709
03/24/20 16:48:19.898495 0.01074,0.97681,0.01538
03/24/20 16:48:19.907553 0.00928,0.97900,0.01855
03/24/20 16:48:19.916861 0.01074,0.97461,0.01660
03/24/20 16:48:19.926182 0.00830,0.97778,0.01904
03/24/20 16:48:19.935490 0.01245,0.97437,0.01587
03/24/20 16:48:19.944792 0.01123,0.97339,0.01489
