# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
03/26/20 14:25:45.690453 -0.04175,0.70361,0.04102
03/26/20 14:25:45.699795 -0.04443,0.73047,0.06445
03/26/20 14:25:45.709118 -0.05151,0.74561,0.07910
03/26/20 14:25:45.718201 -0.04956,0.76904,0.07568
03/26/20 14:25:45.727535 -0.04297,0.76465,0.07080
03/26/20 14:25:45.732895 -0.04956,0.76904,0.05176
03/26/20 14:25:45.742230 -0.04980,0.77368,0.04541
03/26/20 14:25:45.751568 -0.04468,0.77368,0.04443
03/26/20 14:25:45.760658 -0.03662,0.79419,0.04688
03/26/20 14:25:45.770004 -0.02832,0.79565,0.06104
03/26/20 14:25:45.779335 -0.01367,0.80029,0.05420
03/26/20 14:25:45.788662 0.00024,0.82471,0.05078
03/26/20 14:25:45.797997 0.01147,0.84351,0.04224
03/26/20 14:25:45.807335 0.03955,0.87988,0.02588
03/26/20 14:25:45.816666 0.07251,0.92212,-0.02026
03/26/20 14:25:45.826233 0.09814,0.97876,-0.04224
03/26/20 14:25:45.835568 0.10205,1.03052,-0.06006
03/26/20 14:25:45.844910 0.11523,1.07422,-0.06836
03/26/20 14:25:45.854252 0.13428,1.10449,-0.07617
03/26/20 14:25:45.863583 0.13330,1.15063,-0.10498
03/26/20 14:25:45.872913 0.12817,1.19360,-0.13916
03/26/20 14:25:45.882252 0.15576,1.18262,-0.17578
03/26/20 14:25:45.891335 0.18848,1.12817,-0.17700
03/26/20 14:25:45.900665 0.20972,1.08960,-0.17480
03/26/20 14:25:45.909992 0.23975,1.04907,-0.17139
03/26/20 14:25:45.915348 0.25659,1.03027,-0.16406
03/26/20 14:25:45.924431 0.24805,1.01904,-0.19678
03/26/20 14:25:45.933762 0.22974,1.02490,-0.26025
03/26/20 14:25:45.943088 0.18384,1.10718,-0.31738
03/26/20 14:25:45.952419 0.11230,1.24683,-0.36865
03/26/20 14:25:45.961750 0.06201,1.29492,-0.38477
03/26/20 14:25:45.971077 0.00659,1.28076,-0.43408
03/26/20 14:25:45.980412 -0.01489,1.22583,-0.47852
03/26/20 14:25:45.989494 0.00757,1.17041,-0.47998
03/26/20 14:25:45.998821 0.03638,1.07739,-0.46143
03/26/20 14:25:46.004177 0.05591,1.03931,-0.45850
03/26/20 14:25:46.013496 0.09302,0.94824,-0.45703
03/26/20 14:25:46.022552 0.10693,0.91992,-0.44775
03/26/20 14:25:46.031860 0.09717,0.92920,-0.43359
03/26/20 14:25:46.041164 0.06421,0.88940,-0.41528
03/26/20 14:25:46.050468 0.03418,0.82178,-0.40137
03/26/20 14:25:46.059765 -0.00806,0.83765,-0.38818
03/26/20 14:25:46.069061 -0.05786,0.87988,-0.37988
03/26/20 14:25:46.078365 -0.09741,0.88525,-0.35840
03/26/20 14:25:46.087433 -0.13159,0.85962,-0.34180
03/26/20 14:25:46.092785 -0.14038,0.84814,-0.33301
03/26/20 14:25:46.102116 -0.14893,0.82471,-0.32959
03/26/20 14:25:46.111443 -0.11621,0.83105,-0.29736
03/26/20 14:25:46.120750 -0.05151,0.80981,-0.25610
03/26/20 14:25:46.129818 0.00928,0.79346,-0.20508
03/26/20 14:25:46.139130 0.02246,0.83423,-0.14844
03/26/20 14:25:46.148445 0.04395,0.84814,-0.08154
03/26/20 14:25:46.157768 0.06128,0.82617,-0.05786
03/26/20 14:25:46.167084 0.07178,0.78638,-0.05688
03/26/20 14:25:46.176411 0.06885,0.77051,-0.06079
03/26/20 14:25:46.186214 0.04492,0.74878,-0.07275
03/26/20 14:25:46.195286 0.01367,0.72925,-0.09595
03/26/20 14:25:46.204601 -0.01660,0.77173,-0.08008
03/26/20 14:25:46.213928 -0.05103,0.81592,-0.07788
03/26/20 14:25:46.223251 -0.10889,0.82324,-0.10840
03/26/20 14:25:46.232574 -0.16260,0.83521,-0.10229
03/26/20 14:25:46.241898 -0.18408,0.87476,-0.09082
03/26/20 14:25:46.251221 -0.17529,0.97021,-0.06006
03/26/20 14:25:46.260300 -0.15796,1.14453,-0.04785
03/26/20 14:25:46.269623 -0.15259,1.32886,-0.03271
03/26/20 14:25:46.274979 -0.14380,1.37720,-0.01392
03/26/20 14:25:46.284306 -0.15332,1.40674,0.00586
03/26/20 14:25:46.293385 -0.18188,1.39697,0.00928
03/26/20 14:25:46.302708 -0.23218,1.32593,0.00000
03/26/20 14:25:46.312019 -0.25000,1.19531,0.02490
03/26/20 14:25:46.321327 -0.27271,1.08350,0.06250
03/26/20 14:25:46.330647 -0.28174,0.98828,0.09082
03/26/20 14:25:46.339970 -0.28076,0.94141,0.12939
03/26/20 14:25:46.349281 -0.27588,0.92383,0.17383
03/26/20 14:25:46.358345 -0.29150,0.94312,0.19507
03/26/20 14:25:46.363697 -0.30640,0.96729,0.19946
03/26/20 14:25:46.373013 -0.35010,1.03564,0.22607
03/26/20 14:25:46.382336 -0.36377,1.06348,0.26147
03/26/20 14:25:46.391411 -0.40698,1.09009,0.29443
03/26/20 14:25:46.400730 -0.45996,1.12915,0.29199
03/26/20 14:25:46.410061 -0.51636,1.16211,0.30200
03/26/20 14:25:46.419380 -0.57056,1.20410,0.30615
03/26/20 14:25:46.428700 -0.63062,1.23828,0.27295
03/26/20 14:25:46.438034 -0.65454,1.19678,0.23950
03/26/20 14:25:46.447361 -0.66968,1.19775,0.20410
03/26/20 14:25:46.456924 -0.62085,1.19727,0.19189
03/26/20 14:25:46.466248 -0.54126,1.16455,0.19238
03/26/20 14:25:46.475571 -0.45532,1.17065,0.20898
03/26/20 14:25:46.484890 -0.43750,1.32446,0.19800
03/26/20 14:25:46.494205 -0.49219,1.50317,0.16235
03/26/20 14:25:46.503536 -0.55493,1.62524,0.08081
03/26/20 14:25:46.512867 -0.63623,1.79053,-0.02612
03/26/20 14:25:46.521946 -0.71899,1.86938,-0.11816
03/26/20 14:25:46.531277 -0.76025,1.77393,-0.16113
03/26/20 14:25:46.540604 -0.71167,1.56299,-0.11987
03/26/20 14:25:46.545963 -0.65723,1.47339,-0.09790
03/26/20 14:25:46.555042 -0.55469,1.40405,-0.10645
03/26/20 14:25:46.564381 -0.52368,1.42944,-0.10596
03/26/20 14:25:46.573727 -0.48975,1.44238,-0.08398
03/26/20 14:25:46.583073 -0.46875,1.38013,-0.08008
03/26/20 14:25:46.592411 -0.46460,1.27808,-0.06689
03/26/20 14:25:46.601757 -0.44946,1.16211,-0.04175
03/26/20 14:25:46.611092 -0.42871,1.10962,-0.02539
03/26/20 14:25:46.620167 -0.42261,1.12402,-0.04004
03/26/20 14:25:46.629494 -0.39307,1.17261,-0.07275
03/26/20 14:25:46.634850 -0.38281,1.20435,-0.09375
03/26/20 14:25:46.644192 -0.38599,1.30078,-0.15210
03/26/20 14:25:46.653526 -0.39404,1.36499,-0.18555
03/26/20 14:25:46.662602 -0.39087,1.37354,-0.19897
03/26/20 14:25:46.671932 -0.36255,1.33447,-0.22144
03/26/20 14:25:46.681259 -0.30908,1.23364,-0.25244
03/26/20 14:25:46.690590 -0.25317,1.09009,-0.27393
03/26/20 14:25:46.699917 -0.18896,0.91089,-0.28955
03/26/20 14:25:46.709244 -0.13354,0.74878,-0.29614
03/26/20 14:25:46.718586 -0.08252,0.64502,-0.28906
03/26/20 14:25:46.728168 -0.02075,0.52856,-0.28662
03/26/20 14:25:46.737515 0.05127,0.41675,-0.27905
03/26/20 14:25:46.746857 0.13184,0.33276,-0.27002
03/26/20 14:25:46.756207 0.20337,0.33374,-0.28906
03/26/20 14:25:46.765560 0.25488,0.39819,-0.30908
03/26/20 14:25:46.774914 0.30054,0.47656,-0.29980
03/26/20 14:25:46.784260 0.32251,0.47388,-0.27515
03/26/20 14:25:46.793362 0.34326,0.38062,-0.26416
03/26/20 14:25:46.802708 0.32495,0.29370,-0.25708
03/26/20 14:25:46.812050 0.33057,0.26660,-0.23315
03/26/20 14:25:46.817413 0.33008,0.24243,-0.23242
03/26/20 14:25:46.826511 0.32104,0.16479,-0.24902
03/26/20 14:25:46.835850 0.27979,0.12109,-0.26611
03/26/20 14:25:46.845200 0.24585,0.10327,-0.27344
03/26/20 14:25:46.854546 0.23340,0.13037,-0.28076
03/26/20 14:25:46.863892 0.23462,0.20337,-0.31616
03/26/20 14:25:46.873226 0.28979,0.39893,-0.29468
03/26/20 14:25:46.882568 0.32495,0.58838,-0.22949
03/26/20 14:25:46.891651 0.35889,0.69971,-0.20557
03/26/20 14:25:46.900982 0.40576,0.79248,-0.16602
03/26/20 14:25:46.906334 0.41357,0.85449,-0.15918
03/26/20 14:25:46.915657 0.40552,0.94727,-0.12646
03/26/20 14:25:46.924973 0.39966,1.02393,-0.03784
03/26/20 14:25:46.934032 0.51367,0.91382,-0.09644
03/26/20 14:25:46.943352 0.40479,0.72876,-0.11792
03/26/20 14:25:46.952675 0.29736,0.74268,-0.10156
03/26/20 14:25:46.962002 0.19702,0.77319,-0.08350
03/26/20 14:25:46.971329 0.17749,0.83789,-0.05640
03/26/20 14:25:46.980652 0.21875,1.12012,-0.09424
03/26/20 14:25:46.989723 0.34253,1.41333,-0.15039
03/26/20 14:25:46.995071 0.38208,1.56055,-0.14746
03/26/20 14:25:47.004395 0.42920,1.91479,-0.11963
03/26/20 14:25:47.013710 0.38574,1.99976,-0.07349
03/26/20 14:25:47.023041 0.30420,1.99976,-0.05078
03/26/20 14:25:47.032116 0.28491,1.99976,-0.08984
03/26/20 14:25:47.041435 0.21558,1.99976,-0.08789
03/26/20 14:25:47.050755 0.16553,1.79517,0.02832
03/26/20 14:25:47.060078 0.16479,1.64697,0.06812
03/26/20 14:25:47.069382 0.15063,1.52051,0.08252
03/26/20 14:25:47.078705 0.07251,1.46851,0.08154
03/26/20 14:25:47.088512 -0.02759,1.43042,0.06592
03/26/20 14:25:47.097595 -0.15210,1.38403,0.06567
03/26/20 14:25:47.106930 -0.24683,1.34424,0.07178
03/26/20 14:25:47.116241 -0.30029,1.31592,0.07568
03/26/20 14:25:47.125557 -0.34033,1.22632,0.08105
03/26/20 14:25:47.134869 -0.36328,1.07031,0.11816
03/26/20 14:25:47.144184 -0.37915,0.90112,0.16650
03/26/20 14:25:47.153496 -0.32178,0.71875,0.24731
03/26/20 14:25:47.162552 -0.28369,0.57715,0.31226
03/26/20 14:25:47.171864 -0.28418,0.44604,0.36963
03/26/20 14:25:47.177212 -0.27441,0.41187,0.36987
03/26/20 14:25:47.186539 -0.25830,0.37695,0.40479
03/26/20 14:25:47.195602 -0.26855,0.42505,0.43604
03/26/20 14:25:47.204914 -0.30029,0.51904,0.48120
03/26/20 14:25:47.214226 -0.38989,0.66602,0.50879
03/26/20 14:25:47.223541 -0.47266,0.81738,0.49780
03/26/20 14:25:47.232849 -0.63721,1.00244,0.49780
03/26/20 14:25:47.242168 -0.83130,1.06909,0.47388
03/26/20 14:25:47.251484 -0.89966,0.93604,0.45166
03/26/20 14:25:47.260540 -0.87744,0.82935,0.47437
03/26/20 14:25:47.265873 -0.84668,0.83081,0.49268
03/26/20 14:25:47.275181 -0.78687,0.88330,0.51025
03/26/20 14:25:47.284489 -0.76611,0.96704,0.50244
03/26/20 14:25:47.293549 -0.75488,1.02002,0.45654
03/26/20 14:25:47.302856 -0.76318,1.04712,0.42480
03/26/20 14:25:47.312176 -0.80249,1.11011,0.35010
03/26/20 14:25:47.321491 -0.80713,1.13647,0.28320
03/26/20 14:25:47.330811 -0.74341,1.10303,0.27588
03/26/20 14:25:47.340118 -0.68652,1.08911,0.26660
03/26/20 14:25:47.349434 -0.68726,1.14771,0.18481
03/26/20 14:25:47.358990 -0.76807,1.15137,0.05908
03/26/20 14:25:47.368320 -0.92163,1.12598,-0.10010
03/26/20 14:25:47.377659 -1.06958,1.16162,-0.24585
03/26/20 14:25:47.386997 -1.16040,1.25757,-0.27759
03/26/20 14:25:47.396336 -1.16016,1.42139,-0.16211
03/26/20 14:25:47.405666 -0.93408,1.56665,0.01099
03/26/20 14:25:47.414997 -0.66382,1.65942,0.06055
03/26/20 14:25:47.424072 -0.47290,1.78198,0.14185
03/26/20 14:25:47.433399 -0.35547,1.83716,0.13379
03/26/20 14:25:47.442738 -0.24927,1.89355,0.01489
03/26/20 14:25:47.448093 -0.24072,1.92456,-0.03564
03/26/20 14:25:47.457424 -0.23364,1.99976,-0.09668
03/26/20 14:25:47.466503 -0.23145,1.99976,-0.21289
03/26/20 14:25:47.475830 -0.27368,1.99976,-0.24512
03/26/20 14:25:47.485157 -0.12695,1.76440,-0.22949
03/26/20 14:25:47.494492 0.04321,1.60962,-0.21899
03/26/20 14:25:47.503830 0.15845,1.42798,-0.21680
03/26/20 14:25:47.513165 0.23218,1.18994,-0.20801
03/26/20 14:25:47.522499 0.21118,0.96753,-0.21753
03/26/20 14:25:47.531582 0.19043,0.74927,-0.22852
03/26/20 14:25:47.536942 0.19214,0.66870,-0.23096
03/26/20 14:25:47.546280 0.22583,0.52173,-0.22998
03/26/20 14:25:47.555618 0.25757,0.45557,-0.25464
03/26/20 14:25:47.564701 0.29248,0.35571,-0.31128
03/26/20 14:25:47.574039 0.31128,0.26074,-0.36572
03/26/20 14:25:47.583382 0.30273,0.21240,-0.37280
03/26/20 14:25:47.592720 0.32495,0.17627,-0.34619
03/26/20 14:25:47.602062 0.32764,0.13745,-0.31738
03/26/20 14:25:47.611404 0.34033,0.07324,-0.30908
03/26/20 14:25:47.620758 0.36865,-0.00610,-0.31567
03/26/20 14:25:47.630344 0.42163,-0.07227,-0.33569
03/26/20 14:25:47.639694 0.46851,-0.10107,-0.34326
03/26/20 14:25:47.649044 0.51343,-0.10742,-0.32080
03/26/20 14:25:47.658394 0.52344,-0.08276,-0.32568
03/26/20 14:25:47.667748 0.49902,-0.05396,-0.30103
03/26/20 14:25:47.677094 0.48950,-0.01733,-0.28491
03/26/20 14:25:47.686432 0.44604,0.18848,-0.32227
03/26/20 14:25:47.695519 0.39160,0.43945,-0.28906
03/26/20 14:25:47.704834 0.37134,0.60864,-0.20239
03/26/20 14:25:47.714146 0.38330,0.65576,-0.14990
03/26/20 14:25:47.719494 0.40308,0.67285,-0.14893
03/26/20 14:25:47.728550 0.35645,0.74561,-0.09937
03/26/20 14:25:47.737846 0.38623,0.90088,0.06934
03/26/20 14:25:47.747150 0.59277,0.99683,-0.00366
03/26/20 14:25:47.756451 0.65039,1.02051,0.02002
03/26/20 14:25:47.765743 0.76099,1.15186,0.01172
03/26/20 14:25:47.775040 0.76221,1.24731,0.09082
03/26/20 14:25:47.784336 0.71460,1.54785,0.02002
03/26/20 14:25:47.793415 0.47607,1.99976,-0.17627
03/26/20 14:25:47.802734 0.17334,1.99976,-0.39355
03/26/20 14:25:47.808094 -0.02295,1.99976,-0.41699
03/26/20 14:25:47.817432 -0.31152,1.99976,-0.48291
03/26/20 14:25:47.826763 -0.32544,1.99976,-0.58765
03/26/20 14:25:47.835846 -0.22339,1.99976,-0.58765
03/26/20 14:25:47.845169 -0.14429,1.99976,-0.41211
03/26/20 14:25:47.854500 -0.06689,1.99976,-0.29736
03/26/20 14:25:47.863838 -0.05151,1.75635,-0.22632
03/26/20 14:25:47.873161 -0.08447,1.62891,-0.16846
03/26/20 14:25:47.882488 -0.22656,1.50220,-0.10034
03/26/20 14:25:47.891575 -0.34814,1.37842,-0.05371
03/26/20 14:25:47.896923 -0.39404,1.29248,-0.02417
03/26/20 14:25:47.906235 -0.40308,1.11938,0.06396
03/26/20 14:25:47.915546 -0.40259,1.04907,0.11914
03/26/20 14:25:47.924862 -0.38940,1.04053,0.15869
03/26/20 14:25:47.933914 -0.38574,1.03125,0.18555
03/26/20 14:25:47.943222 -0.39600,1.02100,0.21191
03/26/20 14:25:47.952530 -0.39868,0.97949,0.26025
03/26/20 14:25:47.961838 -0.40430,0.89502,0.32007
03/26/20 14:25:47.971149 -0.39160,0.76782,0.39697
03/26/20 14:25:47.980454 -0.37988,0.67139,0.45215
03/26/20 14:25:47.990246 -0.36401,0.55469,0.47876
03/26/20 14:25:47.999306 -0.37012,0.43896,0.51392
03/26/20 14:25:48.008606 -0.39404,0.32861,0.54688
03/26/20 14:25:48.017910 -0.44141,0.31079,0.51782
03/26/20 14:25:48.027218 -0.52881,0.33276,0.49023
03/26/20 14:25:48.036522 -0.56934,0.36914,0.48438
03/26/20 14:25:48.045826 -0.57227,0.42676,0.47144
03/26/20 14:25:48.055138 -0.59106,0.46094,0.42578
03/26/20 14:25:48.064201 -0.63672,0.47583,0.39478
03/26/20 14:25:48.073517 -0.68066,0.48633,0.33667
03/26/20 14:25:48.078861 -0.66406,0.50098,0.29102
03/26/20 14:25:48.088177 -0.73145,0.54175,0.32422
03/26/20 14:25:48.097248 -0.65991,0.59497,0.28223
03/26/20 14:25:48.106571 -0.68579,0.63477,0.27222
03/26/20 14:25:48.115883 -0.72192,0.74463,0.24658
03/26/20 14:25:48.125198 -0.73438,0.88477,0.21509
03/26/20 14:25:48.134518 -0.78149,1.08545,0.14746
03/26/20 14:25:48.143841 -0.84033,1.14575,0.13940
03/26/20 14:25:48.153152 -0.81616,1.12500,0.25049
03/26/20 14:25:48.162228 -0.72168,0.98096,0.13354
03/26/20 14:25:48.167580 -0.62280,0.92822,0.15698
03/26/20 14:25:48.176903 -0.58496,0.97437,0.23462
03/26/20 14:25:48.186203 -0.42529,1.31201,0.09302
03/26/20 14:25:48.195267 -0.73486,1.61035,0.14844
03/26/20 14:25:48.204582 -0.84375,1.81323,0.15625
03/26/20 14:25:48.213902 -0.84180,1.85425,-0.07080
03/26/20 14:25:48.223225 -0.84570,1.58594,-0.04956
03/26/20 14:25:48.232555 -0.72412,1.29077,-0.03931
03/26/20 14:25:48.241879 -0.51099,1.28589,-0.06274
03/26/20 14:25:48.251198 -0.38550,1.46265,-0.09082
03/26/20 14:25:48.260746 -0.22583,1.68579,-0.16528
03/26/20 14:25:48.270065 -0.08984,1.74292,-0.23291
03/26/20 14:25:48.279388 -0.04150,1.56812,-0.21948
03/26/20 14:25:48.288715 0.02539,1.36084,-0.27051
03/26/20 14:25:48.298035 0.05811,1.17529,-0.31909
03/26/20 14:25:48.307365 0.04004,1.05029,-0.37842
03/26/20 14:25:48.316704 -0.02661,0.88232,-0.41260
03/26/20 14:25:48.325802 -0.05713,0.72607,-0.41772
03/26/20 14:25:48.335140 -0.02271,0.62183,-0.41309
03/26/20 14:25:48.344479 0.00073,0.53247,-0.39160
03/26/20 14:25:48.349834 0.01855,0.48584,-0.38086
03/26/20 14:25:48.359165 0.06982,0.43970,-0.36523
03/26/20 14:25:48.368248 0.08447,0.43652,-0.36426
03/26/20 14:25:48.377583 0.08203,0.47192,-0.35620
03/26/20 14:25:48.386917 0.14307,0.54883,-0.34253
03/26/20 14:25:48.396252 0.19800,0.64941,-0.33838
03/26/20 14:25:48.405594 0.21533,0.65698,-0.31763
03/26/20 14:25:48.414932 0.22607,0.57446,-0.28516
03/26/20 14:25:48.424023 0.23706,0.42627,-0.25879
03/26/20 14:25:48.433361 0.24292,0.33228,-0.25146
03/26/20 14:25:48.438725 0.29150,0.27490,-0.24805
03/26/20 14:25:48.448067 0.34424,0.21606,-0.20044
03/26/20 14:25:48.457417 0.38623,0.20264,-0.15991
03/26/20 14:25:48.466515 0.43286,0.21655,-0.14990
03/26/20 14:25:48.475853 0.40430,0.30225,-0.14258
03/26/20 14:25:48.485184 0.36011,0.44043,-0.18262
03/26/20 14:25:48.494518 0.24512,0.56860,-0.25513
03/26/20 14:25:48.503853 0.20728,0.72290,-0.28101
03/26/20 14:25:48.513187 0.18872,0.78394,-0.27441
03/26/20 14:25:48.522514 0.39990,1.00952,-0.09277
03/26/20 14:25:48.532086 0.09399,0.90967,-0.30420
03/26/20 14:25:48.541412 0.15576,1.05908,-0.46387
03/26/20 14:25:48.550755 0.39233,0.91357,-0.36206
03/26/20 14:25:48.560085 0.39111,0.96973,-0.33154
03/26/20 14:25:48.569408 0.58936,1.30542,-0.23608
03/26/20 14:25:48.578732 0.25000,1.49609,-0.37939
03/26/20 14:25:48.588066 0.12793,1.86011,-0.56177
03/26/20 14:25:48.597153 0.00220,1.99976,-0.62939
03/26/20 14:25:48.606491 -0.17676,1.99976,-0.66260
03/26/20 14:25:48.615818 -0.30054,1.99976,-0.64404
03/26/20 14:25:48.621166 -0.32666,1.99976,-0.67017
03/26/20 14:25:48.630230 -0.33813,1.99976,-0.70361
03/26/20 14:25:48.639545 -0.27856,1.88110,-0.60449
03/26/20 14:25:48.648853 -0.18848,1.71362,-0.45654
03/26/20 14:25:48.658176 -0.18604,1.48926,-0.38916
03/26/20 14:25:48.667488 -0.14624,1.37061,-0.26733
03/26/20 14:25:48.676804 -0.17017,1.22534,-0.16162
03/26/20 14:25:48.686111 -0.25464,1.31396,-0.12231
03/26/20 14:25:48.695187 -0.36353,1.32495,-0.08862
03/26/20 14:25:48.704506 -0.39233,1.29785,-0.09424
03/26/20 14:25:48.709854 -0.43701,1.25708,-0.06323
03/26/20 14:25:48.719166 -0.50220,1.14331,-0.04346
03/26/20 14:25:48.728226 -0.46680,1.14111,0.01440
03/26/20 14:25:48.737537 -0.47168,1.00586,0.07593
03/26/20 14:25:48.746857 -0.45801,0.92358,0.14038
03/26/20 14:25:48.756168 -0.45703,0.83130,0.23999
03/26/20 14:25:48.765488 -0.46606,0.71777,0.35327
03/26/20 14:25:48.774796 -0.45605,0.59375,0.42480
03/26/20 14:25:48.784115 -0.44580,0.53345,0.46533
03/26/20 14:25:48.793182 -0.45435,0.53711,0.50439
03/26/20 14:25:48.798527 -0.44287,0.56885,0.53882
03/26/20 14:25:48.807838 -0.40991,0.59229,0.57349
03/26/20 14:25:48.817150 -0.32349,0.61670,0.59424
03/26/20 14:25:48.826462 -0.29810,0.61768,0.63843
03/26/20 14:25:48.835522 -0.27173,0.60083,0.57129
03/26/20 14:25:48.844826 -0.31396,0.54395,0.53198
03/26/20 14:25:48.854130 -0.41309,0.53613,0.48584
03/26/20 14:25:48.863442 -0.56519,0.55713,0.44873
03/26/20 14:25:48.872757 -0.66675,0.51318,0.44287
03/26/20 14:25:48.882076 -0.69409,0.47266,0.44580
03/26/20 14:25:48.891888 -0.73511,0.49512,0.42578
03/26/20 14:25:48.900974 -0.81665,0.61255,0.34717
03/26/20 14:25:48.910309 -0.84155,0.70776,0.32764
03/26/20 14:25:48.919636 -0.80811,0.94385,0.26416
03/26/20 14:25:48.928959 -0.72803,1.22290,0.25293
03/26/20 14:25:48.938278 -0.63452,1.42456,0.25317
03/26/20 14:25:48.947598 -0.61230,1.55566,0.18530
03/26/20 14:25:48.956909 -0.65771,1.51855,0.10815
03/26/20 14:25:48.965965 -0.77466,1.42920,-0.01636
03/26/20 14:25:48.975277 -0.83813,1.45630,-0.05029
03/26/20 14:25:48.980621 -0.86060,1.51831,-0.00513
03/26/20 14:25:48.989929 -0.90479,1.77075,0.10938
03/26/20 14:25:48.999008 -0.79785,1.91455,0.06348
03/26/20 14:25:49.008343 -0.73486,1.75488,-0.01563
03/26/20 14:25:49.017662 -0.63892,1.53906,-0.02173
03/26/20 14:25:49.026985 -0.45410,1.37793,-0.05908
03/26/20 14:25:49.036304 -0.36963,1.43335,-0.19287
03/26/20 14:25:49.045624 -0.43994,1.57935,-0.30151
03/26/20 14:25:49.054935 -0.45288,1.59033,-0.35132
03/26/20 14:25:49.064007 -0.52271,1.56470,-0.40259
03/26/20 14:25:49.069355 -0.58691,1.53882,-0.43091
03/26/20 14:25:49.078678 -0.53418,1.44995,-0.46265
03/26/20 14:25:49.088001 -0.36963,1.24854,-0.43506
03/26/20 14:25:49.097073 -0.23242,1.05322,-0.38428
03/26/20 14:25:49.106400 -0.12988,0.84644,-0.33740
03/26/20 14:25:49.115719 -0.05127,0.67432,-0.29541
03/26/20 14:25:49.125050 -0.03418,0.55884,-0.26953
03/26/20 14:25:49.134380 -0.03125,0.39990,-0.26904
03/26/20 14:25:49.143707 -0.02295,0.26514,-0.29199
03/26/20 14:25:49.153519 0.00537,0.21191,-0.28906
03/26/20 14:25:49.162586 0.03174,0.23828,-0.31616
03/26/20 14:25:49.171917 0.04077,0.25610,-0.35229
03/26/20 14:25:49.181240 0.04248,0.25220,-0.37158
03/26/20 14:25:49.190563 0.04883,0.27100,-0.36914
03/26/20 14:25:49.199886 0.06836,0.31177,-0.34961
03/26/20 14:25:49.209225 0.10083,0.30591,-0.34766
03/26/20 14:25:49.218563 0.08667,0.28955,-0.33740
03/26/20 14:25:49.227654 0.11328,0.32959,-0.30737
03/26/20 14:25:49.236992 0.21875,0.35181,-0.29272
03/26/20 14:25:49.242352 0.25781,0.31836,-0.28613
03/26/20 14:25:49.251690 0.37061,0.28955,-0.28003
03/26/20 14:25:49.261024 0.46973,0.28613,-0.24097
03/26/20 14:25:49.270111 0.56860,0.31714,-0.20264
03/26/20 14:25:49.279457 0.57202,0.40625,-0.18335
03/26/20 14:25:49.288795 0.58789,0.53394,-0.18481
03/26/20 14:25:49.298119 0.49756,0.58984,-0.18237
03/26/20 14:25:49.307430 0.42212,0.67603,-0.17236
03/26/20 14:25:49.316746 0.28857,0.70020,-0.13159
03/26/20 14:25:49.325817 0.17798,0.71606,-0.08789
03/26/20 14:25:49.331169 0.22412,0.68530,-0.14502
03/26/20 14:25:49.340492 0.28564,0.52417,-0.20337
03/26/20 14:25:49.349819 0.27783,0.49194,-0.17798
03/26/20 14:25:49.359135 0.34668,0.69214,-0.16016
03/26/20 14:25:49.368191 0.41187,1.12158,-0.24951
03/26/20 14:25:49.377487 0.34570,1.62109,-0.37207
03/26/20 14:25:49.386807 0.18701,1.99976,-0.48120
03/26/20 14:25:49.396137 0.04175,1.99976,-0.50684
03/26/20 14:25:49.405472 -0.29639,1.99976,-0.52930
03/26/20 14:25:49.414787 -0.47070,1.99976,-0.61768
03/26/20 14:25:49.424587 -0.43555,1.99976,-0.66992
03/26/20 14:25:49.433655 -0.42407,1.99976,-0.59424
03/26/20 14:25:49.442986 -0.40576,1.76855,-0.44507
03/26/20 14:25:49.452297 -0.35962,1.49243,-0.34009
03/26/20 14:25:49.461605 -0.32788,1.34375,-0.25586
03/26/20 14:25:49.470917 -0.38184,1.23926,-0.19971
03/26/20 14:25:49.480232 -0.45996,1.18286,-0.17651
03/26/20 14:25:49.489552 -0.55005,1.12573,-0.14600
03/26/20 14:25:49.498619 -0.59106,1.08105,-0.12793
03/26/20 14:25:49.507935 -0.62842,1.07935,-0.10840
03/26/20 14:25:49.513283 -0.63867,1.07715,-0.10693
03/26/20 14:25:49.522610 -0.62036,1.06689,-0.07520
03/26/20 14:25:49.531689 -0.57520,1.07446,-0.03784
03/26/20 14:25:49.541016 -0.51855,1.07861,0.03784
03/26/20 14:25:49.550339 -0.43115,1.08594,0.11865
03/26/20 14:25:49.559662 -0.35596,1.05273,0.19775
03/26/20 14:25:49.568966 -0.26367,0.97852,0.28882
03/26/20 14:25:49.578274 -0.23389,0.84302,0.36914
03/26/20 14:25:49.587570 -0.22583,0.75708,0.44116
03/26/20 14:25:49.596630 -0.27148,0.70386,0.47876
03/26/20 14:25:49.601975 -0.32300,0.68530,0.49146
03/26/20 14:25:49.611286 -0.42676,0.64136,0.52148
03/26/20 14:25:49.620590 -0.50391,0.59863,0.53735
03/26/20 14:25:49.629658 -0.62549,0.55884,0.54346
03/26/20 14:25:49.638981 -0.77515,0.59448,0.51978
03/26/20 14:25:49.648308 -0.88477,0.68311,0.47021
03/26/20 14:25:49.657623 -0.94092,0.79102,0.47021
03/26/20 14:25:49.666939 -0.89697,0.81519,0.50342
03/26/20 14:25:49.676258 -0.78564,0.86011,0.47900
03/26/20 14:25:49.685577 -0.71216,0.97192,0.45679
