# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
03/26/20 14:24:47.631573 -0.37646,1.00732,0.18384
03/26/20 14:24:47.640884 -0.40649,1.06860,0.17773
03/26/20 14:24:47.649956 -0.26245,1.23560,0.14209
03/26/20 14:24:47.655315 -0.20044,1.33984,0.15283
03/26/20 14:24:47.664658 -0.18799,1.51074,0.15918
03/26/20 14:24:47.673988 -0.12744,1.51807,0.13550
03/26/20 14:24:47.683075 -0.04395,1.50269,0.10156
03/26/20 14:24:47.692410 -0.00854,1.44604,0.10742
03/26/20 14:24:47.701752 -0.02368,1.34497,0.14795
03/26/20 14:24:47.711090 -0.05200,1.24561,0.16284
03/26/20 14:24:47.720428 0.01196,1.16064,0.21460
03/26/20 14:24:47.729774 -0.03271,1.04468,0.24341
03/26/20 14:24:47.739105 -0.04272,1.01880,0.27832
03/26/20 14:24:47.748676 -0.04492,0.99438,0.26367
03/26/20 14:24:47.758015 -0.07983,0.97290,0.27441
03/26/20 14:24:47.767353 0.03418,0.98047,0.30713
03/26/20 14:24:47.776680 0.02026,1.08838,0.17920
03/26/20 14:24:47.786015 0.01978,1.05493,0.15088
03/26/20 14:24:47.795345 0.08716,1.03760,0.14185
03/26/20 14:24:47.804676 0.14819,1.02246,0.14966
03/26/20 14:24:47.813748 0.01758,0.89478,0.17554
03/26/20 14:24:47.823071 0.11230,0.80664,0.25342
03/26/20 14:24:47.832382 0.18213,0.74316,0.29785
03/26/20 14:24:47.841702 0.19312,0.77686,0.27441
03/26/20 14:24:47.847057 0.13770,0.80396,0.28320
03/26/20 14:24:47.856136 0.06982,0.75708,0.26001
03/26/20 14:24:47.865448 0.13403,0.70801,0.25586
03/26/20 14:24:47.874771 0.12207,0.78931,0.19897
03/26/20 14:24:47.884083 0.07422,0.81689,0.15649
03/26/20 14:24:47.893414 0.05029,0.77002,0.15552
03/26/20 14:24:47.902729 0.09668,0.74365,0.15698
03/26/20 14:24:47.911797 0.11572,0.76709,0.12134
03/26/20 14:24:47.921112 0.10718,0.76929,0.09229
03/26/20 14:24:47.930428 0.09399,0.70996,0.07935
03/26/20 14:24:47.935776 0.10254,0.69580,0.09326
03/26/20 14:24:47.945099 0.13867,0.70728,0.11230
03/26/20 14:24:47.954170 0.18701,0.70190,0.09985
03/26/20 14:24:47.963493 0.18384,0.68872,0.07178
03/26/20 14:24:47.972809 0.18335,0.68066,0.09277
03/26/20 14:24:47.982128 0.19263,0.62500,0.11743
03/26/20 14:24:47.991440 0.12109,0.66870,0.09180
03/26/20 14:24:48.000763 0.12305,0.70850,0.08105
03/26/20 14:24:48.010075 0.23950,0.73560,0.04834
03/26/20 14:24:48.019154 0.17407,0.76172,0.04492
03/26/20 14:24:48.024502 0.15698,0.76709,0.05322
03/26/20 14:24:48.033821 0.23364,0.79663,0.04834
03/26/20 14:24:48.043137 0.26440,0.80029,0.02246
03/26/20 14:24:48.052208 0.23828,0.81030,0.03027
03/26/20 14:24:48.061523 0.22949,0.92334,-0.00049
03/26/20 14:24:48.070847 0.29688,0.98657,-0.06787
03/26/20 14:24:48.080173 0.26001,1.03369,-0.08130
03/26/20 14:24:48.089493 0.15747,0.91968,-0.02173
03/26/20 14:24:48.098812 0.21777,1.02490,-0.06714
03/26/20 14:24:48.108139 0.24756,1.03833,-0.08105
03/26/20 14:24:48.117699 0.28198,0.97217,-0.05835
03/26/20 14:24:48.127022 0.33325,1.00220,-0.06152
03/26/20 14:24:48.136349 0.31592,0.99634,-0.03540
03/26/20 14:24:48.145668 0.37793,0.95508,-0.04932
03/26/20 14:24:48.154999 0.40698,0.87866,-0.05078
03/26/20 14:24:48.164326 0.47998,0.82788,-0.02539
03/26/20 14:24:48.173660 0.45532,0.79517,0.01294
03/26/20 14:24:48.182755 0.45313,0.82813,0.01831
03/26/20 14:24:48.192081 0.42432,0.91357,0.02588
03/26/20 14:24:48.201420 0.39941,1.05762,0.03833
03/26/20 14:24:48.206780 0.34058,1.09961,0.06738
03/26/20 14:24:48.215858 0.28784,1.19629,0.09253
03/26/20 14:24:48.225170 0.18579,1.31812,0.14258
03/26/20 14:24:48.234497 0.08374,1.27905,0.16943
03/26/20 14:24:48.243820 0.08130,1.19971,0.12988
03/26/20 14:24:48.253143 0.06128,1.16113,0.08691
03/26/20 14:24:48.262466 0.06909,1.11011,0.06396
03/26/20 14:24:48.271793 0.08081,1.06250,0.06177
03/26/20 14:24:48.280876 0.05420,1.04053,0.09375
03/26/20 14:24:48.290203 0.03320,0.95728,0.13379
03/26/20 14:24:48.299522 0.10034,0.89893,0.19653
03/26/20 14:24:48.304871 0.18042,0.92603,0.16309
03/26/20 14:24:48.313938 0.13745,0.98291,0.16357
03/26/20 14:24:48.323265 0.13257,1.01807,0.15332
03/26/20 14:24:48.332584 0.10938,1.08276,0.15283
03/26/20 14:24:48.341911 0.03955,1.20679,0.15283
03/26/20 14:24:48.351227 0.05029,1.25146,0.20020
03/26/20 14:24:48.360538 0.05005,1.21094,0.23901
03/26/20 14:24:48.369846 0.00171,1.15283,0.22461
03/26/20 14:24:48.378906 0.06909,1.05005,0.23511
03/26/20 14:24:48.388203 0.14307,0.94653,0.26514
03/26/20 14:24:48.393543 0.16699,0.90210,0.27686
03/26/20 14:24:48.402832 0.18140,0.81445,0.29932
03/26/20 14:24:48.411880 0.18677,0.77441,0.29810
03/26/20 14:24:48.421169 0.17529,0.77979,0.28076
03/26/20 14:24:48.430473 0.16064,0.81519,0.23633
03/26/20 14:24:48.439777 0.14941,0.84326,0.21143
03/26/20 14:24:48.449093 0.11621,0.80542,0.20947
03/26/20 14:24:48.458393 0.08887,0.77905,0.20654
03/26/20 14:24:48.467701 0.03418,0.80322,0.20508
03/26/20 14:24:48.476761 0.08936,0.84155,0.22266
03/26/20 14:24:48.482109 0.11572,0.82617,0.23389
03/26/20 14:24:48.491405 0.15063,0.80005,0.24658
03/26/20 14:24:48.500706 0.12402,0.77124,0.24658
03/26/20 14:24:48.510014 0.07080,0.79346,0.21924
03/26/20 14:24:48.519070 0.09106,0.80884,0.19336
03/26/20 14:24:48.528378 0.06543,0.83398,0.15674
03/26/20 14:24:48.537693 0.03662,0.88428,0.14575
03/26/20 14:24:48.547001 0.03101,0.86719,0.20264
03/26/20 14:24:48.556316 -0.01074,0.91724,0.18994
03/26/20 14:24:48.565624 -0.03906,0.98682,0.15625
03/26/20 14:24:48.575432 -0.05859,0.99243,0.14795
03/26/20 14:24:48.584553 -0.09546,0.98389,0.14941
03/26/20 14:24:48.593872 -0.17822,1.01196,0.13232
03/26/20 14:24:48.603188 -0.09204,1.02246,0.16284
03/26/20 14:24:48.612503 -0.16968,1.11792,0.16553
03/26/20 14:24:48.621819 -0.12061,1.04297,0.18091
03/26/20 14:24:48.631134 -0.10303,1.01221,0.17480
03/26/20 14:24:48.640434 -0.15576,0.93628,0.18604
03/26/20 14:24:48.649494 -0.12183,0.91382,0.19995
03/26/20 14:24:48.658810 -0.07617,0.88037,0.21704
03/26/20 14:24:48.664166 -0.08301,0.88525,0.21509
03/26/20 14:24:48.673477 -0.08203,0.88135,0.21191
03/26/20 14:24:48.682549 -0.08447,0.88477,0.21826
03/26/20 14:24:48.691876 -0.05811,0.87915,0.23145
03/26/20 14:24:48.701191 -0.01685,0.89331,0.22266
03/26/20 14:24:48.710506 -0.00586,0.91162,0.22192
03/26/20 14:24:48.719822 -0.02344,0.96680,0.22168
03/26/20 14:24:48.729141 -0.00928,1.03491,0.19824
03/26/20 14:24:48.738464 -0.04272,1.08008,0.17725
03/26/20 14:24:48.747532 -0.05225,1.13281,0.13330
03/26/20 14:24:48.752888 -0.03320,1.15552,0.10352
03/26/20 14:24:48.762211 -0.01587,1.15796,0.07593
03/26/20 14:24:48.771526 -0.00732,1.07178,0.09595
03/26/20 14:24:48.780594 0.08911,1.04907,0.11377
03/26/20 14:24:48.789913 0.12646,1.08447,0.09766
03/26/20 14:24:48.799236 0.15210,1.11987,0.08472
03/26/20 14:24:48.808552 0.18799,1.24072,0.06592
03/26/20 14:24:48.817867 0.19092,1.27051,0.06030
03/26/20 14:24:48.827175 0.17676,1.22852,0.05273
03/26/20 14:24:48.836479 0.19995,1.23315,0.00146
03/26/20 14:24:48.845528 0.22070,1.26782,-0.08618
03/26/20 14:24:48.850864 0.21387,1.28638,-0.14575
03/26/20 14:24:48.860157 0.22144,1.28760,-0.23901
03/26/20 14:24:48.869453 0.22266,1.27124,-0.29639
03/26/20 14:24:48.878502 0.26978,1.24658,-0.32568
03/26/20 14:24:48.887802 0.30273,1.22095,-0.29004
03/26/20 14:24:48.897110 0.35010,1.19019,-0.25708
03/26/20 14:24:48.906422 0.42847,1.16016,-0.20166
03/26/20 14:24:48.915749 0.45874,1.17969,-0.11963
03/26/20 14:24:48.925072 0.45752,1.17993,-0.04443
03/26/20 14:24:48.934383 0.44214,1.16406,0.01611
03/26/20 14:24:48.943928 0.45020,1.14111,0.02734
03/26/20 14:24:48.953247 0.43262,1.11304,0.01904
03/26/20 14:24:48.962566 0.43262,1.04248,-0.00708
03/26/20 14:24:48.971890 0.44238,0.94434,-0.03320
03/26/20 14:24:48.981186 0.42554,0.86084,-0.04272
03/26/20 14:24:48.990494 0.43823,0.80225,-0.04419
03/26/20 14:24:48.999802 0.44043,0.78516,-0.04883
03/26/20 14:24:49.008865 0.40137,0.80078,-0.04883
03/26/20 14:24:49.018169 0.36206,0.81274,-0.04272
03/26/20 14:24:49.027473 0.29858,0.85864,-0.02734
03/26/20 14:24:49.032818 0.26660,0.87744,-0.01782
03/26/20 14:24:49.041862 0.24854,0.86108,-0.01074
03/26/20 14:24:49.051159 0.21777,0.90967,-0.04980
03/26/20 14:24:49.060467 0.18237,0.93457,-0.07324
03/26/20 14:24:49.069775 0.15210,0.94385,-0.10425
03/26/20 14:24:49.079098 0.12671,0.93140,-0.10742
03/26/20 14:24:49.088417 0.12305,0.90576,-0.09082
03/26/20 14:24:49.097740 0.11572,0.91211,-0.07324
03/26/20 14:24:49.106812 0.11499,0.91333,-0.06201
03/26/20 14:24:49.116150 0.12012,0.92334,-0.03394
03/26/20 14:24:49.121498 0.12085,0.92285,-0.02051
03/26/20 14:24:49.130821 0.12549,0.92529,-0.00220
03/26/20 14:24:49.139893 0.12354,0.92749,0.01221
03/26/20 14:24:49.149216 0.10815,0.92993,0.01440
03/26/20 14:24:49.158546 0.09521,0.89185,0.01318
03/26/20 14:24:49.167877 0.09448,0.88867,0.01416
03/26/20 14:24:49.177216 0.08740,0.90894,0.00146
03/26/20 14:24:49.186546 0.08813,0.90576,-0.02002
03/26/20 14:24:49.195881 0.08496,0.90039,-0.02197
03/26/20 14:24:49.204964 0.08105,0.92285,-0.02686
03/26/20 14:24:49.210316 0.08252,0.95557,-0.03271
03/26/20 14:24:49.219631 0.07422,1.01538,-0.02930
03/26/20 14:24:49.228962 0.07983,1.02295,-0.02393
03/26/20 14:24:49.238289 0.09570,1.02539,-0.02026
03/26/20 14:24:49.247356 0.10376,1.02808,-0.01978
03/26/20 14:24:49.256676 0.10742,1.04053,-0.02246
03/26/20 14:24:49.265999 0.10229,1.04102,-0.03027
03/26/20 14:24:49.275330 0.09668,1.03955,-0.03271
03/26/20 14:24:49.284657 0.08398,1.00244,-0.02246
03/26/20 14:24:49.293976 0.08740,1.02344,-0.02637
03/26/20 14:24:49.303776 0.07764,1.02002,-0.02441
03/26/20 14:24:49.312847 0.08569,0.99170,-0.02588
03/26/20 14:24:49.322170 0.07544,0.98389,-0.02051
03/26/20 14:24:49.331490 0.08105,0.96338,-0.02490
03/26/20 14:24:49.340813 0.07690,0.95557,-0.03223
03/26/20 14:24:49.350140 0.06055,0.94678,-0.03076
03/26/20 14:24:49.359467 0.04956,0.92236,-0.03027
03/26/20 14:24:49.368790 0.05298,0.89355,-0.04150
03/26/20 14:24:49.377857 0.04639,0.88379,-0.05078
03/26/20 14:24:49.387188 0.27271,1.02734,-0.16992
03/26/20 14:24:49.392544 0.06104,0.97363,-0.13013
03/26/20 14:24:49.401875 -0.05396,0.84668,0.02734
03/26/20 14:24:49.410961 -0.03149,0.79321,0.08301
03/26/20 14:24:49.420292 0.13452,0.94580,-0.03735
03/26/20 14:24:49.429611 0.05176,1.02490,-0.07471
03/26/20 14:24:49.438931 0.08179,0.99634,-0.05615
03/26/20 14:24:49.448246 0.10571,0.98584,-0.05225
03/26/20 14:24:49.457573 0.10693,1.02441,-0.05835
03/26/20 14:24:49.466911 0.10742,1.04956,-0.09131
03/26/20 14:24:49.475994 0.11304,1.08545,-0.10449
03/26/20 14:24:49.481358 0.11792,1.08496,-0.09814
03/26/20 14:24:49.490700 0.11182,1.07227,-0.10010
03/26/20 14:24:49.500046 0.12354,1.05542,-0.11426
03/26/20 14:24:49.509140 0.12988,1.02930,-0.12988
03/26/20 14:24:49.518478 0.13403,0.96899,-0.13135
03/26/20 14:24:49.527824 0.15161,0.91528,-0.13086
03/26/20 14:24:49.537170 0.16626,0.88965,-0.12524
03/26/20 14:24:49.546509 0.17139,0.87231,-0.11426
03/26/20 14:24:49.555847 0.18311,0.84570,-0.10205
03/26/20 14:24:49.565186 0.20923,0.81201,-0.08691
03/26/20 14:24:49.574753 0.23560,0.80420,-0.04834
03/26/20 14:24:49.584133 0.25244,0.79761,-0.01733
03/26/20 14:24:49.593475 0.25757,0.79224,0.01123
03/26/20 14:24:49.602814 0.25806,0.77075,0.03125
03/26/20 14:24:49.612148 0.25122,0.76514,0.04761
03/26/20 14:24:49.621491 0.23535,0.79175,0.03784
03/26/20 14:24:49.630821 0.22559,0.82031,0.03271
03/26/20 14:24:49.639904 0.20679,0.85083,0.02100
03/26/20 14:24:49.649220 0.20166,0.88159,-0.00635
03/26/20 14:24:49.658573 0.19531,0.90430,-0.02295
03/26/20 14:24:49.663933 0.18555,0.91382,-0.02588
03/26/20 14:24:49.673260 0.17871,0.94434,-0.03174
03/26/20 14:24:49.682346 0.18164,0.96655,-0.01514
03/26/20 14:24:49.691677 0.15234,1.01807,-0.00830
03/26/20 14:24:49.701019 0.13135,1.03662,-0.02466
03/26/20 14:24:49.710342 0.12305,1.03052,-0.02173
03/26/20 14:24:49.719677 0.10376,1.02246,-0.01270
03/26/20 14:24:49.729015 0.09644,0.98145,-0.00977
03/26/20 14:24:49.738358 0.07739,0.93750,-0.01221
03/26/20 14:24:49.747448 0.05591,0.92944,-0.02148
03/26/20 14:24:49.752811 0.05713,0.91089,-0.02173
03/26/20 14:24:49.762154 0.06641,0.87427,-0.01709
03/26/20 14:24:49.771500 0.06763,0.85986,-0.01587
03/26/20 14:24:49.780586 0.06567,0.85400,-0.01611
03/26/20 14:24:49.789928 0.05957,0.86621,-0.01538
03/26/20 14:24:49.799267 0.05859,0.86475,-0.00244
03/26/20 14:24:49.808601 0.07080,0.90234,-0.01416
03/26/20 14:24:49.817932 0.06519,0.94775,-0.02026
03/26/20 14:24:49.827282 0.06104,0.96533,-0.02417
03/26/20 14:24:49.836632 0.05396,1.00244,-0.03735
03/26/20 14:24:49.846222 0.04224,1.07251,-0.05786
03/26/20 14:24:49.855572 0.01660,1.15186,-0.09082
03/26/20 14:24:49.864922 0.00391,1.21460,-0.10986
03/26/20 14:24:49.874271 -0.00708,1.24609,-0.11768
03/26/20 14:24:49.883610 -0.01538,1.25220,-0.11914
03/26/20 14:24:49.892952 -0.00879,1.23267,-0.12598
03/26/20 14:24:49.902298 0.01489,1.15869,-0.12793
03/26/20 14:24:49.911396 0.04443,1.09766,-0.11646
03/26/20 14:24:49.920742 0.07544,1.03857,-0.10693
03/26/20 14:24:49.930084 0.10400,1.01929,-0.08984
03/26/20 14:24:49.935452 0.11694,1.01050,-0.08276
03/26/20 14:24:49.944786 0.13647,0.98584,-0.05420
03/26/20 14:24:49.953861 0.15771,0.95288,-0.01221
03/26/20 14:24:49.963207 0.17822,0.92236,0.01123
03/26/20 14:24:49.972553 0.19189,0.92480,0.03369
03/26/20 14:24:49.981880 0.22021,0.91089,0.04028
03/26/20 14:24:49.991207 0.23145,0.91162,0.04346
03/26/20 14:24:50.000530 0.23462,0.92139,0.02441
03/26/20 14:24:50.009853 0.23267,0.93481,0.00562
03/26/20 14:24:50.018932 0.19507,0.96362,-0.01489
03/26/20 14:24:50.024284 0.17993,0.98096,-0.03735
03/26/20 14:24:50.033611 0.14795,1.01758,-0.08521
03/26/20 14:24:50.042946 0.12109,1.02393,-0.11816
03/26/20 14:24:50.052040 0.08618,1.01636,-0.14355
03/26/20 14:24:50.061382 0.07129,1.02002,-0.16357
03/26/20 14:24:50.070717 0.04736,1.02441,-0.18652
03/26/20 14:24:50.080036 0.03687,1.01855,-0.20093
03/26/20 14:24:50.089367 0.04443,0.98340,-0.20508
03/26/20 14:24:50.098686 0.04590,0.96948,-0.18481
03/26/20 14:24:50.108006 0.06445,0.96484,-0.16943
03/26/20 14:24:50.117542 0.11206,0.93164,-0.14404
03/26/20 14:24:50.126858 0.15625,0.91431,-0.10522
03/26/20 14:24:50.136177 0.19116,0.89990,-0.05469
03/26/20 14:24:50.145500 0.22729,0.89307,-0.02295
03/26/20 14:24:50.154812 0.26563,0.89209,0.00000
03/26/20 14:24:50.164127 0.28174,0.89941,0.01221
03/26/20 14:24:50.173450 0.29199,0.89160,0.02148
03/26/20 14:24:50.182518 0.28809,0.86426,0.01855
03/26/20 14:24:50.191837 0.27344,0.84424,-0.00171
03/26/20 14:24:50.201168 0.23901,0.84790,-0.02197
03/26/20 14:24:50.210495 0.19775,0.84839,-0.02588
03/26/20 14:24:50.220299 0.17847,0.87183,-0.02930
03/26/20 14:24:50.229618 0.18701,0.91455,-0.06104
03/26/20 14:24:50.238930 0.17627,0.94092,-0.10645
03/26/20 14:24:50.247997 0.18921,0.95142,-0.12939
03/26/20 14:24:50.257320 0.20166,0.93286,-0.12988
03/26/20 14:24:50.266640 0.21680,0.92969,-0.11719
03/26/20 14:24:50.275963 0.21704,0.92944,-0.11719
03/26/20 14:24:50.285286 0.21484,0.92383,-0.13086
03/26/20 14:24:50.294617 0.20801,0.89966,-0.14258
03/26/20 14:24:50.303936 0.19751,0.90869,-0.15088
03/26/20 14:24:50.313496 0.19580,0.90625,-0.20703
03/26/20 14:24:50.322830 0.18994,0.89087,-0.24268
03/26/20 14:24:50.332157 0.17773,0.88086,-0.22949
03/26/20 14:24:50.341484 0.18823,0.85425,-0.21289
03/26/20 14:24:50.350811 0.20752,0.83569,-0.20239
03/26/20 14:24:50.360134 0.21606,0.83887,-0.17725
03/26/20 14:24:50.369457 0.20947,0.84033,-0.16406
03/26/20 14:24:50.378525 0.22168,0.87524,-0.14893
03/26/20 14:24:50.387844 0.22168,0.87842,-0.14502
03/26/20 14:24:50.397163 0.22388,0.90430,-0.14746
03/26/20 14:24:50.402508 0.22461,0.91675,-0.14893
03/26/20 14:24:50.411819 0.22192,0.92920,-0.15845
03/26/20 14:24:50.420891 0.20776,0.92920,-0.16309
03/26/20 14:24:50.430203 0.20605,0.91431,-0.15698
03/26/20 14:24:50.439533 0.21460,0.88330,-0.13647
03/26/20 14:24:50.448849 0.22412,0.91772,-0.12842
03/26/20 14:24:50.458172 0.24707,0.94385,-0.12402
03/26/20 14:24:50.467495 0.24780,0.95337,-0.10742
03/26/20 14:24:50.476578 0.24854,0.96265,-0.09521
03/26/20 14:24:50.485905 0.25439,0.97900,-0.09180
03/26/20 14:24:50.491264 0.25366,1.00293,-0.09277
03/26/20 14:24:50.500599 0.25244,1.03369,-0.10229
03/26/20 14:24:50.509930 0.24609,1.04248,-0.09741
03/26/20 14:24:50.519005 0.24170,1.02856,-0.08545
03/26/20 14:24:50.528336 0.24561,1.02344,-0.08081
03/26/20 14:24:50.537663 0.25488,0.99341,-0.07837
03/26/20 14:24:50.547001 0.26807,0.98682,-0.07935
03/26/20 14:24:50.556324 0.27979,1.00000,-0.08228
03/26/20 14:24:50.565647 0.29126,1.00537,-0.08789
03/26/20 14:24:50.574974 0.28784,1.02295,-0.08032
03/26/20 14:24:50.584576 0.27832,1.02148,-0.08423
03/26/20 14:24:50.593887 0.27490,1.02588,-0.07813
03/26/20 14:24:50.603207 0.27832,1.04395,-0.06592
03/26/20 14:24:50.612530 0.28442,1.04639,-0.05176
03/26/20 14:24:50.621853 0.29492,1.04541,-0.05225
03/26/20 14:24:50.631172 0.30054,1.03638,-0.04932
03/26/20 14:24:50.640488 0.30273,1.00977,-0.04053
03/26/20 14:24:50.649551 0.31641,0.96997,-0.03564
03/26/20 14:24:50.658863 0.30591,0.96997,-0.03369
03/26/20 14:24:50.668171 0.30127,0.95947,-0.02124
03/26/20 14:24:50.673519 0.29102,0.97266,-0.02026
03/26/20 14:24:50.682587 0.28198,0.96777,-0.03369
03/26/20 14:24:50.691895 0.28076,0.93579,-0.05225
03/26/20 14:24:50.701195 0.27393,0.92822,-0.05542
03/26/20 14:24:50.710506 0.26758,0.91846,-0.07129
03/26/20 14:24:50.719822 0.26416,0.90820,-0.07031
03/26/20 14:24:50.729134 0.24609,0.92139,-0.06104
03/26/20 14:24:50.738438 0.24219,0.93213,-0.05371
03/26/20 14:24:50.747490 0.23438,0.93433,-0.04639
03/26/20 14:24:50.756813 0.24072,0.95288,-0.02881
03/26/20 14:24:50.762161 0.25146,0.96289,-0.02466
03/26/20 14:24:50.771477 0.27124,0.96021,-0.01953
03/26/20 14:24:50.780556 0.28760,0.96973,-0.02490
03/26/20 14:24:50.789875 0.29858,0.95850,-0.05078
03/26/20 14:24:50.799194 0.30054,0.94092,-0.07471
03/26/20 14:24:50.808506 0.29468,0.94385,-0.10791
03/26/20 14:24:50.817822 0.29004,0.93701,-0.15137
03/26/20 14:24:50.827141 0.28198,0.97388,-0.18018
03/26/20 14:24:50.836464 0.27905,0.97461,-0.19238
03/26/20 14:24:50.845531 0.27930,0.98340,-0.20337
03/26/20 14:24:50.850887 0.27246,1.00146,-0.20947
03/26/20 14:24:50.860214 0.27100,1.01221,-0.19824
03/26/20 14:24:50.869541 0.27686,0.98535,-0.16943
03/26/20 14:24:50.878613 0.28149,0.93457,-0.15039
03/26/20 14:24:50.887936 0.28540,0.88916,-0.13696
03/26/20 14:24:50.897263 0.28125,0.86108,-0.11792
03/26/20 14:24:50.906589 0.27393,0.84473,-0.10400
03/26/20 14:24:50.915913 0.26563,0.83813,-0.09180
03/26/20 14:24:50.925243 0.24927,0.81567,-0.08203
03/26/20 14:24:50.934574 0.22729,0.83374,-0.07544
03/26/20 14:24:50.944382 0.19873,0.86523,-0.05225
03/26/20 14:24:50.953464 0.19458,0.90332,-0.02979
03/26/20 14:24:50.962799 0.19507,0.94604,-0.02173
03/26/20 14:24:50.972141 0.20166,0.98730,-0.02173
03/26/20 14:24:50.981476 0.21753,1.01416,-0.01904
03/26/20 14:24:50.990803 0.24072,1.02002,-0.01123
03/26/20 14:24:51.000134 0.26001,0.99902,0.00317
03/26/20 14:24:51.009464 0.27051,0.98242,0.01489
03/26/20 14:24:51.018536 0.28784,0.98047,0.01172
03/26/20 14:24:51.027863 0.27881,1.00146,-0.01123
03/26/20 14:24:51.033215 0.26929,1.00952,-0.02539
03/26/20 14:24:51.042545 0.25806,1.02783,-0.05176
03/26/20 14:24:51.051624 0.23877,0.99438,-0.08203
03/26/20 14:24:51.060951 0.22192,0.96143,-0.10327
03/26/20 14:24:51.070267 0.18555,0.92480,-0.12134
03/26/20 14:24:51.079594 0.17236,0.90381,-0.13721
03/26/20 14:24:51.088924 0.12402,0.88013,-0.13477
03/26/20 14:24:51.098251 0.09229,0.86523,-0.13745
03/26/20 14:24:51.107578 0.07300,0.83887,-0.14844
03/26/20 14:24:51.116657 0.06641,0.86304,-0.13550
03/26/20 14:24:51.122013 0.06006,0.87280,-0.12207
03/26/20 14:24:51.131344 0.07227,0.88257,-0.10596
03/26/20 14:24:51.140671 0.08545,0.90723,-0.08936
03/26/20 14:24:51.149761 0.10693,0.92236,-0.05615
03/26/20 14:24:51.159100 0.13110,0.93042,-0.02124
03/26/20 14:24:51.168419 0.14893,0.96997,-0.01318
03/26/20 14:24:51.177746 0.17432,1.01147,-0.00342
03/26/20 14:24:51.187065 0.19116,1.03809,0.00513
03/26/20 14:24:51.196381 0.20190,1.07446,-0.00220
03/26/20 14:24:51.205704 0.21338,1.10400,-0.01270
03/26/20 14:24:51.215260 0.22266,1.14990,-0.02832
03/26/20 14:24:51.224590 0.22729,1.15527,-0.04590
03/26/20 14:24:51.233925 0.22754,1.13818,-0.06836
03/26/20 14:24:51.243252 0.22046,1.11987,-0.08594
03/26/20 14:24:51.252586 0.22144,1.09717,-0.12500
03/26/20 14:24:51.261917 0.22021,1.09009,-0.14648
03/26/20 14:24:51.271244 0.21436,1.04639,-0.15723
03/26/20 14:24:51.280312 0.20239,0.98486,-0.17188
03/26/20 14:24:51.289635 0.19409,0.95654,-0.19238
03/26/20 14:24:51.298950 0.18970,0.92529,-0.21240
03/26/20 14:24:51.304310 0.18555,0.91040,-0.21094
03/26/20 14:24:51.313385 0.17896,0.88330,-0.21045
03/26/20 14:24:51.322720 0.18042,0.84473,-0.20142
03/26/20 14:24:51.332054 0.18359,0.84521,-0.17651
03/26/20 14:24:51.341385 0.19482,0.85278,-0.15137
03/26/20 14:24:51.350704 0.21753,0.87134,-0.13135
03/26/20 14:24:51.360031 0.23828,0.87476,-0.09619
03/26/20 14:24:51.369354 0.25342,0.89404,-0.05786
03/26/20 14:24:51.378426 0.26660,0.90381,-0.04346
03/26/20 14:24:51.387737 0.27588,0.92334,-0.02368
03/26/20 14:24:51.393085 0.28662,0.93481,-0.01514
03/26/20 14:24:51.402401 0.28638,0.96167,0.01074
03/26/20 14:24:51.411713 0.28003,0.98096,0.01855
03/26/20 14:24:51.420776 0.28223,0.98535,0.02295
03/26/20 14:24:51.430096 0.28223,0.99707,0.00464
03/26/20 14:24:51.439423 0.26563,0.98438,-0.01782
03/26/20 14:24:51.448746 0.25220,0.98242,-0.03613
03/26/20 14:24:51.458065 0.23877,0.95117,-0.04541
03/26/20 14:24:51.467392 0.22656,0.90918,-0.05078
03/26/20 14:24:51.476711 0.21313,0.90137,-0.05615
03/26/20 14:24:51.486259 0.18335,0.89355,-0.07129
03/26/20 14:24:51.495571 0.17236,0.89038,-0.08838
03/26/20 14:24:51.504894 0.15967,0.90381,-0.09375
03/26/20 14:24:51.514221 0.13916,0.90796,-0.09521
03/26/20 14:24:51.523548 0.12207,0.90698,-0.09521
03/26/20 14:24:51.532879 0.11743,0.91187,-0.10059
03/26/20 14:24:51.542210 0.10132,0.91016,-0.10840
03/26/20 14:24:51.551273 0.08789,0.91846,-0.10303
03/26/20 14:24:51.560596 0.08301,0.93042,-0.10986
03/26/20 14:24:51.569920 0.08032,0.93457,-0.12207
03/26/20 14:24:51.575272 0.07813,0.93750,-0.12451
03/26/20 14:24:51.584377 0.06201,0.96460,-0.14160
03/26/20 14:24:51.593689 0.05420,0.97852,-0.16357
03/26/20 14:24:51.602997 0.06763,0.98389,-0.17090
03/26/20 14:24:51.612320 0.07324,1.01050,-0.17139
03/26/20 14:24:51.621643 0.06543,1.01318,-0.16846
03/26/20 14:24:51.630962 0.05908,1.02441,-0.14990
03/26/20 14:24:51.640286 0.08496,1.00391,-0.12646
03/26/20 14:24:51.649368 0.10278,1.00586,-0.08569
03/26/20 14:24:51.658695 0.12695,1.01831,-0.04590
03/26/20 14:24:51.664051 0.13525,1.01514,-0.03174
03/26/20 14:24:51.673359 0.15186,1.00586,-0.00073
03/26/20 14:24:51.682415 0.16577,1.02344,0.00586
03/26/20 14:24:51.691731 0.16211,0.99805,0.02539
03/26/20 14:24:51.701031 0.15674,0.98535,0.02686
